epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.40647,3.46402,6.18482,1.92821,0.00033,0.01858,1e-05,0,3.22156,11.412,1.76789,0.000547247,0.000547247,0.000547247
2,14.5271,3.26447,4.89363,1.79016,0.00699,0.23143,0.0047,0.0011,3.35842,6.88621,1.9667,0.001092,0.001092,0.001092
3,22.193,3.21847,4.34539,1.74919,0.03131,0.0987,0.0071,0.00142,3.37909,15.7523,2.67135,0.00162574,0.00162574,0.00162574
4,28.8297,3.33232,4.09468,1.73145,0.00807,0.3264,0.00648,0.00174,3.26029,4.16539,1.83236,0.00161749,0.00161749,0.00161749
5,35.4557,3.19677,3.7762,1.68145,0.05366,0.08257,0.01461,0.00341,3.1825,4.57047,1.78202,0.00160099,0.00160099,0.00160099
6,42.1043,3.16368,3.57583,1.68653,0.05303,0.04257,0.0114,0.00272,3.09072,3.85316,1.80566,0.00158448,0.00158448,0.00158448
7,48.7518,3.11988,3.40385,1.69149,0.05393,0.11412,0.01903,0.00488,3.02896,4.11496,1.76783,0.00156798,0.00156798,0.00156798
8,55.3585,3.06557,3.32708,1.67356,0.07167,0.04988,0.02061,0.0049,3.10686,3.67016,1.65737,0.00155148,0.00155148,0.00155148
9,61.9634,3.04628,3.17652,1.63425,0.06733,0.08931,0.02217,0.00493,3.00696,3.36759,1.8038,0.00153497,0.00153497,0.00153497
10,68.5341,3.01846,3.18825,1.64658,0.05932,0.06951,0.02289,0.00584,3.02779,3.22309,1.80753,0.00151847,0.00151847,0.00151847
11,75.0873,3.06234,3.05206,1.61759,0.11294,0.09089,0.02844,0.00744,2.89649,3.07904,1.71173,0.00150197,0.00150197,0.00150197
12,81.6878,3.01416,3.04836,1.62232,0.05221,0.07379,0.02199,0.00539,2.91464,3.36625,1.67807,0.00148546,0.00148546,0.00148546
13,88.2499,2.99725,2.95305,1.59612,0.07034,0.07305,0.02742,0.00686,2.91084,3.08384,1.68016,0.00146896,0.00146896,0.00146896
14,94.8375,2.92351,2.96779,1.60647,0.07253,0.09739,0.02961,0.00731,2.85645,3.0166,1.68104,0.00145246,0.00145246,0.00145246
15,101.419,2.90691,2.87333,1.60169,0.09313,0.11789,0.03506,0.00933,2.89046,3.05572,1.65475,0.00143595,0.00143595,0.00143595
16,107.989,2.88418,2.85051,1.58986,0.09812,0.11244,0.03743,0.00966,2.89885,2.91239,1.68115,0.00141945,0.00141945,0.00141945
17,114.556,2.94755,2.88728,1.55554,0.10548,0.08363,0.03256,0.00795,2.87601,3.05053,1.75924,0.00140295,0.00140295,0.00140295
18,121.378,2.91809,2.8107,1.58988,0.0818,0.11494,0.03791,0.00888,2.89397,2.93423,1.68567,0.00138644,0.00138644,0.00138644
19,127.936,2.92197,2.79915,1.54569,0.13369,0.10478,0.04981,0.01274,2.81122,2.78304,1.62055,0.00136994,0.00136994,0.00136994
20,134.537,2.8776,2.82092,1.57858,0.08216,0.12629,0.03441,0.00979,2.79399,2.94574,1.69568,0.00135344,0.00135344,0.00135344
21,141.132,2.87468,2.75453,1.54859,0.09568,0.15318,0.04591,0.01223,2.76799,2.85856,1.62576,0.00133693,0.00133693,0.00133693
22,147.72,2.84598,2.72757,1.54896,0.09662,0.13442,0.04796,0.01267,2.78206,2.83505,1.65783,0.00132043,0.00132043,0.00132043
23,154.274,2.82472,2.67936,1.53819,0.08848,0.12633,0.04145,0.01099,2.82464,2.82137,1.70457,0.00130393,0.00130393,0.00130393
24,160.84,2.82667,2.73624,1.55651,0.10939,0.12229,0.05174,0.01354,2.79806,2.79465,1.6491,0.00128742,0.00128742,0.00128742
25,167.441,2.83042,2.67658,1.51336,0.09997,0.15913,0.04535,0.01218,2.75939,2.74437,1.64911,0.00127092,0.00127092,0.00127092
26,174.011,2.88009,2.70952,1.52669,0.0966,0.16484,0.04099,0.01058,2.78346,2.83082,1.63638,0.00125442,0.00125442,0.00125442
27,180.582,2.84048,2.6648,1.54748,0.1097,0.1574,0.04875,0.01295,2.77592,2.74089,1.65255,0.00123791,0.00123791,0.00123791
28,187.164,2.78102,2.6534,1.5232,0.10258,0.13708,0.04565,0.01251,2.80912,2.73146,1.67511,0.00122141,0.00122141,0.00122141
29,193.767,2.84601,2.66921,1.51572,0.12673,0.11491,0.06027,0.01511,2.79868,2.6739,1.56942,0.00120491,0.00120491,0.00120491
30,200.345,2.79268,2.61499,1.54811,0.08441,0.16175,0.04098,0.01038,2.78956,2.92699,1.61838,0.0011884,0.0011884,0.0011884
31,206.904,2.70608,2.59403,1.5166,0.11518,0.14805,0.05377,0.01426,2.68771,2.68765,1.60028,0.0011719,0.0011719,0.0011719
32,213.484,2.76197,2.5943,1.49013,0.12692,0.1486,0.05899,0.01555,2.72978,2.68678,1.61789,0.0011554,0.0011554,0.0011554
33,220.052,2.70934,2.56464,1.51304,0.12183,0.1517,0.06094,0.01623,2.68511,2.63444,1.58751,0.00113889,0.00113889,0.00113889
34,226.641,2.72649,2.56319,1.49059,0.1075,0.19001,0.06175,0.0177,2.69172,2.6871,1.61977,0.00112239,0.00112239,0.00112239
35,233.202,2.74555,2.55163,1.48677,0.122,0.15899,0.0654,0.01688,2.73352,2.65136,1.62873,0.00110589,0.00110589,0.00110589
36,239.752,2.71036,2.5979,1.54926,0.10596,0.13203,0.05673,0.01527,2.73698,2.71433,1.62598,0.00108938,0.00108938,0.00108938
37,246.34,2.70827,2.57967,1.49685,0.12539,0.1272,0.05859,0.01776,2.77005,2.73949,1.58565,0.00107288,0.00107288,0.00107288
38,252.936,2.72513,2.57217,1.51243,0.11432,0.16084,0.06481,0.01796,2.68145,2.66435,1.61451,0.00105638,0.00105638,0.00105638
39,259.503,2.69523,2.5444,1.50681,0.10476,0.15567,0.05533,0.01528,2.69416,2.66725,1.63297,0.00103987,0.00103987,0.00103987
40,266.038,2.67622,2.51087,1.50027,0.11498,0.16137,0.0673,0.02062,2.66677,2.60941,1.60789,0.00102337,0.00102337,0.00102337
41,272.636,2.62999,2.4914,1.49244,0.11992,0.17165,0.06197,0.0169,2.68076,2.62494,1.61388,0.00100687,0.00100687,0.00100687
