experiment,name,model_type,model,run_name,run_path,best_pt,train_time_min,full_val_box_precision,full_val_box_recall,full_val_box_map50,full_val_box_map50_95,full_val_mask_precision,full_val_mask_recall,full_val_mask_map50,full_val_mask_map50_95,full_test_box_precision,full_test_box_recall,full_test_box_map50,full_test_box_map50_95,full_test_mask_precision,full_test_mask_recall,full_test_mask_map50,full_test_mask_map50_95,labeled_val_box_map50,labeled_val_mask_map50,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_boxes,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_boxes,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_mask_count_exact,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,labeled_test_disease_box_miss_images,labeled_test_disease_mask_miss_images,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_test_avg_fp_confidence,test_confused_total,test_missed_box_total,test_false_positive_total,count_penalty,disease_miss_penalty,healthy_fp_penalty,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,first_train_seg_loss,best_val_mask_map50,best_val_mask_map50_95,last_val_mask_map50,last_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train
simam_ca,YOLO11n-seg + SimAM + CA,attention,/content/ultralytics/ultralytics/cfg/models/11/yolo11n-seg-simam-ca-head.yaml,noise_ablation_v3_run_simam_ca,/content/runs/segment/noise_ablation_v3_run_simam_ca,/content/runs/segment/noise_ablation_v3_run_simam_ca/weights/best.pt,73.64,0.7343632988734828,0.49759355207578926,0.5628994622466543,0.25784661118378616,0.6935449603576038,0.4828490357577442,0.5231931898580728,0.19938044533528804,0.6534969930047443,0.5236913723277267,0.5793132750849848,0.22590060360374592,0.636315053484226,0.4971297359357061,0.5198326711995382,0.1865930601230166,0.5825145041903224,0.5417327404290103,0.6114312765265715,0.5507262623789929,0.1963588039232582,119,109,109,0.3333333333333333,119,93,93,0.3068181818181818,0.5909090909090909,0.13636363636363635,0.13636363636363635,12,12,41,0.34146341463414637,0.34146341463414637,16,0.3902439024390244,0.39911516942083836,2,50,30,0.015340909090909093,0.02045454545454545,0.03414634146341464,0.4807844663701236,100,67,5.23171,0.54849,0.19324,0.51067,0.1859,2.56955,3.17588,0.6063299999999998
baseline,Baseline YOLO11n-seg,baseline,yolo11n-seg.pt,noise_ablation_v3_run_baseline,/content/runs/segment/noise_ablation_v3_run_baseline,/content/runs/segment/noise_ablation_v3_run_baseline/weights/best.pt,53.85,0.5986495541005652,0.5555124223602484,0.5645275264922032,0.21660189585853157,0.5341796184643061,0.49922360248447206,0.494178628433251,0.18235372447688028,0.544775176008653,0.5355912743972445,0.4762524080760544,0.17176945002305075,0.5044997649671854,0.4918197474167624,0.40090080077209417,0.13062525196415947,0.5726518158492594,0.5004470466725905,0.49783471948144636,0.4199445260317751,0.13581204066591723,119,127,127,0.3798449612403101,119,118,118,0.45454545454545453,0.5113636363636364,0.1590909090909091,0.1590909090909091,14,14,41,0.1951219512195122,0.1951219512195122,9,0.21951219512195122,0.44125211901134914,5,49,34,0.022727272727272728,0.02386363636363636,0.019512195121951223,0.3538414218189148,75,45,4.92751,0.49205,0.18256,0.4445,0.15314,1.84019,4.41735,2.57716
