epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,34.4047,2.42166,4.76024,6.02533,2.1994,0,0.00142,0.45455,0.06171,0.01764,0.00125,0.37727,0.03732,0.01111,2.10659,4.66267,9.02599,1.89738,0,0.000546086,0.000546086,0.000546086
2,52.7474,2.34924,4.19525,4.61819,2.0001,0,0.1802,0.19545,0.1128,0.03271,0.18116,0.13241,0.08481,0.02363,2.75584,5.20571,12.1879,2.63614,0,0.00109085,0.00109085,0.00109085
3,70.7004,2.37106,4.16053,3.79481,1.98703,0,0.11179,0.33409,0.13242,0.0355,0.09013,0.29318,0.07103,0.01411,2.24122,4.9454,11.8413,1.95168,0,0.0016246,0.0016246,0.0016246
4,89.4209,2.36024,4.05243,3.25314,1.98235,0,0.30375,0.30519,0.22432,0.0652,0.19105,0.19974,0.11237,0.02491,2.34035,4.50469,4.0889,1.87833,0,0.00161749,0.00161749,0.00161749
5,107.657,2.28435,3.95019,2.82644,1.97275,0,0.28938,0.275,0.18646,0.07327,0.28372,0.26136,0.15391,0.04137,2.3618,4.87121,6.04292,2.05463,0,0.00160099,0.00160099,0.00160099
6,126.227,2.22991,3.82663,2.49354,1.85394,0,0.71154,0.20909,0.20115,0.06585,0.70868,0.18887,0.16857,0.04512,2.36149,3.97392,4.36591,1.96568,0,0.00158448,0.00158448,0.00158448
7,144.399,2.19844,3.77716,2.30319,1.86011,0,0.32908,0.31364,0.28067,0.10803,0.30287,0.28864,0.24289,0.06535,2.2298,3.92489,2.78548,1.92356,0,0.00156798,0.00156798,0.00156798
8,163.074,2.16219,3.64852,2.14646,1.80371,0,0.41915,0.31617,0.30497,0.1076,0.354,0.30682,0.25193,0.06682,2.31003,3.99324,2.66018,1.91605,0,0.00155148,0.00155148,0.00155148
9,181.578,2.11469,3.52074,2.00149,1.86066,0,0.45841,0.34091,0.32548,0.12654,0.40168,0.31136,0.24917,0.07617,2.12678,3.79418,2.60986,1.91302,0,0.00153497,0.00153497,0.00153497
10,200.108,2.05994,3.47035,1.96062,1.79186,0,0.45777,0.34016,0.35276,0.12831,0.42651,0.34545,0.31595,0.08747,2.06647,3.72684,3.13128,1.82121,0,0.00151847,0.00151847,0.00151847
11,218.169,2.05843,3.46185,1.87306,1.80577,0,0.44752,0.3827,0.39334,0.14739,0.37805,0.33409,0.32546,0.10324,2.06364,3.75062,2.81233,1.90796,0,0.00150197,0.00150197,0.00150197
12,236.428,2.03891,3.4296,1.849,1.76972,0,0.53551,0.38864,0.42693,0.16556,0.44071,0.31136,0.29763,0.09,1.98078,3.86971,2.19172,1.71756,0,0.00148546,0.00148546,0.00148546
13,254.602,2.02059,3.34835,1.82484,1.75033,0,0.4154,0.42606,0.38722,0.1524,0.54347,0.40682,0.38134,0.12181,2.09629,3.49279,3.12139,1.76459,0,0.00146896,0.00146896,0.00146896
14,272.828,1.94797,3.30529,1.83691,1.69597,0,0.42,0.43409,0.35191,0.1493,0.42,0.43409,0.35263,0.11129,2.18621,3.68071,2.18726,1.80488,0,0.00145246,0.00145246,0.00145246
15,291.576,1.95998,3.28792,1.72157,1.69577,0,0.43326,0.44545,0.38188,0.15649,0.41063,0.38237,0.32572,0.10039,1.98385,3.61958,2.07251,1.77598,0,0.00143595,0.00143595,0.00143595
16,309.912,1.90783,3.18373,1.68155,1.67307,0,0.34189,0.43409,0.33092,0.12328,0.38704,0.31591,0.27979,0.08594,2.06955,3.62393,2.24662,1.77868,0,0.00141945,0.00141945,0.00141945
17,328.275,1.90493,3.1614,1.63778,1.66648,0,0.54288,0.50909,0.42349,0.17592,0.4996,0.45909,0.35819,0.12678,1.96561,3.47606,2.11854,1.75425,0,0.00140295,0.00140295,0.00140295
