ap_BG,ap_WSSV,batch,candidate_score,data_yaml,diagnosis_accuracy_disease_only_conf0.25,diagnosis_kappa_disease_only_conf0.25,diagnosis_macro_f1_disease_only_conf0.25,disease_miss_rate_no_det_conf0.25,epochs_planned,epochs_recorded,eval_weights,fps_total,image_level_pred_csv,imgsz,map50,map50_95,map75,model,model_size_mb,params_m,patience,precision_mp,recall_BG_diag_conf0.25,recall_WSSV_BG_diag_conf0.25,recall_WSSV_diag_conf0.25,recall_mr,run_name,seed,speed_inference_ms,speed_postprocess_ms,speed_preprocess_ms,speed_total_ms,status,timestamp,train_action,train_best_epoch,train_best_metric_column,train_best_val_map50,train_best_val_map50_95,train_best_val_precision,train_best_val_recall,train_results_rows,weights
0.05192833972353193,0.02935368955603837,8,0.40772929966447424,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.6396396396396397,0.48112656304779716,0.6797448592711538,0.13513513513513514,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolov5nu_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,211.66280353333144,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolov5nu_test_image_level_predictions_conf0p25.csv,1024,0.12391226756253129,0.04064101463978516,0.011260418162836012,yolov5nu,5.112550735473633,2.508854,100,0.21243786764521033,0.7586206896551724,0.48484848484848486,0.673469387755102,0.18360738394662254,yolov5nu_canonical2cls_split701515_img1024_ep100_b8_seed42,42,2.2664908649423996,0.4598667477661333,1.9981380629925865,4.724495675701119,ok,2026-06-16T15:21:19,train_new,96,metrics/mAP50-95(B),0.1112,0.03516,0.19358,0.20754,100,yolov5nu.pt
0.047459784443327345,0.03510038654862814,8,0.3634603978244894,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.6126126126126126,0.45049504950495045,0.6529816797399477,0.14414414414414414,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolov5su_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,185.00659949100847,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolov5su_test_image_level_predictions_conf0p25.csv,1024,0.1338119492310689,0.04128008549597774,0.014593949201068698,yolov5su,17.747194290161133,9.122966,100,0.2141753839593955,0.7931034482758621,0.45454545454545453,0.6122448979591837,0.2032935025773322,yolov5su_canonical2cls_split701515_img1024_ep100_b8_seed42,42,2.9371757748096803,0.5766963513451628,1.8913404595107888,5.405212585665632,ok,2026-06-16T15:27:06,train_new,74,metrics/mAP50-95(B),0.12314,0.03675,0.19003,0.21203,100,yolov5su.pt
0.05258984168711543,0.02610956889236175,8,0.37914783908421007,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.5585585585585585,0.3957338073547383,0.6184571370429557,0.2072072072072072,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolov8n_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,239.30600430943932,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolov8n_test_image_level_predictions_conf0p25.csv,1024,0.1286568408862369,0.03934970528973859,0.011767895460876027,yolov8n,6.046365737915039,3.011238,100,0.20729793179514752,0.6551724137931034,0.48484848484848486,0.5510204081632653,0.2127755395753888,yolov8n_canonical2cls_split701515_img1024_ep100_b8_seed42,42,1.307750297348468,0.5763262432099525,2.294673603574739,4.17875014413316,ok,2026-06-16T15:35:24,train_new,70,metrics/mAP50-95(B),0.11582,0.0372,0.18672,0.2083,100,yolov8n.pt
0.040569153302033215,0.029088544848727683,8,0.3871249510057706,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.7567567567567568,0.639783653846154,0.7753098912218569,0.05405405405405406,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolov8s_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,171.80894369418112,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolov8s_test_image_level_predictions_conf0p25.csv,1024,0.11328346533134981,0.03482884907538045,0.01159297906675765,yolov8s,21.56205177307129,11.136374,100,0.19425789068503446,0.7931034482758621,0.7575757575757576,0.7346938775510204,0.23464737298133453,yolov8s_canonical2cls_split701515_img1024_ep100_b8_seed42,42,3.665843459440349,0.40299937835378524,1.751575927948317,5.820418765742451,ok,2026-06-16T15:40:59,train_new,94,metrics/mAP50-95(B),0.1225,0.03769,0.22165,0.22337,100,yolov8s.pt
0.05257476556255912,0.03526372374225059,8,0.3997161812043419,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.6036036036036037,0.4544845303250308,0.6586290667477922,0.17117117117117117,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolov9t_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,228.15628537749288,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolov9t_test_image_level_predictions_conf0p25.csv,1024,0.1413948925823311,0.043919244652404855,0.010277895682560835,yolov9t,4.514534950256348,2.005798,100,0.23002557973177448,0.7931034482758621,0.5454545454545454,0.5306122448979592,0.2252199883975489,yolov9t_canonical2cls_split701515_img1024_ep100_b8_seed42,42,2.661125918903791,0.3751853243253815,1.3466493153434902,4.3829605585726625,ok,2026-06-16T15:49:31,train_new,95,metrics/mAP50-95(B),0.11914,0.03669,0.19892,0.20082,100,yolov9t.pt
0.039752504837925855,0.03559502428593986,8,0.3629382232100258,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.6576576576576577,0.5194805194805195,0.7030195343628179,0.14414414414414414,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolov9s_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,161.44332965978114,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolov9s_test_image_level_predictions_conf0p25.csv,1024,0.13297301029152445,0.03767376456193285,0.008688759411167526,yolov9s,14.615365028381348,7.288182,100,0.23794033187645106,0.8275862068965517,0.5454545454545454,0.6326530612244898,0.22737063162996068,yolov9s_canonical2cls_split701515_img1024_ep100_b8_seed42,42,3.721509351413949,0.3833762882775543,2.089238342434967,6.19412398212647,ok,2026-06-16T15:58:25,train_new,91,metrics/mAP50-95(B),0.11499,0.03682,0.17806,0.19419,100,yolov9s.pt
0.04484429276848599,0.028378010147142807,8,0.2831933143004486,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.34234234234234234,0.1978021978021978,0.40875490875490866,0.4954954954954955,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolov10n_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,250.52551675989395,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolov10n_test_image_level_predictions_conf0p25.csv,1024,0.11782677232398381,0.03661115145781439,0.011680377089519278,yolov10n,5.573053359985352,2.70782,100,0.21476402197920236,0.4482758620689655,0.09090909090909091,0.4489795918367347,0.209931417997758,yolov10n_canonical2cls_split701515_img1024_ep100_b8_seed42,42,2.04895700903967,0.06508540553129949,1.8775669549385228,3.9916093695094923,ok,2026-06-16T16:10:26,train_new,100,metrics/mAP50-95(B),0.12172,0.03747,0.1837,0.21277,100,yolov10n.pt
0.04551359174606226,0.028833541900937076,8,0.30276111077341683,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.4774774774774775,0.30490174908227163,0.5370707723648901,0.32432432432432434,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolov10s_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,176.14602895412048,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolov10s_test_image_level_predictions_conf0p25.csv,1024,0.12193601621105832,0.03717356682349966,0.01146982698993332,yolov10s,15.847780227661133,8.0679,100,0.2233886898073311,0.5172413793103449,0.24242424242424243,0.6122448979591837,0.22798987668946208,yolov10s_canonical2cls_split701515_img1024_ep100_b8_seed42,42,3.676595270286549,0.05313086483117847,1.9473816937534139,5.677107828871141,ok,2026-06-16T16:17:57,train_new,85,metrics/mAP50-95(B),0.11623,0.03419,0.20461,0.22284,100,yolov10s.pt
0.04641986938731489,0.02421916582636959,8,0.3375404882243785,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.4594594594594595,0.2883855112725719,0.507409245604084,0.2972972972972973,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolo11n_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,216.1465668230099,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolo11n_test_image_level_predictions_conf0p25.csv,1024,0.11375015410655888,0.035319517606842245,0.011465126666912764,yolo11n,5.305505752563477,2.59023,100,0.19851918534439889,0.6206896551724138,0.21212121212121213,0.5306122448979592,0.20978008585480123,yolo11n_canonical2cls_split701515_img1024_ep100_b8_seed42,42,2.116876450337906,0.40270930630949886,2.1069045674799405,4.626490324127346,ok,2026-06-16T16:28:49,train_new,66,metrics/mAP50-95(B),0.12548,0.03723,0.19233,0.19192,100,yolo11n.pt
0.04923941244891119,0.03349125154983362,8,0.34184465155155436,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/data.yaml,0.6306306306306306,0.4857627118644067,0.6812107788851974,0.18018018018018017,100,100,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/runs_train_100ep/yolo11s_canonical2cls_split701515_img1024_ep100_b8_seed42/weights/best.pt,155.6091084190052,/home/drnguyenvinh/notebooks/shrimp_od_yolo_14models_100ep_canonical_split70_15_15_rtx4090_v2/tables/yolo11s_test_image_level_predictions_conf0p25.csv,1024,0.13143480171216743,0.041365331999372416,0.01140345826288246,yolo11s,18.376123428344727,9.428566,100,0.24922713607019897,0.6551724137931034,0.5454545454545454,0.673469387755102,0.2287315021955052,yolo11s_canonical2cls_split701515_img1024_ep100_b8_seed42,42,3.3708253964128367,0.38815438742162073,2.6673792523430526,6.4263590361775105,ok,2026-06-16T16:35:01,train_new,87,metrics/mAP50-95(B),0.12422,0.03662,0.1887,0.25338,100,yolo11s.pt
