experiment,name,run_name,run_path,best_pt,train_time_min,full_test_box_map50,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,best_val_mask_map50,best_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train
lka_head,YOLO11n-seg + LKA->SimAM head,yolov11n_simam_lka_head,/kaggle/working/runs/segment/yolov11n_simam_lka_head,/kaggle/working/runs/segment/yolov11n_simam_lka_head/weights/best.pt,52.81,0.560747703147068,0.5002893268321249,0.17321344260298635,0.5919767790214132,0.5249145855389723,0.18120061468376056,119,158,0.47545219638242897,119,140,0.49242424242424243,0.07954545454545454,0.07954545454545454,41,0.36585365853658536,0.36585365853658536,18,0.43902439024390244,0.4517761893822835,75,49,0.44301,0.1323,1.91298,4.29299,2.3800099999999995
