epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.43636,3.47924,6.29646,2.01413,0.0231,0.13686,0.00727,0.00153,3.16123,3.72794,1.84568,0.000547247,0.000547247,0.000547247
2,10.4231,3.13857,3.39234,1.7556,0.03346,0.14497,0.00957,0.00225,3.26282,5.42997,2.11467,0.001092,0.001092,0.001092
3,15.4382,3.16801,3.34996,1.75415,0.03111,0.09313,0.0101,0.00215,3.22637,4.00949,1.92433,0.00162574,0.00162574,0.00162574
4,20.367,3.21363,3.15879,1.71552,0.00989,0.40215,0.01408,0.00426,3.14835,3.34802,1.80049,0.00161749,0.00161749,0.00161749
5,25.4193,3.06383,3.03755,1.70271,0.05341,0.08141,0.01609,0.00394,3.02222,3.92606,1.78005,0.00160099,0.00160099,0.00160099
6,30.4023,3.05207,2.98263,1.65237,0.04644,0.10668,0.02237,0.00529,2.92431,3.42153,1.65696,0.00158448,0.00158448,0.00158448
7,35.4141,2.99589,2.92835,1.67781,0.0661,0.1325,0.02801,0.00698,2.94772,3.28258,1.72244,0.00156798,0.00156798,0.00156798
8,40.3949,2.97915,2.94902,1.67719,0.06654,0.12528,0.03225,0.00826,2.89639,3.1892,1.77686,0.00155148,0.00155148,0.00155148
9,45.3663,2.93496,2.87128,1.61945,0.08896,0.12722,0.03705,0.00906,2.89157,2.96012,1.70918,0.00153497,0.00153497,0.00153497
10,50.3395,2.87613,2.83769,1.61044,0.09312,0.0975,0.03519,0.00962,2.86238,2.89391,1.71536,0.00151847,0.00151847,0.00151847
11,55.3533,2.95461,2.76632,1.61062,0.1064,0.10636,0.04656,0.01306,2.78803,2.87423,1.63597,0.00150197,0.00150197,0.00150197
12,60.3257,2.86288,2.74963,1.56898,0.08822,0.14222,0.03815,0.00999,2.809,2.95938,1.7013,0.00148546,0.00148546,0.00148546
13,65.2481,2.81851,2.67098,1.58165,0.09128,0.13178,0.04401,0.01191,2.77943,2.75673,1.70755,0.00146896,0.00146896,0.00146896
14,70.1791,2.79722,2.65541,1.56767,0.13644,0.11485,0.0467,0.01235,2.78222,2.76579,1.68482,0.00145246,0.00145246,0.00145246
15,75.1358,2.75963,2.64084,1.54837,0.10301,0.15213,0.04835,0.01322,2.77689,2.68616,1.6206,0.00143595,0.00143595,0.00143595
16,80.1122,2.74026,2.60922,1.56134,0.1282,0.1296,0.06394,0.01702,2.75851,2.77803,1.61132,0.00141945,0.00141945,0.00141945
17,85.1328,2.79092,2.67187,1.5228,0.13105,0.12177,0.05532,0.01591,2.75068,2.67163,1.64046,0.00140295,0.00140295,0.00140295
18,90.0595,2.73184,2.56255,1.52263,0.12026,0.1692,0.05301,0.01364,2.76533,2.68324,1.6677,0.00138644,0.00138644,0.00138644
19,94.9903,2.78179,2.54678,1.50607,0.11329,0.14267,0.05312,0.01343,2.83695,2.68884,1.61306,0.00136994,0.00136994,0.00136994
20,99.9748,2.70036,2.5489,1.55007,0.10603,0.16236,0.05189,0.01514,2.69797,2.67166,1.67972,0.00135344,0.00135344,0.00135344
21,104.932,2.7379,2.5531,1.50528,0.11089,0.10617,0.05896,0.01795,2.73293,2.67488,1.61877,0.00133693,0.00133693,0.00133693
22,109.957,2.68992,2.48573,1.48346,0.11532,0.14651,0.06884,0.02173,2.66315,2.6753,1.58636,0.00132043,0.00132043,0.00132043
23,114.942,2.69135,2.45615,1.50753,0.12655,0.17853,0.07452,0.02124,2.65303,2.68435,1.61615,0.00130393,0.00130393,0.00130393
24,119.874,2.7018,2.51499,1.52717,0.11887,0.12327,0.06522,0.02213,2.71135,2.60538,1.6523,0.00128742,0.00128742,0.00128742
25,124.887,2.68372,2.47014,1.4759,0.10101,0.16956,0.05903,0.0163,2.71143,2.67574,1.65188,0.00127092,0.00127092,0.00127092
26,129.857,2.72941,2.47401,1.51173,0.1065,0.15124,0.0495,0.01394,2.65819,2.7025,1.58674,0.00125442,0.00125442,0.00125442
27,134.828,2.68184,2.40499,1.48991,0.14609,0.15325,0.07068,0.01913,2.71081,2.67875,1.61306,0.00123791,0.00123791,0.00123791
28,139.766,2.6374,2.36315,1.49251,0.11971,0.16401,0.07541,0.02397,2.65542,2.54332,1.62359,0.00122141,0.00122141,0.00122141
29,144.755,2.65206,2.33603,1.46579,0.14065,0.18826,0.06924,0.02007,2.68844,2.52254,1.6148,0.00120491,0.00120491,0.00120491
30,149.688,2.61974,2.33283,1.47571,0.1267,0.17577,0.07655,0.0226,2.64703,2.60396,1.58256,0.0011884,0.0011884,0.0011884
31,154.642,2.56223,2.32526,1.44852,0.12042,0.16832,0.0761,0.02166,2.63396,2.5514,1.62527,0.0011719,0.0011719,0.0011719
32,159.583,2.62266,2.31577,1.43801,0.1035,0.17129,0.06795,0.02069,2.66611,2.61466,1.63511,0.0011554,0.0011554,0.0011554
33,164.512,2.55204,2.26894,1.45404,0.14595,0.1842,0.07812,0.02036,2.69677,2.5699,1.62237,0.00113889,0.00113889,0.00113889
34,169.503,2.59466,2.29824,1.45669,0.12474,0.16975,0.06906,0.01929,2.70217,2.70818,1.63392,0.00112239,0.00112239,0.00112239
35,174.437,2.59676,2.295,1.44589,0.13172,0.18379,0.07955,0.02337,2.6901,2.645,1.62338,0.00110589,0.00110589,0.00110589
36,179.397,2.51139,2.27484,1.46849,0.14311,0.17209,0.0857,0.02393,2.67771,2.57667,1.62245,0.00108938,0.00108938,0.00108938
37,184.343,2.51896,2.25236,1.42188,0.12205,0.20713,0.08352,0.02562,2.67269,2.53159,1.59521,0.00107288,0.00107288,0.00107288
38,189.309,2.52986,2.24531,1.44554,0.13996,0.18651,0.08763,0.02639,2.64699,2.54779,1.61036,0.00105638,0.00105638,0.00105638
39,194.287,2.51206,2.25701,1.43722,0.13369,0.17724,0.08359,0.02458,2.67599,2.55779,1.61712,0.00103987,0.00103987,0.00103987
40,199.23,2.52043,2.23426,1.44057,0.15079,0.19842,0.07986,0.02294,2.64952,2.55693,1.6151,0.00102337,0.00102337,0.00102337
41,204.158,2.42979,2.16642,1.41326,0.14506,0.19227,0.08304,0.02343,2.69634,2.58679,1.62513,0.00100687,0.00100687,0.00100687
42,209.095,2.50471,2.19705,1.40138,0.14236,0.20568,0.09138,0.02936,2.63206,2.54661,1.62117,0.000990365,0.000990365,0.000990365
43,214.071,2.46866,2.14862,1.41616,0.15223,0.21237,0.08683,0.02643,2.60468,2.49358,1.59104,0.000973861,0.000973861,0.000973861
44,219.055,2.4806,2.1628,1.4195,0.18784,0.16845,0.0882,0.02718,2.68716,2.56997,1.55245,0.000957358,0.000957358,0.000957358
45,224.019,2.48865,2.16206,1.39346,0.17376,0.21718,0.10462,0.03074,2.65805,2.53324,1.58905,0.000940855,0.000940855,0.000940855
