epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.1085,3.21498,9.82087,1.64267,0.02834,0.10877,0.00476,0.001,2.96753,6.5032,1.67649,0.000547247,0.000547247,0.000547247
2,17.5108,3.02358,3.83017,1.47954,0.01492,0.29004,0.00491,0.00102,3.05815,10.294,1.72199,0.001092,0.001092,0.001092
3,23.8793,3.00668,3.65838,1.47801,0.01224,0.23229,0.00139,0.00035,2.96468,113.748,1.7534,0.00162574,0.00162574,0.00162574
4,30.1936,3.15965,3.52146,1.45664,0.00752,0.14668,0.00185,0.00044,3.23183,4.83491,1.82005,0.00161749,0.00161749,0.00161749
5,36.4944,3.04071,3.49808,1.50772,0.03444,0.11491,0.01166,0.00274,2.93832,4.66801,1.57724,0.00160099,0.00160099,0.00160099
6,42.8555,3.05237,3.41539,1.4557,0.04016,0.08524,0.01352,0.00254,2.87241,5.00018,1.54405,0.00158448,0.00158448,0.00158448
7,49.1435,2.96417,3.35713,1.47527,0.05657,0.05374,0.01758,0.00397,2.84477,3.78022,1.58266,0.00156798,0.00156798,0.00156798
8,55.4599,2.96008,3.38703,1.44536,0.053,0.08205,0.02025,0.00586,2.75546,4.06374,1.52426,0.00155148,0.00155148,0.00155148
9,61.7913,2.91255,3.31988,1.39272,0.06482,0.06942,0.02222,0.00515,2.76218,3.44681,1.43554,0.00153497,0.00153497,0.00153497
10,68.1253,2.87953,3.31443,1.36872,0.07804,0.06643,0.0238,0.00654,2.83572,3.69362,1.43217,0.00151847,0.00151847,0.00151847
11,74.4408,2.92915,3.20897,1.35854,0.06488,0.11768,0.028,0.00708,2.67816,3.43374,1.39534,0.00150197,0.00150197,0.00150197
12,80.7627,2.8736,3.23056,1.36134,0.05882,0.08158,0.02932,0.00819,2.73808,3.41815,1.44638,0.00148546,0.00148546,0.00148546
13,87.0765,2.88782,3.18067,1.3758,0.08759,0.08306,0.03135,0.00876,2.66611,3.3362,1.399,0.00146896,0.00146896,0.00146896
14,93.4004,2.82374,3.14504,1.36508,0.10479,0.07061,0.03788,0.011,2.67314,3.3206,1.42012,0.00145246,0.00145246,0.00145246
15,99.7106,2.7677,3.05592,1.36149,0.07397,0.15185,0.03172,0.00828,2.71161,3.40999,1.42876,0.00143595,0.00143595,0.00143595
16,105.994,2.8134,3.12655,1.37164,0.12414,0.08215,0.04158,0.01287,2.66546,3.31391,1.45708,0.00141945,0.00141945,0.00141945
17,112.324,2.84025,3.10383,1.33803,0.04824,0.25537,0.03892,0.0115,2.65586,3.23354,1.42268,0.00140295,0.00140295,0.00140295
18,118.846,2.78088,3.05303,1.35913,0.11376,0.06229,0.0424,0.01107,2.61241,3.14968,1.40798,0.00138644,0.00138644,0.00138644
19,125.132,2.79046,2.97676,1.32014,0.08132,0.07124,0.0324,0.00869,2.65043,3.19239,1.38726,0.00136994,0.00136994,0.00136994
20,131.43,2.76921,3.01647,1.31506,0.1171,0.09651,0.04023,0.01032,2.64015,3.2045,1.3861,0.00135344,0.00135344,0.00135344
21,137.729,2.82638,3.04183,1.33766,0.05373,0.2902,0.04292,0.01274,2.60448,3.16734,1.40415,0.00133693,0.00133693,0.00133693
22,144.028,2.71926,2.98588,1.32277,0.09484,0.09389,0.04606,0.01286,2.58805,3.08345,1.3462,0.00132043,0.00132043,0.00132043
