conf,labeled_val_mask_map50,labeled_val_pred_masks,labeled_val_mask_count_mae,labeled_val_disease_box_miss_rate,healthy_val_mask_fp_rate,healthy_val_fp_masks_total,healthy_aware_val_score
0.2,0.3295513572793124,60,0.44819819819819817,0.28378378378378377,0.14634146341463414,6,0.24993973346037146
0.15,0.3295513572793124,89,0.5675675675675675,0.21621621621621623,0.2926829268292683,12,0.23947225378557477
0.1,0.3295513572793124,156,0.9436936936936936,0.10810810810810811,0.3170731707317073,15,0.23444313930524077
0.25,0.3295513572793124,44,0.5653153153153153,0.44594594594594594,0.12195121951219512,5,0.22219857767043522
0.3,0.3295513572793124,36,0.6486486486486487,0.5405405405405406,0.12195121951219512,5,0.20384272181457935
0.4,0.3295513572793124,26,0.7567567567567568,0.6621621621621622,0.07317073170731707,3,0.18507212194641853
0.35,0.3295513572793124,27,0.75,0.6621621621621622,0.0975609756097561,4,0.1829709353940125
0.45,0.3295513572793124,21,0.7702702702702703,0.7162162162162162,0.07317073170731707,3,0.17628833816263473
0.5,0.3295513572793124,17,0.8175675675675675,0.7702702702702703,0.07317073170731707,3,0.16581536518966178
