experiment,name,strategy,training_overrides,run_name,run_path,best_pt,eval_pt,eval_predict_conf,train_time_min,full_test_box_map50,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,best_val_mask_map50,best_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train
label_smoothing_calibration,YOLO11n-seg + SimAM+CA + label smoothing + confidence calibration,D2_LabelSmoothing_Calibration,"{""epochs"": 100, ""patience"": 25}",yolov11n_simam_label_smoothing_calibration,/kaggle/working/runs/segment/yolov11n_simam_label_smoothing_calibration,/kaggle/working/runs/segment/yolov11n_simam_label_smoothing_calibration/weights/best.pt,/kaggle/working/runs/segment/yolov11n_simam_label_smoothing_calibration/weights/best.pt,0.2,74.8,0.2331800512678714,0.20055845724284924,0.04796451432634283,0.37816284034700226,0.30627136604105226,0.07244157834540818,119,137,0.855297157622739,119,78,0.5833333333333334,0.375,0.375,41,0.36585365853658536,0.36585365853658536,59,1.4390243902439024,0.18426933352072705,100,100,0.29192,0.09619,3.06772,3.61785,0.5501299999999998
