experiment,name,run_name,run_path,best_pt,train_time_min,full_test_box_map50,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,best_val_mask_map50,best_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train
bilinear_refine,YOLO11n-seg + CA->SimAM head + bilinear upsample refine,yolov11n_simam_bilinear_refine,/kaggle/working/runs/segment/yolov11n_simam_bilinear_refine,/kaggle/working/runs/segment/yolov11n_simam_bilinear_refine/weights/best.pt,79.14,0.450179104383432,0.38807700894493147,0.10697193931869346,0.4864933291205934,0.41527327051926244,0.11445796971980775,119,175,0.4780361757105943,119,155,0.47348484848484845,0.06818181818181818,0.06818181818181818,41,0.4146341463414634,0.4146341463414634,20,0.4878048780487805,0.33990834073360093,100,70,0.45596,0.16634,1.66269,5.37853,3.7158399999999996
