epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
44,955.851,2.25275,3.74857,2.17839,2.27693,0,0.29168,0.32937,0.23693,0.08917,0.29474,0.28608,0.20169,0.06405,2.29105,3.71167,2.26659,2.30726,0,0.00131218,0.00131218,0.00131218
45,977.244,2.25297,3.79682,2.22721,2.26328,0,0.36993,0.33884,0.3065,0.10638,0.29551,0.28913,0.22596,0.06387,2.32161,3.72092,2.22002,2.3191,0,0.00130393,0.00130393,0.00130393
46,998.492,2.22956,3.76973,2.13079,2.26538,0,0.28454,0.48326,0.26237,0.10028,0.43184,0.22997,0.2194,0.06923,2.29974,3.59794,2.59822,2.32539,0,0.00129568,0.00129568,0.00129568
47,1019.42,2.21098,3.74296,2.13155,2.27245,0,0.34565,0.38455,0.31333,0.12048,0.2992,0.34794,0.2503,0.07414,2.25341,3.72481,2.10648,2.24818,0,0.00128742,0.00128742,0.00128742
48,1041.08,2.22087,3.74848,2.14791,2.23256,0,0.35928,0.41157,0.34409,0.14111,0.33565,0.34715,0.29463,0.0975,2.30296,3.69545,2.06282,2.26559,0,0.00127917,0.00127917,0.00127917
49,1062.68,2.19983,3.67118,2.11495,2.21825,0,0.57969,0.43478,0.42738,0.15247,0.5156,0.39613,0.35843,0.10755,2.25077,3.58813,2.02883,2.27631,0,0.00127092,0.00127092,0.00127092
50,1084.02,2.20616,3.71547,2.10483,2.21202,0,0.49645,0.41757,0.36475,0.13596,0.45037,0.31436,0.30412,0.09595,2.24838,3.70889,2.09714,2.24197,0,0.00126267,0.00126267,0.00126267
51,1105.14,2.20223,3.67078,2.13733,2.18478,0,0.44361,0.4165,0.37033,0.13478,0.41703,0.38236,0.3173,0.11087,2.2773,3.59427,2.00081,2.26966,0,0.00125442,0.00125442,0.00125442
52,1126.92,2.16886,3.66437,2.11341,2.20592,0,0.44227,0.37659,0.36385,0.12357,0.4279,0.36955,0.33279,0.10337,2.26597,3.64437,2.29664,2.22714,0,0.00124617,0.00124617,0.00124617
53,1148.29,2.19762,3.71676,2.1032,2.21929,0,0.4166,0.47726,0.3931,0.13908,0.37474,0.35535,0.32288,0.09691,2.22641,3.69519,2.03854,2.2326,0,0.00123791,0.00123791,0.00123791
54,1169.73,2.20797,3.67292,2.06852,2.1981,0,0.36226,0.36123,0.29222,0.11258,0.36542,0.32256,0.25251,0.08064,2.24101,3.57059,2.49255,2.23605,0,0.00122966,0.00122966,0.00122966
55,1190.8,2.12683,3.59141,2.04241,2.18117,0,0.61986,0.3367,0.31348,0.12607,0.61631,0.3002,0.29619,0.10989,2.19134,3.60999,2.17304,2.1713,0,0.00122141,0.00122141,0.00122141
56,1212.52,2.13736,3.59328,2.03306,2.18502,0,0.37562,0.44793,0.33435,0.13487,0.34842,0.41746,0.29709,0.09464,2.1648,3.56443,2.05929,2.17177,0,0.00121316,0.00121316,0.00121316
57,1234.09,2.16083,3.60841,2.0578,2.16856,0,0.44749,0.35892,0.37148,0.14881,0.46393,0.35892,0.35217,0.12135,2.2193,3.56632,1.98722,2.21265,0,0.00120491,0.00120491,0.00120491
58,1255.37,2.15218,3.59299,1.98714,2.15455,0,0.45511,0.47589,0.42698,0.16989,0.39503,0.41454,0.34632,0.1154,2.18349,3.50633,1.85083,2.18494,0,0.00119666,0.00119666,0.00119666
59,1276.79,2.13024,3.53344,2.0041,2.16764,0,0.54002,0.4761,0.45503,0.16618,0.46436,0.41284,0.37021,0.1135,2.16219,3.5303,2.00656,2.16814,0,0.0011884,0.0011884,0.0011884
60,1297.79,2.12074,3.5428,1.95437,2.13367,0,0.44922,0.49693,0.45441,0.17598,0.45994,0.34242,0.37367,0.13324,2.22441,3.47071,1.96331,2.19069,0,0.00118015,0.00118015,0.00118015
61,1319.32,2.15145,3.51907,1.99147,2.15051,0,0.50424,0.41399,0.42324,0.15382,0.44469,0.38825,0.36303,0.12428,2.20737,3.44345,2.0375,2.13988,0,0.0011719,0.0011719,0.0011719
62,1340.46,2.11806,3.47715,1.92117,2.10863,0,0.49235,0.43847,0.4305,0.16412,0.44327,0.36223,0.36466,0.1188,2.23197,3.48271,1.94496,2.19716,0,0.00116365,0.00116365,0.00116365
