epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.79052,3.28285,5.37127,2.00901,0.04046,0.07046,0.0117,0.00289,3.10297,3.49971,1.937,0.000548258,0.000548258,0.000548258
2,11.2284,2.92168,3.27019,1.80328,0.0341,0.06272,0.01135,0.00341,2.94663,4.27756,1.83628,0.00110093,0.00110093,0.00110093
3,16.7103,2.93412,3.10064,1.78159,0.06952,0.06658,0.02253,0.00528,3.12502,3.73751,1.96802,0.00164164,0.00164164,0.00164164
4,22.105,2.91548,3.02962,1.77794,0.08329,0.11381,0.03246,0.00722,3.02818,2.95672,1.85874,0.00162661,0.00162661,0.00162661
5,27.5406,2.89932,2.95554,1.71264,0.09553,0.07934,0.02907,0.00769,3.03001,3.34673,1.91705,0.00159566,0.00159566,0.00159566
6,32.9433,2.83446,2.8804,1.67827,0.08183,0.12385,0.03169,0.00728,2.94151,2.8963,1.77009,0.00155645,0.00155645,0.00155645
7,38.353,2.79823,2.85808,1.68908,0.08011,0.10448,0.03142,0.00952,2.87955,2.97575,1.73633,0.00150941,0.00150941,0.00150941
8,43.766,2.74322,2.75425,1.61439,0.10052,0.13798,0.04821,0.01256,2.78793,2.80729,1.6505,0.00145505,0.00145505,0.00145505
9,49.1961,2.73637,2.71298,1.63273,0.13393,0.14186,0.0612,0.01655,2.78192,2.67229,1.67224,0.00139398,0.00139398,0.00139398
10,54.6292,2.70209,2.68853,1.60504,0.09383,0.16272,0.03546,0.01101,2.77284,2.83285,1.65111,0.00132685,0.00132685,0.00132685
11,60.0091,2.6668,2.64581,1.57796,0.13018,0.12315,0.0616,0.01911,2.76734,2.83811,1.64057,0.00125442,0.00125442,0.00125442
12,65.401,2.64545,2.55478,1.58982,0.13817,0.11609,0.06615,0.0202,2.76274,2.61014,1.67657,0.00117746,0.00117746,0.00117746
13,70.8254,2.61594,2.51752,1.55701,0.12325,0.13129,0.0648,0.01808,2.75616,2.6663,1.64637,0.00109683,0.00109683,0.00109683
14,76.1999,2.59679,2.55932,1.52273,0.13965,0.14769,0.07114,0.02124,2.67327,2.64735,1.59698,0.0010134,0.0010134,0.0010134
15,81.613,2.56377,2.50682,1.54975,0.14893,0.1482,0.07185,0.02263,2.68733,2.53361,1.59528,0.000928088,0.000928088,0.000928088
16,87.048,2.52277,2.40486,1.51283,0.16028,0.17728,0.08429,0.02669,2.67377,2.49602,1.63338,0.000841835,0.000841835,0.000841835
17,92.4284,2.51887,2.35969,1.5047,0.15745,0.16934,0.08516,0.02457,2.70037,2.4827,1.64891,0.000755582,0.000755582,0.000755582
18,97.795,2.48062,2.3359,1.49609,0.13116,0.18116,0.07965,0.02354,2.68801,2.49543,1.62494,0.000670274,0.000670274,0.000670274
19,103.142,2.45485,2.33181,1.4779,0.1659,0.19958,0.10062,0.02972,2.67052,2.46479,1.59428,0.000586845,0.000586845,0.000586845
20,108.569,2.43737,2.26867,1.45647,0.16242,0.19325,0.09904,0.03174,2.6188,2.40349,1.60213,0.00050621,0.00050621,0.00050621
21,115.013,2.39628,2.27668,1.47358,0.16245,0.22912,0.09758,0.0304,2.6763,2.39043,1.61887,0.000429253,0.000429253,0.000429253
22,120.441,2.38381,2.22602,1.46721,0.16291,0.19893,0.10907,0.03337,2.65635,2.44447,1.61781,0.000356815,0.000356815,0.000356815
23,125.902,2.35164,2.19194,1.43739,0.16593,0.19881,0.10635,0.03633,2.60928,2.39273,1.57176,0.000289692,0.000289692,0.000289692
24,131.33,2.32325,2.13828,1.44379,0.17202,0.19339,0.11907,0.03783,2.65019,2.36961,1.59865,0.000228618,0.000228618,0.000228618
25,136.766,2.30753,2.08405,1.43551,0.20369,0.21403,0.12064,0.03694,2.6392,2.36169,1.56984,0.000174262,0.000174262,0.000174262
26,142.179,2.30798,2.07849,1.43014,0.17904,0.21744,0.12396,0.03905,2.61381,2.36992,1.57978,0.000127221,0.000127221,0.000127221
27,147.632,2.28493,2.07418,1.42029,0.18188,0.22461,0.11519,0.03617,2.6176,2.35721,1.56742,8.80093e-05,8.80093e-05,8.80093e-05
28,153.078,2.26584,2.03818,1.41809,0.17644,0.21912,0.12372,0.0388,2.60432,2.34989,1.56826,5.70564e-05,5.70564e-05,5.70564e-05
29,158.465,2.27651,2.00719,1.41366,0.18602,0.23074,0.12129,0.03806,2.60296,2.34215,1.5621,3.47018e-05,3.47018e-05,3.47018e-05
30,163.876,2.27409,2.00782,1.40456,0.17568,0.22575,0.11725,0.03762,2.61283,2.33961,1.56592,2.11903e-05,2.11903e-05,2.11903e-05
