metric,value_percent
accuracy,88.18181818181819
balanced_accuracy,88.1773088023088
macro_precision,87.40656241490645
macro_recall,88.1773088023088
macro_f1,87.60915764930274
weighted_f1,88.13121770758151
top1_accuracy,88.18181818181819
top2_accuracy,96.36363636363636
