,precision,recall,f1-score,support
Healthy,0.8933333333333333,0.9305555555555556,0.9115646258503401,72.0
BG,0.8780487804878049,0.8,0.8372093023255814,45.0
WSSV,0.9090909090909091,0.8571428571428571,0.8823529411764706,70.0
WSSV_BG,0.8157894736842105,0.9393939393939394,0.8732394366197183,33.0
accuracy,0.8818181818181818,0.8818181818181818,0.8818181818181818,0.8818181818181818
macro avg,0.8740656241490645,0.8817730880230881,0.8760915764930275,220.0
weighted avg,0.8835891426813354,0.8818181818181818,0.8813121770758151,220.0
