family,model,baseline_found,best_found,baseline_source,best_source
timm,mobilenetv3_large_100,True,True,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_mobilenetv3_large_100_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_mobilenetv3_large_100_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv
timm,efficientnet_b0,True,True,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_efficientnet_b0_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_efficientnet_b0_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv
timm,shufflenet_v2_x1_0,True,True,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_shufflenet_v2_x1_0_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_shufflenet_v2_x1_0_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv
timm,ghostnetv2_100,False,True,,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_ghostnetv2_100_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv
timm,mobilevit_s,False,True,,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_mobilevit_s_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv
timm,fastvit_t8,False,True,,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_fastvit_t8_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv
timm,convnext_tiny,False,True,,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_convnext_tiny_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv
