split_policy,runs,full_test_mask_map50_mean,full_test_mask_map50_std,full_test_mask_map50_min,full_test_mask_map50_max,full_test_mask_map50_range,labeled_test_mask_map50_mean,labeled_test_mask_map50_std,labeled_test_mask_map50_min,labeled_test_mask_map50_max,labeled_test_mask_map50_range,labeled_test_mask_map50_95_mean,labeled_test_mask_map50_95_std,labeled_test_mask_map50_95_min,labeled_test_mask_map50_95_max,labeled_test_mask_map50_95_range,healthy_test_mask_fp_rate_mean,healthy_test_mask_fp_rate_std,healthy_test_mask_fp_rate_min,healthy_test_mask_fp_rate_max,healthy_test_mask_fp_rate_range,healthy_test_fp_masks_per_image_mean,healthy_test_fp_masks_per_image_std,healthy_test_fp_masks_per_image_min,healthy_test_fp_masks_per_image_max,healthy_test_fp_masks_per_image_range,labeled_test_disease_mask_miss_rate_mean,labeled_test_disease_mask_miss_rate_std,labeled_test_disease_mask_miss_rate_min,labeled_test_disease_mask_miss_rate_max,labeled_test_disease_mask_miss_rate_range,labeled_test_mask_count_mae_mean,labeled_test_mask_count_mae_std,labeled_test_mask_count_mae_min,labeled_test_mask_count_mae_max,labeled_test_mask_count_mae_range,healthy_aware_labeled_test_mask_map50_mean,healthy_aware_labeled_test_mask_map50_std,healthy_aware_labeled_test_mask_map50_min,healthy_aware_labeled_test_mask_map50_max,healthy_aware_labeled_test_mask_map50_range,train_test_group_overlap_mean,train_test_group_overlap_std,train_test_group_overlap_min,train_test_group_overlap_max,train_test_group_overlap_range,valid_test_group_overlap_mean,valid_test_group_overlap_std,valid_test_group_overlap_min,valid_test_group_overlap_max,valid_test_group_overlap_range
plain_random_image,3,0.671137307842923,0.013482174676310308,0.6577214534277845,0.6846848382360872,0.026963384808302626,0.6765552096423701,0.012733271994070303,0.6641438103373876,0.6895876282098442,0.025443817872456642,0.2994498508020129,0.023902833371988643,0.2790812245021901,0.3257644069817946,0.04668318247960451,0.05411255411255411,0.027228886635084684,0.022727272727272728,0.07142857142857142,0.0487012987012987,0.06601731601731602,0.04224939674446566,0.022727272727272728,0.10714285714285714,0.08441558441558442,0.06060606060606061,0.007680255720073513,0.05555555555555555,0.06944444444444445,0.013888888888888895,0.285108024691358,0.027785814166714246,0.2673611111111111,0.3171296296296296,0.04976851851851849,0.6477976439056378,0.012383143727903922,0.6356242396303169,0.6603803771275931,0.02475613749727623,98.66666666666667,1.1547005383792517,98.0,100.0,2.0,20.0,1.0,19.0,21.0,2.0
stratified_random_image,3,0.6509510332725256,0.059590451635924704,0.584420607046305,0.6994247543923915,0.11500414734608644,0.6591580888484706,0.06186370747503607,0.5890949266194123,0.7062513148095922,0.11715638819017993,0.2824687147283083,0.015781820036449446,0.27156619559896866,0.3005658096208109,0.028999614021842257,0.09756097560975609,0.024390243902439025,0.07317073170731707,0.12195121951219512,0.04878048780487805,0.10569105691056911,0.0281634277653476,0.07317073170731707,0.12195121951219512,0.04878048780487805,0.06666666666666667,0.061101009266077866,0.013333333333333334,0.13333333333333333,0.12,0.22962962962962963,0.027156004118256836,0.2,0.25333333333333335,0.053333333333333344,0.6279205098060134,0.05329240072924103,0.5671111867820139,0.6664952172486166,0.09938403046660271,94.0,6.082762530298219,87.0,98.0,11.0,19.666666666666668,1.5275252316519465,18.0,21.0,3.0
