mode,normalized_radius,mean,std,count,se
strong_then_w1,0.6302083333333334,88.65852859318562,154.44250490533327,288,9.100611876833149
strong_then_w1,0.640625,85.86238577309481,149.77187689802034,288,8.825392482135584
strong_then_w1,0.6510416666666666,83.64842203637642,147.44760009422274,288,8.688433158025594
strong_then_w1,0.6614583333333334,80.63632710990618,143.79681800161768,288,8.473308760165974
strong_then_w1,0.671875,79.56804014520533,142.38262732090683,288,8.389976775147518
strong_then_w1,0.6822916666666666,77.55352205148012,139.07403488895443,288,8.195016096412848
strong_then_w1,0.6927083333333334,75.35518989310553,136.5196556229749,288,8.044497854688146
strong_then_w1,0.703125,74.46008728958492,134.26082451784913,288,7.911394955355684
strong_then_w1,0.7135416666666666,64.2219335320968,127.56969752829524,288,7.51711651634786
strong_then_w1,0.7239583333333334,58.64855889908146,123.08514262359387,288,7.252861584371383
strong_then_w1,0.734375,55.13658066779653,118.40645242323305,288,6.977167120392534
strong_then_w1,0.7447916666666666,52.11545826005063,114.10733448821756,288,6.72383916664502
strong_then_w1,0.7552083333333334,49.374367461840976,109.02790606050718,288,6.424530976162877
strong_then_w1,0.765625,47.77860812309606,107.38743078785691,288,6.327865043691222
strong_then_w1,0.7760416666666666,45.77645013607842,103.69624224981916,288,6.1103596732008425
strong_then_w1,0.7864583333333334,43.82295869987391,99.24876795519603,288,5.848289737127436
strong_then_w1,0.796875,42.44909771132803,98.27483019645071,288,5.790899904322233
strong_then_w1,0.8072916666666666,41.03388492379185,95.56157151678444,288,5.63101960336346
strong_then_w1,0.8177083333333334,39.38783673346812,91.59082944405313,288,5.397041382865873
strong_then_w1,0.828125,37.77136241682308,88.06016100598704,288,5.188994749976052
strong_then_w1,0.8385416666666666,36.75218962783903,85.966556176857,288,5.065627902325823
strong_then_w1,0.8489583333333334,35.68331556530151,84.0093793976252,288,4.950300154611185
strong_then_w1,0.859375,34.35350684235567,80.95941066083071,288,4.770579023261656
strong_then_w1,0.8697916666666666,33.451806408671,78.33702787000733,288,4.616053635406813
strong_then_w1,0.8802083333333334,32.34857256500376,75.05977391714005,288,4.422939594261574
strong_then_w1,0.890625,31.791658862226086,74.72623042705867,288,4.403285355623476
strong_then_w1,0.9010416666666666,31.34057977878912,73.22844850453909,288,4.3150277094441245
strong_then_w1,0.9114583333333334,30.974221943158373,72.21312453862564,288,4.2551991709942385
strong_then_w1,0.921875,30.608808855302428,72.22465548885059,288,4.255878638752371
strong_then_w1,0.9322916666666666,30.175700804329868,72.63884941773158,288,4.280285250072208
strong_then_w1,0.9427083333333334,29.535337953280987,69.86226191357609,288,4.116673262343361
strong_then_w1,0.953125,28.931575842027744,68.08063964237773,288,4.0116901632202495
strong_then_w1,0.9635416666666666,29.238911212123032,70.22334039264564,288,4.1379500157675775
strong_then_w1,0.9739583333333334,28.842907661961604,69.30402338329165,288,4.083778741486382
strong_then_w1,0.984375,28.83537936438939,68.01020519459047,288,4.007539773581957
strong_then_w1,0.9947916666666666,27.80433697950024,67.74126057018721,288,3.991692059608689
w1_only,0.005208333333333333,460077384.42648584,203738587.97229365,288,12005411.428715069
w1_only,0.015625,1211737.664292094,533574.0863101892,288,31441.15455794592
w1_only,0.026041666666666668,274448.2671318584,79807.72696749459,288,4702.715410816661
w1_only,0.036458333333333336,103784.02738221131,43751.0062363517,288,2578.0527661216015
w1_only,0.046875,52372.028172755796,21958.46975199861,288,1293.9152388431587
w1_only,0.057291666666666664,31539.64279698859,11555.373735966765,288,680.9069273205859
w1_only,0.06770833333333333,22286.30240166631,8970.635369252766,288,528.59975842921
w1_only,0.078125,16123.818031830415,7205.456251429308,288,424.5855814107221
w1_only,0.08854166666666667,11877.925473945406,5331.870334365262,288,314.1834724864218
w1_only,0.09895833333333333,9462.591754569801,4575.021086488698,288,269.5857028606337
w1_only,0.109375,7322.957952698604,3622.26706915706,288,213.44413398913986
w1_only,0.11979166666666667,5883.541091832599,3211.4754032648675,288,189.23800293853253
w1_only,0.13020833333333334,4756.645659356998,2489.2267355537942,288,146.67909205174507
w1_only,0.140625,3884.744955438238,2199.8100940103304,288,129.6250528997768
w1_only,0.15104166666666666,3305.2633932194585,1987.1356311492693,288,117.09308999358821
w1_only,0.16145833333333334,2857.1422102118795,1877.9430972317418,288,110.6588582279194
w1_only,0.171875,2523.1162703891914,1688.4512207620437,288,99.49294232529546
w1_only,0.18229166666666666,2246.7038993678425,1593.5099552017277,288,93.89847460095112
w1_only,0.19270833333333334,1974.9319458086522,1500.562466662645,288,88.42149131426409
w1_only,0.203125,1759.2776108948428,1393.5418791013667,288,82.1152427150017
w1_only,0.21354166666666666,1583.624041212167,1340.0389911891543,288,78.96255481035261
w1_only,0.22395833333333334,1446.2226729886697,1260.16742974173,288,74.2560779167333
w1_only,0.234375,1311.010674011938,1181.0021363764697,288,69.5912182689668
w1_only,0.24479166666666666,1247.9897968250534,1183.2628651664625,288,69.72443299045243
w1_only,0.2552083333333333,1159.5388592362888,1126.4154493227952,288,66.37466688745337
w1_only,0.265625,1043.288848338646,1059.3803470173023,288,62.42458560264103
w1_only,0.2760416666666667,982.9504394113927,1039.2434618955908,288,61.23800826751298
w1_only,0.2864583333333333,931.0942994878064,1026.242311813372,288,60.471908151982895
w1_only,0.296875,868.5015602651379,1004.4551085190652,288,59.18808488594171
w1_only,0.3072916666666667,824.9235527033281,963.5476198756746,288,56.777588000853946
w1_only,0.3177083333333333,788.348763990949,948.7234003365036,288,55.90406248735845
w1_only,0.328125,747.9059840164497,916.2630959069594,288,53.99132070556592
w1_only,0.3385416666666667,709.1243393222193,911.2303167692335,288,53.69476135085757
w1_only,0.3489583333333333,688.7330174854042,889.3670108407276,288,52.40645369409069
w1_only,0.359375,664.8559634634898,885.3349732068932,288,52.16886359801705
w1_only,0.3697916666666667,630.3164246690217,868.4088295252728,288,51.171481016632754
w1_only,0.3802083333333333,613.6242413946335,848.175988010742,288,49.97924939683296
w1_only,0.390625,594.9196056386013,838.2598727268986,288,49.39493670014686
w1_only,0.4010416666666667,577.2933994325181,830.5239200593807,288,48.93909131763518
w1_only,0.4114583333333333,568.1359616864002,845.2689219972266,288,49.80794888920682
w1_only,0.421875,559.6812842457286,828.8521121905259,288,48.840579094226165
w1_only,0.4322916666666667,543.9553198419144,820.3430460348109,288,48.33917756253691
w1_only,0.4427083333333333,526.2901721078559,809.3415343163135,288,47.69090726758252
w1_only,0.453125,526.1100744205638,827.3610495418856,288,48.7527173850572
w1_only,0.4635416666666667,520.3168212352628,826.2589810917857,288,48.687777378857426
w1_only,0.4739583333333333,503.17659039851645,805.1109769334568,288,47.44161928311445
w1_only,0.484375,499.5330864856369,816.79598736061,288,48.130165125720744
w1_only,0.4947916666666667,489.8490851841694,807.129084440881,288,47.56053740841971
w1_only,0.5052083333333334,486.1107162455072,807.9531699967323,288,47.60909711548807
w1_only,0.515625,465.61657058152497,780.3567836359761,288,45.98296445449351
w1_only,0.5260416666666666,468.0000048208577,797.8744611265446,288,47.01520349984518
w1_only,0.5364583333333334,457.6615002824193,779.9084664768079,288,45.956547112546005
w1_only,0.546875,447.8546702284597,771.9565984644308,288,45.48797879632499
w1_only,0.5572916666666666,451.0661322418448,785.1132209755393,288,46.26324021258469
w1_only,0.5677083333333334,441.8813067910955,770.1303103724,288,45.380363738468716
w1_only,0.578125,436.74647278685705,766.0655022594386,288,45.140842623393965
w1_only,0.5885416666666666,432.99379238382346,771.8869806156544,288,45.48387652524487
w1_only,0.5989583333333334,425.7957346200442,765.2119410620983,288,45.09054604749421
w1_only,0.609375,423.86340324857696,766.9817257737919,288,45.19483161173411
w1_only,0.6197916666666666,416.92931532016723,757.0139358103239,288,44.607473955349825
w1_only,0.6302083333333334,416.04205107806024,757.7522983119603,288,44.65098238300657
w1_only,0.640625,409.84104402398555,750.0961982018844,288,44.19984235756676
w1_only,0.6510416666666666,408.937026648265,761.5247092158552,288,44.87327382730375
w1_only,0.6614583333333334,407.84069795508987,761.9347935678628,288,44.89743827948401
w1_only,0.671875,401.3707011004697,744.7407252075525,288,43.88426808500397
w1_only,0.6822916666666666,404.8219748372722,760.1001491003427,288,44.78933081747985
w1_only,0.6927083333333334,403.06250715959345,756.4709415875886,288,44.57547771392972
w1_only,0.703125,403.21592524550437,756.1571613993973,288,44.556988039023715
w1_only,0.7135416666666666,366.8850129852139,723.1219129836899,288,42.61036735794631
w1_only,0.7239583333333334,362.773601112314,746.448010457121,288,43.98487083311977
