mode,normalized_radius,mean,std,count,se
w1_only,0.734375,359.956845416669,773.4821017688342,288,45.57786994059717
w1_only,0.7447916666666666,363.49842674468545,796.0411461336673,288,46.90717437788564
w1_only,0.7552083333333334,356.6153478756937,796.7914195806999,288,46.95138466473072
w1_only,0.765625,349.7839033954326,780.1184833349112,288,45.96892247459003
w1_only,0.7760416666666666,352.08532329505226,798.2347660577204,288,47.03643467152263
w1_only,0.7864583333333334,350.24735690189704,804.7491861137848,288,47.4203005546177
w1_only,0.796875,340.73517993286714,789.9092006792812,288,46.54584602683043
w1_only,0.8072916666666666,343.1538914951342,797.9016543791239,288,47.01680587762029
w1_only,0.8177083333333334,332.38328877443473,761.520511711927,288,44.87302648701278
w1_only,0.828125,326.78736067468776,757.1804326409373,288,44.61728487518089
w1_only,0.8385416666666666,321.91145501825696,734.2986581567251,288,43.268963383233576
w1_only,0.8489583333333334,309.23740498666206,693.8650896480052,288,40.88639250989302
w1_only,0.859375,303.6457084292994,678.0431645706698,288,39.95407663375891
w1_only,0.8697916666666666,314.1931899525907,702.0327221480417,288,41.367674870477636
w1_only,0.8802083333333334,302.2667954919183,669.5192927988007,288,39.45180267277114
w1_only,0.890625,295.77372771045907,653.4433912726278,288,38.50452109086746
w1_only,0.9010416666666666,295.15205412985597,653.100831898984,288,38.48433558619559
w1_only,0.9114583333333334,284.18665843559876,603.3590037508105,288,35.55327025351314
w1_only,0.921875,267.7521303616372,578.841034810062,288,34.10853507860277
w1_only,0.9322916666666666,276.22247409976654,612.937282863397,288,36.117675762897086
w1_only,0.9427083333333334,274.90968572951545,597.8678843542825,288,35.22970294004732
w1_only,0.953125,272.88114515681167,600.7971037587611,288,35.402308848754814
w1_only,0.9635416666666666,280.4243558990861,603.6507317755718,288,35.57046049222738
w1_only,0.9739583333333334,284.62636161180995,624.8910695642066,288,36.822059399313765
w1_only,0.984375,272.6958321272539,601.899010111673,288,35.46723930328619
w1_only,0.9947916666666666,259.20535514753806,600.8852814822588,288,35.40750477094105
w1_then_strong,0.005208333333333333,517548017.663794,285494105.6457008,288,16822901.507571973
w1_then_strong,0.015625,1330544.907557227,837175.2807211257,288,49331.026503304965
w1_then_strong,0.026041666666666668,301796.05738064024,186284.6592725158,288,10976.928816885116
w1_then_strong,0.036458333333333336,112428.80954319626,72032.00278040317,288,4244.526469039278
w1_then_strong,0.046875,56790.12098999127,36982.52954545243,288,2179.216452251772
w1_then_strong,0.057291666666666664,34924.36909331035,24840.24307174439,288,1463.7253601960513
w1_then_strong,0.06770833333333333,23334.44360735566,17220.475238874817,288,1014.7262347219513
w1_then_strong,0.078125,16186.84299065348,11817.221752520461,288,696.336469666033
w1_then_strong,0.08854166666666667,11893.815302488118,8610.95657409394,288,507.40548217039225
w1_then_strong,0.09895833333333333,8957.117941464132,6251.0495349011935,288,368.34662630513736
w1_then_strong,0.109375,6825.463003567421,4769.220186861916,288,281.0289945918195
w1_then_strong,0.11979166666666667,5360.008951773931,3814.4556807367508,288,224.7689565320421
w1_then_strong,0.13020833333333334,4399.6184557001625,3148.501225832507,288,185.5272139466936
w1_then_strong,0.140625,3564.126233044742,2531.472661276027,288,149.1684570980529
w1_then_strong,0.15104166666666666,2944.089091436877,2189.661694904442,288,129.02705274761334
w1_then_strong,0.16145833333333334,2461.3884536928854,1842.0750320638767,288,108.54531221889953
w1_then_strong,0.171875,2113.096854642472,1641.4903092643024,288,96.72574407773261
w1_then_strong,0.18229166666666666,1826.5906662624463,1456.2825374456227,288,85.81227146261269
w1_then_strong,0.19270833333333334,1555.5596921600456,1280.840582405731,288,75.47425511983495
w1_then_strong,0.203125,1380.0881490814695,1172.545532899137,288,69.09290813024782
w1_then_strong,0.21354166666666666,1203.8942884814942,1063.2173140078305,288,62.65068105082366
w1_then_strong,0.22395833333333334,1065.3651822377872,973.7929225310563,288,57.38129824943136
w1_then_strong,0.234375,943.647412690198,884.8642913621622,288,52.141128404334495
w1_then_strong,0.24479166666666666,850.6720194931808,826.6513511012441,288,48.710898003392614
w1_then_strong,0.2552083333333333,761.0358611392427,762.1534932139656,288,44.91032527971754
w1_then_strong,0.265625,683.2670426502953,706.37537488634,288,41.62356813711006
w1_then_strong,0.2760416666666667,624.9035413431842,664.1734291968705,288,39.13679463908587
w1_then_strong,0.2864583333333333,571.0411911657019,621.475558205006,288,36.620798462371226
w1_then_strong,0.296875,519.5921738463063,588.9649032476428,288,34.70508974727393
w1_then_strong,0.3072916666666667,479.5945756600943,545.6135029008722,288,32.15058398401273
w1_then_strong,0.3177083333333333,439.9321052652404,518.041568866315,288,30.525892190157432
w1_then_strong,0.328125,408.6051108011727,495.0141745252184,288,29.16898996585359
w1_then_strong,0.3385416666666667,374.4269669527092,467.9029663568147,288,27.57144670401706
w1_then_strong,0.3489583333333333,351.00077829008137,445.2064386501168,288,26.234040983117524
w1_then_strong,0.359375,328.08877753542737,424.4848066547223,288,25.01300710801789
w1_then_strong,0.3697916666666667,301.83651855047776,398.2652415513672,288,23.46800441765584
w1_then_strong,0.3802083333333333,284.23697093994053,382.4217094368714,288,22.534415334646944
w1_then_strong,0.390625,265.5909444743234,365.0853046266504,288,21.512857884421745
w1_then_strong,0.4010416666666667,251.0002249957334,352.91457518814667,288,20.79569077459235
w1_then_strong,0.4114583333333333,234.15407811363542,334.6878061798426,288,19.7216681108513
w1_then_strong,0.421875,221.209503562119,317.60886227917996,288,18.715281690212702
w1_then_strong,0.4322916666666667,208.0075911206443,304.75233507040144,288,17.957703559226317
w1_then_strong,0.4427083333333333,195.7963634952424,293.00871769001554,288,17.26570426878206
w1_then_strong,0.453125,186.91877138842102,282.4529793928198,288,16.643701424583924
w1_then_strong,0.4635416666666667,175.86556145376838,269.01068120600945,288,15.851606407698487
w1_then_strong,0.4739583333333333,167.47154973094644,259.13109813354424,288,15.269446392212155
w1_then_strong,0.484375,157.94003413714094,248.5960577199596,288,14.648663182502151
w1_then_strong,0.4947916666666667,150.9325365114241,238.6529348428336,288,14.062759048119911
w1_then_strong,0.5052083333333334,142.53838697645156,227.09350330190705,288,13.381613012349009
w1_then_strong,0.515625,135.0512591390124,218.8024260723412,288,12.893056601318394
w1_then_strong,0.5260416666666666,129.81165743037232,211.1607395077651,288,12.442765902192235
w1_then_strong,0.5364583333333334,123.8278918576377,202.58090007736047,288,11.937194015298
w1_then_strong,0.546875,117.35760256485995,195.4678460265068,288,11.518053285772577
w1_then_strong,0.5572916666666666,113.38251482681991,189.21230010385088,288,11.149441707278088
w1_then_strong,0.5677083333333334,108.61894154550903,182.40291508740052,288,10.74819484720791
w1_then_strong,0.578125,104.48541062085353,178.4834806548816,288,10.51723995840373
w1_then_strong,0.5885416666666666,99.35908110799622,171.55148556350315,288,10.1087682303816
w1_then_strong,0.5989583333333334,96.48572063094659,165.9373842460212,288,9.777954137726615
w1_then_strong,0.609375,92.89877019913631,161.10881608584933,288,9.493428030270033
w1_then_strong,0.6197916666666666,89.24952035143008,157.93978562922229,288,9.306691119797726
w1_then_strong,0.6302083333333334,87.07247971979379,153.4222084018399,288,9.040490328796393
w1_then_strong,0.640625,84.28874104637944,148.6999382307683,288,8.762227890416419
w1_then_strong,0.6510416666666666,82.11725071385804,146.45488412159438,288,8.629936808355785
w1_then_strong,0.6614583333333334,79.28889396773378,142.90714017867398,288,8.420883991693076
w1_then_strong,0.671875,78.10741805537734,141.33667170387412,288,8.328343249345519
w1_then_strong,0.6822916666666666,76.13480457791464,138.11038689482814,288,8.138232593802556
w1_then_strong,0.6927083333333334,74.13912241358071,135.70982589323006,288,7.996778180229058
w1_then_strong,0.703125,73.11769575491995,133.3542044001023,288,7.85797185258744
w1_then_strong,0.7135416666666666,63.587669618157115,126.72184310350345,288,7.467156215245419
w1_then_strong,0.7239583333333334,58.10104920828874,122.2202686444718,288,7.2018983964122985
w1_then_strong,0.734375,54.64165814103408,117.56961579602394,288,6.927856049238797
w1_then_strong,0.7447916666666666,51.69402208139411,113.453248787823,288,6.685296797126175
w1_then_strong,0.7552083333333334,48.952447709844705,108.40575393098618,288,6.387870310353381
w1_then_strong,0.765625,47.35419654187936,106.75418784499179,288,6.290550845438017
w1_then_strong,0.7760416666666666,45.35775956572323,103.17183820456516,288,6.079458868494112
w1_then_strong,0.7864583333333334,43.406676628423995,98.81053416171534,288,5.822466563201161
w1_then_strong,0.796875,42.1216818952686,97.94888331773608,288,5.771693300301757
w1_then_strong,0.8072916666666666,40.69186214819727,95.27641537068517,288,5.614216616313142
w1_then_strong,0.8177083333333334,39.02813759064372,91.2331509546311,288,5.375964975752966
w1_then_strong,0.828125,37.43766366213974,87.7672995129076,288,5.171737721000645
w1_then_strong,0.8385416666666666,36.37228004739427,85.50183097198232,288,5.03824370701289
w1_then_strong,0.8489583333333334,35.34377335429666,83.76019721139727,288,4.93561695347513
w1_then_strong,0.859375,34.04273642812865,80.95425217407715,288,4.770275056514647
w1_then_strong,0.8697916666666666,33.18223849616068,78.27898503290321,288,4.61263342843051
w1_then_strong,0.8802083333333334,32.07827248415983,74.91163288989995,288,4.414210300517122
w1_then_strong,0.890625,31.46713706914977,74.53835896769179,288,4.392214923714332
w1_then_strong,0.9010416666666666,31.058930912296994,73.22186809974133,288,4.3146399553728365
w1_then_strong,0.9114583333333334,30.721933921611562,72.37703886722633,288,4.264857915434838
w1_then_strong,0.921875,30.30585597722397,72.17551985094785,288,4.252983293522458
w1_then_strong,0.9322916666666666,29.812413120698157,72.45959267327767,288,4.269722445107477
w1_then_strong,0.9427083333333334,29.221939089290913,70.02400613393795,288,4.1262041319296605
w1_then_strong,0.953125,28.657267285764267,68.16284037886881,288,4.01653388806953
w1_then_strong,0.9635416666666666,28.94078982398912,70.18179431969918,288,4.135501889941568
w1_then_strong,0.9739583333333334,28.571300132242673,69.66350857314055,288,4.104961609442906
w1_then_strong,0.984375,28.53806107990297,67.67001967562115,288,3.9874941496382346
w1_then_strong,0.9947916666666666,27.365757562890675,66.69681886460653,288,3.9301477418945105
