experiment,mode,name,model,run_name,run_path,best_pt,smoke_run,training_seed,fourier_enabled,clean_light_aug_enabled,default_hook_enabled,baseline_augmentation_policy,hidden_albumentations_disabled,preprocessing_policy,fourier_policy,fourier_sigma,fourier_alpha,ultralytics_version,train_epochs_requested,train_patience,actual_train_image_files,actual_valid_image_files,actual_test_image_files,fourier_transform_summary,train_args,train_time_min,full_val_box_map50,full_val_mask_map50,labeled_val_box_map50,labeled_val_mask_map50,labeled_val_mask_map50_95,labeled_val_gt_instances,labeled_val_pred_boxes,labeled_val_pred_masks,labeled_val_mask_count_mae,labeled_val_disease_box_miss_rate,labeled_val_disease_mask_miss_rate,healthy_val_images,healthy_val_mask_fp_rate,healthy_val_fp_masks_per_image,healthy_aware_labeled_val_mask_map50,full_test_box_map50,full_test_box_map50_95,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_boxes,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_boxes,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_mask_count_exact,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_test_avg_fp_confidence,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,first_train_seg_loss,best_val_mask_map50,best_val_mask_map50_95,last_val_mask_map50,last_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train,split_policy,seed,train_images,valid_images,test_images,train_specimens,valid_specimens,test_specimens,train_test_group_overlap,train_valid_group_overlap,valid_test_group_overlap,train_labeled_images,train_healthy_empty_images,train_bg_mask_images,train_wssv_mask_images,train_coinfection_images,train_mask_instances,valid_labeled_images,valid_healthy_empty_images,valid_bg_mask_images,valid_wssv_mask_images,valid_coinfection_images,valid_mask_instances,test_labeled_images,test_healthy_empty_images,test_bg_mask_images,test_wssv_mask_images,test_coinfection_images,test_mask_instances,split_manifest_csv,split_summary_csv,split_fingerprint,params_million,split_policy_description
stratified_grouped_specimen_yolo11n-seg_C_fourier_off_clean_aug_on_default_hook_off,C,Stratified grouped-specimen split | yolo11n-seg | C | Fourier off | clean-light aug on | default hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_C_fourier_off_clean_aug_on_default_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_C_fourier_off_clean_aug_on_default_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_C_fourier_off_clean_aug_on_default_hook_off/weights/best.pt,False,42,False,True,False,clean_light_yolo_aug,True,none,none,,,8.4.62,100,40,905,115,129,"{""strategy"": ""fourier_disabled"", ""fourier_enabled"": false, ""sigma"": null, ""alpha"": null}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.5, ""flipud"": 0.0, ""hsv_h"": 0.01, ""hsv_s"": 0.35, ""hsv_v"": 0.2, ""degrees"": 0.0, ""translate"": 0.05, ""scale"": 0.2, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",27.47,0.5567355595934289,0.49007226357524025,0.5716252168716218,0.5043395463666087,0.18548249086141283,102,119,119,0.5022522522522522,0.08108108108108109,0.08108108108108109,41,0.12195121951219512,0.14634146341463414,0.45486964964061444,0.5113099640805499,0.20163042085542898,0.44684935373377493,0.1503753310971147,0.5484749860874465,0.473407811181355,0.15861302195382604,119,152,152,0.49354005167958653,119,134,134,0.5189393939393939,0.5113636363636364,0.09090909090909091,0.09090909090909091,41,0.3902439024390244,0.3902439024390244,18,0.43902439024390244,0.5290067030323876,0.3948000876041192,100,64,4.89279,0.54068,0.18187,0.45553,0.15947,1.51083,4.8469,3.33607,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_G_fourier_on_clean_aug_on_default_hook_on,G,Stratified grouped-specimen split | yolo11n-seg | G | Fourier on | clean-light aug on | default hook on,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_G_fourier_on_clean_aug_on_default_hook_on,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_G_fourier_on_clean_aug_on_default_hook_on,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_G_fourier_on_clean_aug_on_default_hook_on/weights/best.pt,False,42,True,True,True,clean_light_yolo_aug,False,fourier_highpass,highpass_s50_a0p10_all_splits,50.0,0.1,8.4.62,100,40,905,115,129,"{""train"": {""images"": 905, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 905, ""cpu_images"": 0, ""oom_splits"": 0}, ""valid"": {""images"": 115, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 115, ""cpu_images"": 0, ""oom_splits"": 0}, ""test"": {""images"": 129, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 129, ""cpu_images"": 0, ""oom_splits"": 0}}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.5, ""flipud"": 0.0, ""hsv_h"": 0.01, ""hsv_s"": 0.35, ""hsv_v"": 0.2, ""degrees"": 0.0, ""translate"": 0.05, ""scale"": 0.2, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",30.26,0.5305416847182058,0.4960802079585483,0.5390406415096844,0.5020584942842827,0.1798213949615919,102,102,102,0.44144144144144143,0.13513513513513514,0.13513513513513514,41,0.12195121951219512,0.12195121951219512,0.44752102999072085,0.5384878656174914,0.22898254340950192,0.5030983427376186,0.16132779082129597,0.5697191892108483,0.5317711903382856,0.17090414924044078,119,129,129,0.39147286821705424,119,117,117,0.4375,0.5568181818181818,0.10227272727272728,0.10227272727272728,41,0.24390243902439024,0.24390243902439024,12,0.2926829268292683,0.5488836218913397,0.4701650373449375,100,28,4.86294,0.49056,0.15428,0.46234,0.1631,1.53661,4.9247,3.3880899999999996,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_D_fourier_off_clean_aug_on_default_hook_on,D,Stratified grouped-specimen split | yolo11n-seg | D | Fourier off | clean-light aug on | default hook on,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_D_fourier_off_clean_aug_on_default_hook_on,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_D_fourier_off_clean_aug_on_default_hook_on,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_D_fourier_off_clean_aug_on_default_hook_on/weights/best.pt,False,42,False,True,True,clean_light_yolo_aug,False,none,none,,,8.4.62,100,40,905,115,129,"{""strategy"": ""fourier_disabled"", ""fourier_enabled"": false, ""sigma"": null, ""alpha"": null}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.5, ""flipud"": 0.0, ""hsv_h"": 0.01, ""hsv_s"": 0.35, ""hsv_v"": 0.2, ""degrees"": 0.0, ""translate"": 0.05, ""scale"": 0.2, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",26.64,0.5455173448168066,0.47394087231548915,0.5645673289198339,0.48964849552084183,0.16037136763696394,102,100,100,0.40315315315315314,0.10810810810810811,0.10810810810810811,41,0.12195121951219512,0.12195121951219512,0.44107949969574844,0.5664424779934432,0.22428528928223385,0.48153170664315664,0.158036179598201,0.6047653318122569,0.5120017724041486,0.16778526296610805,119,129,129,0.3049095607235142,119,118,118,0.32196969696969696,0.625,0.07954545454545454,0.07954545454545454,41,0.24390243902439024,0.24390243902439024,11,0.2682926829268293,0.5182696960189126,0.4595812254714065,96,56,4.84766,0.47392,0.15685,0.40655,0.14813,1.59658,5.0501,3.4535199999999993,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_E_fourier_on_clean_aug_on_default_hook_off,E,Stratified grouped-specimen split | yolo11n-seg | E | Fourier on | clean-light aug on | default hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_E_fourier_on_clean_aug_on_default_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_E_fourier_on_clean_aug_on_default_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_E_fourier_on_clean_aug_on_default_hook_off/weights/best.pt,False,42,True,True,False,clean_light_yolo_aug,True,fourier_highpass,highpass_s50_a0p10_all_splits,50.0,0.1,8.4.62,100,40,905,115,129,"{""train"": {""images"": 905, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 905, ""cpu_images"": 0, ""oom_splits"": 0}, ""valid"": {""images"": 115, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 115, ""cpu_images"": 0, ""oom_splits"": 0}, ""test"": {""images"": 129, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 129, ""cpu_images"": 0, ""oom_splits"": 0}}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.5, ""flipud"": 0.0, ""hsv_h"": 0.01, ""hsv_s"": 0.35, ""hsv_v"": 0.2, ""degrees"": 0.0, ""translate"": 0.05, ""scale"": 0.2, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",21.46,0.5219837815544515,0.4446392090597929,0.542045634100457,0.4596875324137756,0.16279127184823947,102,92,92,0.38063063063063063,0.13513513513513514,0.13513513513513514,41,0.17073170731707318,0.17073170731707318,0.40331255988026643,0.4628579189116466,0.17601076166823676,0.34900216024075215,0.10738996950089981,0.5391008804677331,0.40816207341122596,0.12477107234081335,119,117,117,0.3682170542635659,119,101,101,0.35795454545454547,0.5795454545454546,0.125,0.125,41,0.36585365853658536,0.36585365853658536,16,0.3902439024390244,0.4506950583308935,0.3349289802848402,72,26,4.95417,0.50029,0.1601,0.45372,0.14708,1.85182,5.56795,3.7161299999999997,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_H_fourier_off_clean_aug_off_default_hook_on,H,Stratified grouped-specimen split | yolo11n-seg | H | Fourier off | clean-light aug off | default hook on,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_H_fourier_off_clean_aug_off_default_hook_on,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_H_fourier_off_clean_aug_off_default_hook_on,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_H_fourier_off_clean_aug_off_default_hook_on/weights/best.pt,False,42,False,False,True,none_all_yolo_aug_zero,False,none,none,,,8.4.62,100,40,905,115,129,"{""strategy"": ""fourier_disabled"", ""fourier_enabled"": false, ""sigma"": null, ""alpha"": null}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 0.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",13.4,0.3948725477963313,0.3291785114577991,0.4128198329773991,0.34265611453640243,0.1314151347210907,102,85,85,0.43693693693693697,0.21621621621621623,0.21621621621621623,41,0.24390243902439024,0.2682926829268293,0.2639865913546841,0.3601361079947023,0.11867528094556179,0.2822067647726678,0.0720174197759634,0.392714567081248,0.30611067470617476,0.07780208242746908,119,124,124,0.5594315245478036,119,107,107,0.6268939393939393,0.42045454545454547,0.2727272727272727,0.2727272727272727,41,0.36585365853658536,0.36585365853658536,17,0.4146341463414634,0.46165423358187957,0.19727152097372838,52,12,4.96808,0.32978,0.12759,0.26104,0.08805,0.35285,7.37914,7.0262899999999995,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_A_fourier_off_clean_aug_off_default_hook_off,A,Stratified grouped-specimen split | yolo11n-seg | A | Fourier off | clean-light aug off | default hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_A_fourier_off_clean_aug_off_default_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_A_fourier_off_clean_aug_off_default_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_A_fourier_off_clean_aug_off_default_hook_off/weights/best.pt,False,42,False,False,False,none_all_yolo_aug_zero,True,none,none,,,8.4.62,100,40,905,115,129,"{""strategy"": ""fourier_disabled"", ""fourier_enabled"": false, ""sigma"": null, ""alpha"": null}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 0.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",15.89,0.35536210231803783,0.2870064142121786,0.3680715021725807,0.297918060885713,0.10350430632494226,102,89,89,0.3963963963963964,0.1891891891891892,0.1891891891891892,41,0.17073170731707318,0.17073170731707318,0.23264669195580745,0.2799560043861167,0.08548823529337107,0.20694757546035203,0.05336467459069061,0.32033180787980076,0.2353739021716232,0.06055459392297792,119,126,126,0.4715762273901809,119,103,103,0.42992424242424243,0.5,0.22727272727272727,0.22727272727272727,41,0.3902439024390244,0.3902439024390244,23,0.5609756097560976,0.4946060102918874,0.14076239071559954,60,13,4.9474,0.29705,0.10081,0.24683,0.08526,0.17841,12.5212,12.34279,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_F_fourier_on_clean_aug_off_default_hook_on,F,Stratified grouped-specimen split | yolo11n-seg | F | Fourier on | clean-light aug off | default hook on,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_F_fourier_on_clean_aug_off_default_hook_on,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_F_fourier_on_clean_aug_off_default_hook_on,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_F_fourier_on_clean_aug_off_default_hook_on/weights/best.pt,False,42,True,False,True,none_all_yolo_aug_zero,False,fourier_highpass,highpass_s50_a0p10_all_splits,50.0,0.1,8.4.62,100,40,905,115,129,"{""train"": {""images"": 905, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 905, ""cpu_images"": 0, ""oom_splits"": 0}, ""valid"": {""images"": 115, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 115, ""cpu_images"": 0, ""oom_splits"": 0}, ""test"": {""images"": 129, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 129, ""cpu_images"": 0, ""oom_splits"": 0}}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 0.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",12.9,0.4143520084593722,0.31978080049218316,0.4375379399061948,0.33283591892689374,0.12063123320692064,102,77,77,0.5990990990990991,0.32432432432432434,0.32432432432432434,41,0.24390243902439024,0.3170731707317073,0.22984207142085109,0.3442435939030476,0.121945214617229,0.2691361151906909,0.074032992585795,0.38485383782861965,0.2994147195857932,0.08287389198427292,119,121,121,0.6395348837209303,119,103,103,0.7329545454545454,0.3068181818181818,0.3068181818181818,0.3068181818181818,41,0.4146341463414634,0.4146341463414634,18,0.43902439024390244,0.4629492494795058,0.17528085040619232,49,16,5.02628,0.32717,0.10264,0.25702,0.07979,0.39192,9.09256,8.70064,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_B_fourier_on_clean_aug_off_default_hook_off,B,Stratified grouped-specimen split | yolo11n-seg | B | Fourier on | clean-light aug off | default hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_B_fourier_on_clean_aug_off_default_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_B_fourier_on_clean_aug_off_default_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_B_fourier_on_clean_aug_off_default_hook_off/weights/best.pt,False,42,True,False,False,none_all_yolo_aug_zero,True,fourier_highpass,highpass_s50_a0p10_all_splits,50.0,0.1,8.4.62,100,40,905,115,129,"{""train"": {""images"": 905, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 905, ""cpu_images"": 0, ""oom_splits"": 0}, ""valid"": {""images"": 115, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 115, ""cpu_images"": 0, ""oom_splits"": 0}, ""test"": {""images"": 129, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 129, ""cpu_images"": 0, ""oom_splits"": 0}}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 0.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",13.0,0.3764244031075043,0.28722918701172817,0.4585644235877495,0.3377933759294919,0.1194508872580848,102,123,123,0.9707207207207207,0.24324324324324326,0.24324324324324326,41,0.5365853658536586,0.8536585365853658,0.19911231682160346,0.3471493831306617,0.126019725909314,0.2884311033232961,0.07220340637299909,0.41822905433288604,0.3451051658055371,0.08848411286026592,119,189,189,0.8669250645994832,119,151,151,0.8390151515151515,0.36363636363636365,0.19318181818181818,0.19318181818181818,41,0.6341463414634146,0.6341463414634146,38,0.926829268292683,0.5085739022807071,0.2107625013561653,50,35,5.00496,0.29929,0.1068,0.22823,0.08895,0.27909,10.8084,10.52931,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_factorial_A_H_highpass_s50_a0p10/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
