metric,value_percent
accuracy,83.18181818181817
balanced_accuracy,83.85461760461762
macro_precision,81.8005038009986
macro_recall,83.85461760461762
macro_f1,82.18010087330127
weighted_f1,83.18690217921993
top1_accuracy,83.18181818181817
top2_accuracy,95.45454545454545
