epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,25.5809,3.67406,8.60031,6.67973,4.15108,0,6e-05,0.01524,0,0,2e-05,0.0082,0,0,4.06881,5.0526,5.04004,4.25032,0,0.000547949,0.000547949,0.000547949
2,48.0932,3.43906,4.88599,5.27544,3.35927,0,0.00147,0.47495,0.00472,0.00098,0.00107,0.34842,0.00234,0.00033,3.14023,4.74721,4.22948,3.02452,0,0.00109815,0.00109815,0.00109815
3,70.3407,3.28563,4.74204,4.38971,3.03841,0,0.00202,0.60852,0.05504,0.01671,0.00162,0.49019,0.03958,0.01228,3.05096,4.67995,3.39435,2.953,0,0.00164286,0.00164286,0.00164286
4,92.1122,3.10716,4.72518,3.94423,2.94561,0,0.00593,0.03752,0.01537,0.00531,0.01128,0.07273,0.01512,0.00534,3.03348,4.59544,3.80293,3.03156,0,0.00164225,0.00164225,0.00164225
5,113.732,2.99711,4.67504,3.76989,2.9112,0,0.00206,0.08439,0.00119,0.0002,0.00162,0.02344,0.00033,8e-05,2.97029,4.75525,4.21224,3.03695,0,0.00163399,0.00163399,0.00163399
6,135.58,2.88216,4.6124,3.62417,2.84976,0,0.05851,0.06338,0.03796,0.00895,0.10233,0.07862,0.04066,0.01145,2.80839,4.40141,3.24677,2.76534,0,0.00162574,0.00162574,0.00162574
7,157.173,2.84098,4.59832,3.48716,2.73466,0,0.54793,0.07042,0.05213,0.01377,0.08606,0.07867,0.05667,0.01507,2.84613,4.37928,3.3716,2.70722,0,0.00161749,0.00161749,0.00161749
8,178.62,2.7986,4.5271,3.37095,2.69744,0,0.12308,0.09975,0.06806,0.01723,0.15072,0.07042,0.0631,0.01764,2.70169,4.34662,3.17516,2.76742,0,0.00160924,0.00160924,0.00160924
9,200.366,2.81419,4.53139,3.26865,2.6904,0,0.12994,0.12985,0.05147,0.01271,0.07607,0.05634,0.04327,0.01205,2.82855,4.38036,3.09855,2.71963,0,0.00160099,0.00160099,0.00160099
10,222.312,2.71955,4.49498,3.21972,2.68223,0,0.15406,0.08682,0.07224,0.01752,0.09105,0.0927,0.05429,0.01363,2.73939,4.31255,3.05489,2.66403,0,0.00159274,0.00159274,0.00159274
