epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,25.5109,3.70427,8.42067,6.60245,4.17419,0,2e-05,0.00704,0,0,0,0,0,0,4.07618,5.13085,4.75273,4.23079,0,0.000547949,0.000547949,0.000547949
2,47.5181,3.39254,4.84366,5.29717,3.50234,0,0.00163,0.49596,0.02675,0.01047,0.00114,0.34369,0.00055,0.00011,3.09756,4.93478,4.20772,3.19095,0,0.00109815,0.00109815,0.00109815
3,69.5074,3.18796,4.73294,4.46595,3.13931,0,0.00096,0.06915,0.00037,8e-05,0.00128,0.02459,0.00023,4e-05,3.9161,5.69038,7.66057,4.34676,0,0.00164286,0.00164286,0.00164286
4,90.877,3.08845,4.67357,3.92035,3.02802,0,0.00201,0.56858,0.00784,0.00184,0.00286,0.24382,0.00462,0.00148,3.18571,4.55738,3.75643,3.19073,0,0.00164225,0.00164225,0.00164225
5,112.604,2.96952,4.62163,3.72536,2.98908,0,0.06844,0.01408,0.02197,0.00655,0.1468,0.02934,0.03942,0.00877,2.99808,4.58834,3.45559,3.01148,0,0.00163399,0.00163399,0.00163399
6,135.01,2.90703,4.56589,3.47561,2.87897,0,0.00308,0.68587,0.01854,0.0043,0.01283,0.33537,0.01635,0.00294,2.88103,4.40521,3.2343,2.80455,0,0.00162574,0.00162574,0.00162574
7,156.907,2.83257,4.59316,3.42005,2.82492,0,0.03423,0.17017,0.01783,0.0041,0.02801,0.22766,0.00846,0.00143,2.92268,4.52221,11.1603,2.83915,0,0.00161749,0.00161749,0.00161749
8,178.469,2.82899,4.50223,3.31527,2.78382,0,0.00546,0.72339,0.04562,0.01228,0.00592,0.56523,0.03477,0.00951,2.78016,4.40973,3.07129,2.72819,0,0.00160924,0.00160924,0.00160924
9,199.754,2.75183,4.52211,3.24325,2.76988,0,0.06026,0.03521,0.04938,0.01251,0.07334,0.03757,0.03892,0.00954,2.75524,4.41476,2.96296,2.7836,0,0.00160099,0.00160099,0.00160099
10,221.074,2.74962,4.51262,3.14237,2.78024,0,0.15822,0.08324,0.05582,0.01276,0.13186,0.03867,0.04343,0.01433,2.81861,4.42295,2.90384,2.74499,0,0.00159274,0.00159274,0.00159274
11,243.054,2.74831,4.47416,3.10076,2.76313,0,0.126,0.12318,0.06154,0.01837,0.1246,0.11025,0.05173,0.01122,2.89488,4.39794,2.9614,2.85827,0,0.00158448,0.00158448,0.00158448
12,265.482,2.66991,4.4496,3.00619,2.68045,0,0.13282,0.12171,0.09268,0.02192,0.12802,0.06569,0.06644,0.02047,2.75778,4.35519,2.80319,2.74855,0,0.00157623,0.00157623,0.00157623
13,287.016,2.62322,4.44681,2.9578,2.70073,0,0.21257,0.12076,0.09059,0.0248,0.14393,0.07977,0.06838,0.02081,2.58576,4.28529,2.85137,2.66232,0,0.00156798,0.00156798,0.00156798
14,309.246,2.63152,4.43236,2.91119,2.67356,0,0.18541,0.23447,0.11637,0.03786,0.15915,0.1958,0.10313,0.03227,2.58217,4.24383,2.64479,2.61374,0,0.00155973,0.00155973,0.00155973
15,331.606,2.56284,4.36166,2.85681,2.64778,0,0.14816,0.15481,0.09522,0.02913,0.1475,0.12549,0.07061,0.02463,2.57473,4.20117,2.67142,2.65845,0,0.00155148,0.00155148,0.00155148
16,352.88,2.55733,4.33372,2.83178,2.60869,0,0.11506,0.23228,0.08077,0.02307,0.11374,0.19476,0.06882,0.02305,2.68075,4.15544,3.01417,2.63008,0,0.00154323,0.00154323,0.00154323
17,374.721,2.56415,4.31128,2.79597,2.57726,0,0.19895,0.2021,0.11953,0.03553,0.2893,0.17132,0.10318,0.03457,2.6589,4.17112,2.5662,2.70126,0,0.00153497,0.00153497,0.00153497
18,396.941,2.56288,4.31765,2.80666,2.59354,0,0.15365,0.24971,0.10068,0.03317,0.13502,0.15481,0.07139,0.02694,2.50788,4.11955,2.56433,2.59955,0,0.00152672,0.00152672,0.00152672
19,418.49,2.48744,4.28627,2.72557,2.55797,0,0.15839,0.15828,0.08608,0.02968,0.1631,0.14188,0.08013,0.02453,2.56775,4.16037,2.62545,2.59308,0,0.00151847,0.00151847,0.00151847
20,440.127,2.54382,4.24768,2.72385,2.56818,0,0.18699,0.24394,0.14962,0.04885,0.20229,0.17479,0.13589,0.0464,2.62147,4.20342,2.61215,2.64998,0,0.00151022,0.00151022,0.00151022
21,462.639,2.50038,4.21472,2.71347,2.53305,0,0.23615,0.20653,0.12924,0.03901,0.26286,0.20653,0.10451,0.03272,2.47087,4.15083,2.94472,2.54972,0,0.00150197,0.00150197,0.00150197
22,484.178,2.49777,4.16997,2.66485,2.55308,0,0.19761,0.26264,0.15265,0.05404,0.18278,0.21405,0.13349,0.04791,2.44158,3.9731,2.63518,2.51924,0,0.00149372,0.00149372,0.00149372
23,506.336,2.52656,4.17954,2.65186,2.54931,0,0.1807,0.34715,0.12942,0.0453,0.19055,0.17363,0.10066,0.03415,2.47801,3.98866,2.65263,2.52552,0,0.00148546,0.00148546,0.00148546
24,528.325,2.46255,4.14764,2.65837,2.48831,0,0.40018,0.23586,0.17334,0.05576,0.30647,0.21358,0.14092,0.0445,2.53558,4.05198,2.75307,2.57256,0,0.00147721,0.00147721,0.00147721
25,550.472,2.47975,4.14275,2.6334,2.52052,0,0.19206,0.22281,0.14656,0.05181,0.16123,0.17005,0.10237,0.02999,2.54982,4.17913,2.47076,2.60071,0,0.00146896,0.00146896,0.00146896
26,572.113,2.47913,4.12484,2.57789,2.5222,0,0.16223,0.21923,0.14773,0.04726,0.11634,0.16417,0.11353,0.0373,2.49394,4.02383,2.47959,2.51888,0,0.00146071,0.00146071,0.00146071
27,594.45,2.46195,4.11711,2.54948,2.51244,0,0.23002,0.22992,0.14967,0.05025,0.18651,0.15966,0.1337,0.03772,2.49145,4.00767,2.49931,2.56156,0,0.00145246,0.00145246,0.00145246
28,616.689,2.44237,4.11096,2.54059,2.48902,0,0.265,0.30374,0.21678,0.07573,0.22858,0.27915,0.16864,0.05644,2.41564,3.95898,2.36375,2.47156,0,0.00144421,0.00144421,0.00144421
29,638.22,2.39206,4.0247,2.47626,2.47431,0,0.22764,0.35996,0.18313,0.0637,0.19321,0.24625,0.13317,0.04216,2.44967,3.96145,2.29946,2.4956,0,0.00143595,0.00143595,0.00143595
30,660.072,2.40105,4.03352,2.51619,2.46634,0,0.22374,0.28492,0.15934,0.05636,0.1913,0.25918,0.12515,0.03995,2.44462,3.94685,2.38353,2.54405,0,0.0014277,0.0014277,0.0014277
31,682.01,2.38837,4.00556,2.49864,2.44973,0,0.50915,0.23817,0.25697,0.08754,0.48271,0.25225,0.21981,0.06972,2.53192,3.9087,2.40039,2.55983,0,0.00141945,0.00141945,0.00141945
32,704.126,2.36769,3.98479,2.45757,2.43083,0,0.27098,0.32013,0.21506,0.07476,0.23458,0.2803,0.20131,0.06231,2.37324,3.86391,2.34347,2.4723,0,0.0014112,0.0014112,0.0014112
33,725.99,2.35732,3.958,2.41543,2.42209,0,0.29071,0.30847,0.24112,0.0785,0.27187,0.24752,0.19017,0.06157,2.49357,3.84571,2.38168,2.56116,0,0.00140295,0.00140295,0.00140295
34,748.206,2.35878,3.90692,2.38685,2.42708,0,0.35588,0.30602,0.27167,0.09815,0.33233,0.25329,0.23997,0.07706,2.43308,3.77837,2.25192,2.45862,0,0.0013947,0.0013947,0.0013947
35,770.631,2.37761,3.97898,2.35709,2.45331,0,0.31778,0.30028,0.21261,0.07822,0.28797,0.25341,0.17839,0.05415,2.43177,3.76977,2.23905,2.47896,0,0.00138644,0.00138644,0.00138644
36,791.742,2.35735,3.90159,2.42331,2.42464,0,0.27008,0.32833,0.23104,0.07869,0.22169,0.29554,0.16804,0.04924,2.39338,3.97119,2.37158,2.49763,0,0.00137819,0.00137819,0.00137819
37,813.795,2.32662,3.98227,2.34536,2.40979,0,0.31593,0.35101,0.20999,0.07555,0.27108,0.27634,0.17666,0.06258,2.37982,3.86819,2.2969,2.47294,0,0.00136994,0.00136994,0.00136994
