epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,25.2236,3.65259,7.55157,6.45944,4.06075,0,6e-05,0.01524,0,0,0,0,0,0,4.08691,5.11095,5.04073,4.27231,0,0.000547949,0.000547949,0.000547949
2,47.227,3.38189,4.81502,4.92086,3.38064,0,0.00104,0.33295,0.0039,0.00073,0.00077,0.25802,0.00243,0.00034,3.25982,4.9354,4.25962,3.21855,0,0.00109815,0.00109815,0.00109815
3,68.7395,3.15233,4.68001,4.20873,3.06051,0,0.01976,0.07862,0.02439,0.00455,0.02455,0.05634,0.02154,0.00509,2.95147,4.83903,3.76272,3.01298,0,0.00164286,0.00164286,0.00164286
4,90.0672,2.99373,4.63682,3.68193,2.92709,0,0.0659,0.03521,0.01451,0.00344,0.00726,0.0493,0.00618,0.00084,3.07026,4.74067,3.54968,3.00682,0,0.00164225,0.00164225,0.00164225
5,111.36,2.87801,4.5382,3.47146,2.75405,0,0.09102,0.05634,0.04363,0.01224,0.06653,0.0493,0.0307,0.00957,2.86315,4.71632,3.08829,2.79984,0,0.00163399,0.00163399,0.00163399
6,132.616,2.80835,4.47844,3.24639,2.72011,0,0.04544,0.05634,0.0373,0.00833,0.04787,0.05634,0.02864,0.00633,2.89021,4.44491,3.03899,2.79886,0,0.00162574,0.00162574,0.00162574
7,153.915,2.7111,4.42173,3.04536,2.65034,0,0.12598,0.17837,0.0963,0.02972,0.14718,0.17132,0.07723,0.02291,2.86964,4.34139,2.67623,2.71544,0,0.00161749,0.00161749,0.00161749
8,175.181,2.69443,4.32321,2.94466,2.6251,0,0.11114,0.18656,0.06984,0.02003,0.12793,0.17585,0.06257,0.01599,2.71819,4.3565,2.91652,2.65609,0,0.00160924,0.00160924,0.00160924
9,196.244,2.6515,4.31937,2.79283,2.57715,0,0.23841,0.11487,0.09991,0.0212,0.24377,0.09028,0.06948,0.01796,2.75565,4.19112,2.92963,2.65513,0,0.00160099,0.00160099,0.00160099
10,217.82,2.61065,4.2261,2.73012,2.5445,0,0.15777,0.2108,0.1234,0.04314,0.17882,0.18067,0.10548,0.03735,2.67923,4.16422,2.62565,2.60711,0,0.00159274,0.00159274,0.00159274
11,239.139,2.55552,4.23094,2.64598,2.56884,0,0.22666,0.30847,0.1491,0.04536,0.1393,0.27453,0.10437,0.03012,2.56375,4.14702,2.60085,2.59039,0,0.00158448,0.00158448,0.00158448
12,260.328,2.57045,4.19679,2.63137,2.53859,0,0.21409,0.28157,0.18285,0.05954,0.22315,0.27338,0.15077,0.04537,2.72359,4.17448,2.61932,2.61767,0,0.00157623,0.00157623,0.00157623
13,281.61,2.50259,4.11991,2.56499,2.49295,0,0.22287,0.27892,0.16646,0.04818,0.16951,0.19926,0.12373,0.03642,2.59992,4.14487,2.53806,2.56949,0,0.00156798,0.00156798,0.00156798
14,302.844,2.51049,4.08809,2.52557,2.48386,0,0.24994,0.34588,0.19062,0.0634,0.25105,0.2967,0.14838,0.04947,2.60432,4.08757,2.61743,2.5596,0,0.00155973,0.00155973,0.00155973
15,324.212,2.44624,4.07753,2.48502,2.44909,0,0.1939,0.27812,0.127,0.04107,0.18045,0.257,0.12498,0.03793,2.56312,3.9984,2.45107,2.54559,0,0.00155148,0.00155148,0.00155148
16,345.37,2.46097,4.00472,2.3916,2.43487,0,0.19434,0.24752,0.15674,0.05115,0.18493,0.24048,0.1198,0.04284,2.6453,4.04623,2.63161,2.53918,0,0.00154323,0.00154323,0.00154323
17,366.307,2.40276,3.94457,2.38323,2.36517,0,0.31742,0.29554,0.21386,0.06888,0.26684,0.24278,0.17491,0.053,2.5276,3.9615,2.51869,2.4996,0,0.00153497,0.00153497,0.00153497
18,387.73,2.40142,3.96441,2.35883,2.39607,0,0.29283,0.31425,0.23944,0.07462,0.26185,0.28146,0.19758,0.05932,2.48772,3.9234,2.2506,2.51878,0,0.00152672,0.00152672,0.00152672
19,408.983,2.37898,3.95714,2.293,2.39542,0,0.25064,0.21935,0.14268,0.05325,0.20869,0.18183,0.11979,0.03844,2.51615,4.10026,2.61396,2.47613,0,0.00151847,0.00151847,0.00151847
20,430.288,2.40063,3.87656,2.2591,2.38455,0,0.37826,0.33076,0.25414,0.09195,0.42656,0.31939,0.22343,0.0688,2.55113,3.85148,2.31837,2.50282,0,0.00151022,0.00151022,0.00151022
21,451.707,2.33685,3.85996,2.21859,2.33256,0,0.38435,0.29054,0.28586,0.09152,0.34999,0.26033,0.22497,0.06779,2.48557,4.05606,2.29524,2.46013,0,0.00150197,0.00150197,0.00150197
22,472.883,2.32729,3.80998,2.22238,2.3309,0,0.32103,0.2698,0.24299,0.07733,0.28336,0.26045,0.2038,0.06507,2.47169,3.94694,2.28304,2.39317,0,0.00149372,0.00149372,0.00149372
23,494.276,2.29599,3.80944,2.14853,2.29055,0,0.36828,0.28619,0.25557,0.08951,0.35419,0.28619,0.23001,0.07091,2.4809,3.92667,2.33204,2.47523,0,0.00148546,0.00148546,0.00148546
24,515.427,2.26458,3.76443,2.09958,2.26566,0,0.26001,0.38245,0.25253,0.08818,0.27241,0.32814,0.23092,0.06789,2.47512,3.92367,2.17398,2.4092,0,0.00147721,0.00147721,0.00147721
