epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.0065,3.27432,5.97714,1.99384,0.01094,0.42283,0.0127,0.0031,3.05518,3.54698,1.83021,0.00055011,0.00055011,0.00055011
2,19.3078,2.94898,3.23335,1.78969,0.04862,0.10153,0.01784,0.00407,3.0389,3.65959,1.86931,0.00110278,0.00110278,0.00110278
3,25.6334,2.92806,3.06795,1.80991,0.04343,0.15228,0.01261,0.00326,3.09088,4.93923,1.97239,0.00164347,0.00164347,0.00164347
4,31.8107,2.88835,2.92379,1.73471,0.06386,0.08511,0.0325,0.00879,2.92888,3.56699,1.87833,0.00162661,0.00162661,0.00162661
5,38.0411,2.88876,2.93672,1.72692,0.0863,0.13153,0.03295,0.00878,2.91665,3.20466,1.70683,0.00159566,0.00159566,0.00159566
6,44.1846,2.84986,2.85225,1.75944,0.05614,0.12755,0.02474,0.00668,2.97998,3.30972,1.82449,0.00155645,0.00155645,0.00155645
7,50.3489,2.79455,2.84517,1.71031,0.06565,0.08462,0.0348,0.0113,2.80936,3.03528,1.71393,0.00150941,0.00150941,0.00150941
8,56.5562,2.82952,2.78967,1.65551,0.08786,0.11154,0.03576,0.01133,2.82125,2.80563,1.65531,0.00145505,0.00145505,0.00145505
9,62.7476,2.78319,2.75708,1.6617,0.10656,0.13422,0.04811,0.01444,2.77945,2.63237,1.66413,0.00139398,0.00139398,0.00139398
10,68.9837,2.73559,2.68821,1.63525,0.10373,0.17832,0.05959,0.01666,2.74801,2.74076,1.65528,0.00132685,0.00132685,0.00132685
11,75.216,2.73496,2.70066,1.6413,0.07716,0.20962,0.04931,0.01464,2.81379,2.83239,1.69644,0.00125442,0.00125442,0.00125442
12,81.4151,2.68295,2.61448,1.65263,0.14722,0.12723,0.07018,0.02005,2.75903,2.53897,1.67823,0.00117746,0.00117746,0.00117746
13,87.6754,2.62911,2.58619,1.59095,0.12993,0.14168,0.068,0.01977,2.69513,2.48091,1.62475,0.00109683,0.00109683,0.00109683
14,93.8716,2.66919,2.53875,1.56576,0.16813,0.18256,0.0812,0.02475,2.72481,2.60324,1.65265,0.0010134,0.0010134,0.0010134
15,100.045,2.60629,2.55664,1.57576,0.15615,0.13593,0.0771,0.02443,2.73255,2.56671,1.60267,0.000928088,0.000928088,0.000928088
16,106.204,2.57728,2.52618,1.54819,0.15523,0.1487,0.07656,0.02271,2.68593,2.52079,1.59682,0.000841835,0.000841835,0.000841835
17,112.337,2.59355,2.51026,1.54074,0.1241,0.16076,0.06969,0.02227,2.68113,2.47841,1.59762,0.000755582,0.000755582,0.000755582
18,118.549,2.57293,2.42647,1.55637,0.13825,0.1548,0.07978,0.0219,2.69695,2.57839,1.62298,0.000670274,0.000670274,0.000670274
19,124.707,2.50779,2.44694,1.54913,0.15812,0.14443,0.09357,0.02907,2.63926,2.4576,1.58757,0.000586845,0.000586845,0.000586845
20,130.924,2.50395,2.39709,1.5135,0.14859,0.16339,0.07979,0.02313,2.65486,2.4701,1.58551,0.00050621,0.00050621,0.00050621
21,138.262,2.46581,2.35433,1.51664,0.13211,0.19961,0.08351,0.0263,2.61272,2.44843,1.56361,0.000429253,0.000429253,0.000429253
22,144.344,2.46018,2.34454,1.50574,0.13985,0.1604,0.096,0.03165,2.65632,2.40034,1.59399,0.000356815,0.000356815,0.000356815
23,150.444,2.43346,2.31516,1.51099,0.17261,0.15812,0.09883,0.03069,2.61925,2.37542,1.57309,0.000289692,0.000289692,0.000289692
24,156.5,2.38859,2.26018,1.48146,0.1568,0.17494,0.0984,0.03213,2.59283,2.36058,1.54563,0.000228618,0.000228618,0.000228618
25,162.596,2.40094,2.24702,1.476,0.17045,0.19383,0.10055,0.03447,2.60927,2.3519,1.55503,0.000174262,0.000174262,0.000174262
26,168.694,2.36726,2.21524,1.46929,0.20302,0.17852,0.10105,0.03177,2.60672,2.34729,1.56635,0.000127221,0.000127221,0.000127221
27,174.726,2.35821,2.21562,1.46671,0.17044,0.18344,0.10581,0.03358,2.60651,2.33942,1.56435,8.80093e-05,8.80093e-05,8.80093e-05
28,180.794,2.33658,2.20294,1.46794,0.17572,0.16606,0.10506,0.03485,2.60018,2.3431,1.55884,5.70564e-05,5.70564e-05,5.70564e-05
29,186.952,2.35478,2.19649,1.44357,0.18668,0.17153,0.10497,0.03452,2.59988,2.33698,1.5505,3.47018e-05,3.47018e-05,3.47018e-05
30,193.005,2.34477,2.17455,1.44323,0.17634,0.18154,0.10417,0.03473,2.59853,2.33407,1.55572,2.11903e-05,2.11903e-05,2.11903e-05
