experiment,name,strategy,training_overrides,run_name,run_path,best_pt,eval_pt,eval_predict_conf,train_time_min,full_test_box_map50,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,best_val_mask_map50,best_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train
swa,YOLO11n-seg + SimAM+CA + SWA checkpoint averaging,D1_SWA,"{""epochs"": 120, ""patience"": 30, ""save_period"": 5}",yolov11n_simam_swa,/kaggle/working/runs/segment/yolov11n_simam_swa,/kaggle/working/runs/segment/yolov11n_simam_swa/weights/best.pt,/kaggle/working/runs/segment/yolov11n_simam_swa/weights/swa_avg.pt,0.25,44.78,0.5093800828580775,0.4615584065567878,0.15539063827376226,0.5557850740107522,0.5092724503885728,0.17182351290898942,119,138,0.3850129198966408,119,120,0.35984848484848486,0.11363636363636363,0.11363636363636363,41,0.4146341463414634,0.4146341463414634,18,0.43902439024390244,0.4327711569665477,62,32,0.49404,0.17565,2.17292,4.20419,2.0312699999999997
