experiment,mode,name,model,run_name,run_path,best_pt,smoke_run,training_seed,fourier_enabled,image_fourier_enabled,feature_fourier_enabled,clean_light_aug_enabled,default_hook_enabled,model_variant,model_yaml_key,model_yaml,augmentation_family,augmentation_setting,augmentation_args_json,fourier_module_policy,params_million,baseline_augmentation_policy,hidden_albumentations_disabled,preprocessing_policy,image_fourier_policy,image_fourier_sigmas,image_fourier_alphas,fourier_policy,fourier_sigma,fourier_alpha,ultralytics_version,train_epochs_requested,train_patience,actual_train_image_files,actual_valid_image_files,actual_test_image_files,fourier_transform_summary,train_args,train_time_min,full_val_box_map50,full_val_mask_map50,labeled_val_box_map50,labeled_val_mask_map50,labeled_val_mask_map50_95,labeled_val_gt_instances,labeled_val_pred_boxes,labeled_val_pred_masks,labeled_val_mask_count_mae,labeled_val_disease_box_miss_rate,labeled_val_disease_mask_miss_rate,healthy_val_images,healthy_val_mask_fp_rate,healthy_val_fp_masks_per_image,healthy_aware_labeled_val_mask_map50,full_test_box_map50,full_test_box_map50_95,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_boxes,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_boxes,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_mask_count_exact,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_test_avg_fp_confidence,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,first_train_seg_loss,best_val_mask_map50,best_val_mask_map50_95,last_val_mask_map50,last_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train,split_policy,seed,train_images,valid_images,test_images,train_specimens,valid_specimens,test_specimens,train_test_group_overlap,train_valid_group_overlap,valid_test_group_overlap,train_labeled_images,train_healthy_empty_images,train_bg_mask_images,train_wssv_mask_images,train_coinfection_images,train_mask_instances,valid_labeled_images,valid_healthy_empty_images,valid_bg_mask_images,valid_wssv_mask_images,valid_coinfection_images,valid_mask_instances,test_labeled_images,test_healthy_empty_images,test_bg_mask_images,test_wssv_mask_images,test_coinfection_images,test_mask_instances,split_manifest_csv,split_summary_csv,split_fingerprint,base_params_million,split_policy_description
stratified_grouped_specimen_yolo11n-seg_N2_degrees_d003_aug_only_hook_off,N2,Stratified grouped-specimen split | yolo11n-seg | N2 | Rotation d003 | aug only | hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N2_degrees_d003_aug_only_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N2_degrees_d003_aug_only_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N2_degrees_d003_aug_only_hook_off/weights/best.pt,False,42,False,False,False,False,False,baseline,,,degrees,d003,"{""degrees"": 3.0}",none,2.877,degrees_d003_degrees3p0,True,none,none,,,none,,,8.4.62,100,40,905,115,129,null,"{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 3.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",43.31,0.39160168930826483,0.3539946981652363,0.41929077336140974,0.3759737333946548,0.1493319835347358,102,62,62,0.4954954954954955,0.2972972972972973,0.2972972972972973,41,0.17073170731707318,0.17073170731707318,0.28953119329357807,0.5023939660127721,0.18122525723324104,0.40121903234550704,0.13121077771362713,0.5382240044258935,0.42734963276046106,0.14037240077123986,119,90,90,0.38113695090439276,119,81,81,0.4564393939393939,0.48863636363636365,0.2727272727272727,0.2727272727272727,41,0.1951219512195122,0.1951219512195122,9,0.21951219512195122,0.5035269326633878,0.34410637703244923,69,29,4.89375,0.35436,0.13863,0.31062,0.11367,0.76562,7.5567,6.79108,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_n1_degrees_w1_interaction_kaggle_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_n1_degrees_w1_interaction_kaggle_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_N3_degrees_d003_with_w1_hook_off,N3,Stratified grouped-specimen split | yolo11n-seg | N3 | Rotation d003 | with w1 | hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N3_degrees_d003_with_w1_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N3_degrees_d003_with_w1_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N3_degrees_d003_with_w1_hook_off/weights/best.pt,False,42,True,True,False,False,False,baseline,,,degrees,d003,"{""degrees"": 3.0}",none,2.877,degrees_d003_degrees3p0,True,highpass_s50_a0p10,highpass_s50_a0p10,50,0.1,highpass_s50_a0p10,50,0.1,8.4.62,100,40,905,115,129,"{""policy"": ""highpass_s50_a0p10"", ""sigmas"": [50], ""alphas"": [0.1], ""passes"": [{""pass"": 1, ""sigma"": 50.0, ""alpha"": 0.1, ""summary"": {""train"": {""images"": 905, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 905, ""cpu_images"": 0, ""oom_splits"": 0}, ""valid"": {""images"": 115, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 115, ""cpu_images"": 0, ""oom_splits"": 0}, ""test"": {""images"": 129, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 129, ""cpu_images"": 0, ""oom_splits"": 0}}}]}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 3.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",38.82,0.46389226039070786,0.37011199371807013,0.47797704360228266,0.37874440702370493,0.14336180701395243,102,83,83,0.45720720720720726,0.1891891891891892,0.1891891891891892,41,0.14634146341463414,0.17073170731707318,0.31287152194350276,0.3757450452356591,0.12262193868630408,0.3297549733165959,0.09184209349977418,0.40385308573101,0.354237189879464,0.09774246126825062,119,121,121,0.40310077519379844,119,105,105,0.4090909090909091,0.5227272727272727,0.1590909090909091,0.1590909090909091,41,0.3170731707317073,0.3170731707317073,16,0.3902439024390244,0.4316645134240389,0.2782116909881115,57,34,4.93505,0.3928,0.1346,0.32213,0.10984,0.92264,6.42888,5.50624,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_n1_degrees_w1_interaction_kaggle_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_n1_degrees_w1_interaction_kaggle_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_N4_degrees_d005_aug_only_hook_off,N4,Stratified grouped-specimen split | yolo11n-seg | N4 | Rotation d005 | aug only | hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N4_degrees_d005_aug_only_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N4_degrees_d005_aug_only_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N4_degrees_d005_aug_only_hook_off/weights/best.pt,False,42,False,False,False,False,False,baseline,,,degrees,d005,"{""degrees"": 5.0}",none,2.877,degrees_d005_degrees5p0,True,none,none,,,none,,,8.4.62,100,40,905,115,129,null,"{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 5.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",37.52,0.43929290039685387,0.41782782636578353,0.4711868599331499,0.44371847053841273,0.1572485544801055,102,87,87,0.47072072072072074,0.20270270270270271,0.20270270270270271,41,0.14634146341463414,0.17073170731707318,0.37514288275550783,0.36925380551871656,0.1338146147181155,0.3593430930303534,0.10261418585760174,0.40153063204562806,0.38786446374920713,0.11247104044661341,119,98,98,0.3953488372093023,119,85,85,0.4318181818181818,0.48863636363636365,0.25,0.25,41,0.21951219512195122,0.21951219512195122,13,0.3170731707317073,0.5248195804082431,0.3068223351461029,61,21,4.89784,0.41802,0.15064,0.31905,0.11002,0.99194,6.23199,5.24005,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_n1_degrees_w1_interaction_kaggle_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_n1_degrees_w1_interaction_kaggle_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_N5_degrees_d005_with_w1_hook_off,N5,Stratified grouped-specimen split | yolo11n-seg | N5 | Rotation d005 | with w1 | hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N5_degrees_d005_with_w1_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N5_degrees_d005_with_w1_hook_off,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N5_degrees_d005_with_w1_hook_off/weights/best.pt,False,42,True,True,False,False,False,baseline,,,degrees,d005,"{""degrees"": 5.0}",none,2.877,degrees_d005_degrees5p0,True,highpass_s50_a0p10,highpass_s50_a0p10,50,0.1,highpass_s50_a0p10,50,0.1,8.4.62,100,40,905,115,129,"{""policy"": ""highpass_s50_a0p10"", ""sigmas"": [50], ""alphas"": [0.1], ""passes"": [{""pass"": 1, ""sigma"": 50.0, ""alpha"": 0.1, ""summary"": {""train"": {""images"": 905, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 905, ""cpu_images"": 0, ""oom_splits"": 0}, ""valid"": {""images"": 115, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 115, ""cpu_images"": 0, ""oom_splits"": 0}, ""test"": {""images"": 129, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 129, ""cpu_images"": 0, ""oom_splits"": 0}}}]}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 5.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",39.31,0.45054008948681246,0.37612184970810575,0.47317503230993263,0.39180038621334495,0.16503649735179743,102,117,117,0.5990990990990991,0.16216216216216217,0.16216216216216217,41,0.21951219512195122,0.34146341463414637,0.31556988742187053,0.40249083920921924,0.1542275763563815,0.3719257698973283,0.11232312511908275,0.4619694959807745,0.42409810234882556,0.13081378041339592,119,162,162,0.5,119,140,140,0.48295454545454547,0.5113636363636364,0.09090909090909091,0.09090909090909091,41,0.4878048780487805,0.4878048780487805,22,0.5365853658536586,0.5231593522158536,0.3375335236348566,58,40,4.97478,0.42312,0.14107,0.33153,0.1228,1.07701,6.27991,5.2029,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_only_fourier_n1_degrees_w1_interaction_kaggle_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_only_fourier_n1_degrees_w1_interaction_kaggle_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
