metric,value_percent
accuracy,87.72727272727273
balanced_accuracy,87.42604617604619
macro_precision,86.03226878755048
macro_recall,87.42604617604619
macro_f1,86.51047360451702
weighted_f1,87.87722957185787
top1_accuracy,87.72727272727273
top2_accuracy,95.9090909090909
