experiment,name,model,run_name,run_path,best_pt,smoke_run,training_seed,baseline_augmentation_policy,hidden_albumentations_disabled,apply_clahe,train_time_min,full_val_box_map50,full_val_mask_map50,labeled_val_box_map50,labeled_val_mask_map50,labeled_val_mask_map50_95,labeled_val_gt_instances,labeled_val_pred_boxes,labeled_val_pred_masks,labeled_val_mask_count_mae,labeled_val_disease_box_miss_rate,labeled_val_disease_mask_miss_rate,healthy_val_images,healthy_val_mask_fp_rate,healthy_val_fp_masks_per_image,healthy_aware_labeled_val_mask_map50,full_test_box_map50,full_test_box_map50_95,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_boxes,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_boxes,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_mask_count_exact,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_test_avg_fp_confidence,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,first_train_seg_loss,best_val_mask_map50,best_val_mask_map50_95,last_val_mask_map50,last_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train,split_policy,seed,train_images,valid_images,test_images,train_specimens,valid_specimens,test_specimens,train_test_group_overlap,train_valid_group_overlap,valid_test_group_overlap,train_labeled_images,train_healthy_empty_images,train_bg_mask_images,train_wssv_mask_images,train_coinfection_images,train_mask_instances,valid_labeled_images,valid_healthy_empty_images,valid_bg_mask_images,valid_wssv_mask_images,valid_coinfection_images,valid_mask_instances,test_labeled_images,test_healthy_empty_images,test_bg_mask_images,test_wssv_mask_images,test_coinfection_images,test_mask_instances,split_manifest_csv,split_summary_csv,split_fingerprint,params_million,split_policy_description
stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug,Stratified grouped-specimen split | yolo11n-seg | Clean Light YOLO Augmentation,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed3407_stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed3407_stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed3407_stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug/weights/best.pt,False,3407,explicit_light_yolo_aug,False,False,22.72,0.5803923637201159,0.558598857186619,0.5884913003388077,0.5652822554119161,0.21526757326323848,97,106,106,0.5915492957746479,0.15492957746478872,0.15492957746478872,42,0.09523809523809523,0.09523809523809523,0.502941544479656,0.5448707590581165,0.17806615860431993,0.4319421852964497,0.125908355303265,0.5611185248270387,0.4448563744826052,0.13003712775164075,113,132,132,0.34823848238482386,113,127,127,0.46138211382113825,0.524390243902439,0.07317073170731707,0.07317073170731707,41,0.12195121951219512,0.12195121951219512,5,0.12195121951219512,0.45856239199638366,0.39861653708423117,81,56,4.62116,0.58484,0.20416,0.51527,0.19029,1.65974,4.2555,2.5957599999999994,stratified_grouped_specimen,3407,913,113,123,331,40,45,0,0,0,593,320,333,435,175,821,71,42,39,52,20,97,82,41,46,61,25,113,/kaggle/working/shrimp_yolo_seg_grouped_seed_stability/reports/split_manifests/stratified_grouped_specimen_seed3407_manifest.csv,/kaggle/working/shrimp_yolo_seg_grouped_seed_stability/reports/split_manifests/stratified_grouped_specimen_seed3407_summary.csv,31f629aea8784b7d6a27442e7c66acc182c94f5917faba40e89d22fe0d4a4251,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug,Stratified grouped-specimen split | yolo11n-seg | Clean Light YOLO Augmentation,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug/weights/best.pt,False,42,explicit_light_yolo_aug,False,False,24.4,0.5455173448168066,0.47394087231548915,0.5645673289198339,0.48964849552084183,0.16037136763696394,102,100,100,0.40315315315315314,0.10810810810810811,0.10810810810810811,41,0.12195121951219512,0.12195121951219512,0.44107949969574844,0.5664424779934432,0.22428528928223385,0.48153170664315664,0.158036179598201,0.6047653318122569,0.5120017724041486,0.16778526296610805,119,129,129,0.3049095607235142,119,118,118,0.32196969696969696,0.625,0.07954545454545454,0.07954545454545454,41,0.24390243902439024,0.24390243902439024,11,0.2682926829268293,0.5182696960189126,0.4595812254714065,86,56,4.84766,0.47392,0.15685,0.42043,0.15023,1.71531,4.98513,3.26982,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/kaggle/working/shrimp_yolo_seg_grouped_seed_stability/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/kaggle/working/shrimp_yolo_seg_grouped_seed_stability/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug,Stratified grouped-specimen split | yolo11n-seg | Clean Light YOLO Augmentation,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed123_stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed123_stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed123_stratified_grouped_specimen_yolo11n-seg_clean_light_yolo_aug/weights/best.pt,False,123,explicit_light_yolo_aug,False,False,25.5,0.4955480426332566,0.3904266192711923,0.5266917104315935,0.4168005894033986,0.14315458062005756,105,87,87,0.3188405797101449,0.057971014492753624,0.057971014492753624,36,0.16666666666666666,0.16666666666666666,0.37549624157731165,0.46276983018759,0.16979014186020505,0.4397793034292503,0.1277438442199113,0.487989114284352,0.46189606633731295,0.13366975948303145,112,141,141,0.4634146341463415,112,125,125,0.5,0.5365853658536586,0.0975609756097561,0.0975609756097561,41,0.34146341463414637,0.34146341463414637,16,0.3902439024390244,0.5239032190293074,0.38811557853243484,91,56,4.7924,0.39493,0.12215,0.36958,0.12362,1.57321,4.81396,3.24075,stratified_grouped_specimen,123,921,105,123,331,40,45,0,0,0,595,326,331,436,172,814,69,36,41,51,23,105,82,41,46,61,25,112,/kaggle/working/shrimp_yolo_seg_grouped_seed_stability/reports/split_manifests/stratified_grouped_specimen_seed123_manifest.csv,/kaggle/working/shrimp_yolo_seg_grouped_seed_stability/reports/split_manifests/stratified_grouped_specimen_seed123_summary.csv,437439723523fef5f4cc8bad2d1428ea97713ab04c7dd3ca20db1c57c5545853,2.877,Disease-stratified split where all images from one shrimp stay together.
