experiment,mode,name,model,run_name,run_path,best_pt,smoke_run,training_seed,fourier_enabled,image_fourier_enabled,feature_fourier_enabled,clean_light_aug_enabled,default_hook_enabled,model_variant,model_yaml_key,model_yaml,augmentation_family,augmentation_setting,augmentation_args_json,fourier_module_policy,params_million,baseline_augmentation_policy,hidden_albumentations_disabled,preprocessing_policy,image_fourier_policy,image_fourier_sigmas,image_fourier_alphas,fourier_policy,fourier_sigma,fourier_alpha,ultralytics_version,train_epochs_requested,train_patience,actual_train_image_files,actual_valid_image_files,actual_test_image_files,fourier_transform_summary,train_args,train_time_min,full_val_box_map50,full_val_mask_map50,labeled_val_box_map50,labeled_val_mask_map50,labeled_val_mask_map50_95,labeled_val_gt_instances,labeled_val_pred_boxes,labeled_val_pred_masks,labeled_val_mask_count_mae,labeled_val_disease_box_miss_rate,labeled_val_disease_mask_miss_rate,healthy_val_images,healthy_val_mask_fp_rate,healthy_val_fp_masks_per_image,healthy_aware_labeled_val_mask_map50,full_test_box_map50,full_test_box_map50_95,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_boxes,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_boxes,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_mask_count_exact,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_test_avg_fp_confidence,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,first_train_seg_loss,best_val_mask_map50,best_val_mask_map50_95,last_val_mask_map50,last_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train,split_policy,seed,train_images,valid_images,test_images,train_specimens,valid_specimens,test_specimens,train_test_group_overlap,train_valid_group_overlap,valid_test_group_overlap,train_labeled_images,train_healthy_empty_images,train_bg_mask_images,train_wssv_mask_images,train_coinfection_images,train_mask_instances,valid_labeled_images,valid_healthy_empty_images,valid_bg_mask_images,valid_wssv_mask_images,valid_coinfection_images,valid_mask_instances,test_labeled_images,test_healthy_empty_images,test_bg_mask_images,test_wssv_mask_images,test_coinfection_images,test_mask_instances,split_manifest_csv,split_summary_csv,split_fingerprint,base_params_million,split_policy_description
stratified_grouped_specimen_yolo11n-seg_N0_scale_baseline_no_aug_no_fourier_hook_off,N0,Stratified grouped-specimen split | yolo11n-seg | N0 | Scale study | no augmentation | no Fourier | hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N0_scale_baseline_no_aug_no_fourier_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N0_scale_baseline_no_aug_no_fourier_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N0_scale_baseline_no_aug_no_fourier_hook_off/weights/best.pt,False,42,False,False,False,False,False,baseline,,,none,none,{},none,2.877,none,True,none,none,,,none,,,8.4.62,100,40,905,115,129,null,"{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 0.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",25.93,0.35536210231803783,0.2870064142121786,0.3680715021725807,0.297918060885713,0.10350430632494226,102,89,89,0.3963963963963964,0.1891891891891892,0.1891891891891892,41,0.17073170731707318,0.17073170731707318,0.23264669195580745,0.2799560043861167,0.08548823529337107,0.20694757546035203,0.05336467459069061,0.32033180787980076,0.2353739021716232,0.06055459392297792,119,126,126,0.4715762273901809,119,103,103,0.42992424242424243,0.5,0.22727272727272727,0.22727272727272727,41,0.3902439024390244,0.3902439024390244,23,0.5609756097560976,0.4946060102918874,0.14076239071559954,60,13,4.9474,0.29705,0.10081,0.24683,0.08526,0.17841,12.5212,12.34279,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_N1_scale_w1_only_no_yolo_aug_hook_off,N1,Stratified grouped-specimen split | yolo11n-seg | N1 | Scale study | W1 only | no YOLO augmentation | hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N1_scale_w1_only_no_yolo_aug_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N1_scale_w1_only_no_yolo_aug_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N1_scale_w1_only_no_yolo_aug_hook_off/weights/best.pt,False,42,True,True,False,False,False,baseline,,,none,w1_only,{},none,2.877,none,True,highpass_s50_a0p10,highpass_s50_a0p10,50,0.1,highpass_s50_a0p10,50,0.1,8.4.62,100,40,905,115,129,"{""policy"": ""highpass_s50_a0p10"", ""sigmas"": [50], ""alphas"": [0.1], ""passes"": [{""pass"": 1, ""sigma"": 50.0, ""alpha"": 0.1, ""summary"": {""train"": {""images"": 905, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 905, ""cpu_images"": 0, ""oom_splits"": 0}, ""valid"": {""images"": 115, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 115, ""cpu_images"": 0, ""oom_splits"": 0}, ""test"": {""images"": 129, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 129, ""cpu_images"": 0, ""oom_splits"": 0}}}]}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 0.0, ""translate"": 0.0, ""scale"": 0.0, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",23.08,0.3764244031075043,0.28722918701172817,0.4585644235877495,0.3377933759294919,0.1194508872580848,102,123,123,0.9707207207207207,0.24324324324324326,0.24324324324324326,41,0.5365853658536586,0.8536585365853658,0.19911231682160346,0.3471493831306617,0.126019725909314,0.2884311033232961,0.07220340637299909,0.41822905433288604,0.3451051658055371,0.08848411286026592,119,189,189,0.8669250645994832,119,151,151,0.8390151515151515,0.36363636363636365,0.19318181818181818,0.19318181818181818,41,0.6341463414634146,0.6341463414634146,38,0.926829268292683,0.5085739022807071,0.2107625013561653,50,35,5.00496,0.29929,0.1068,0.22823,0.08895,0.27909,10.8084,10.52931,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_N2_scale_s010_aug_only_hook_off,N2,Stratified grouped-specimen split | yolo11n-seg | N2 | Scale s010 | aug only | hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N2_scale_s010_aug_only_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N2_scale_s010_aug_only_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N2_scale_s010_aug_only_hook_off/weights/best.pt,False,42,False,False,False,False,False,baseline,,,scale,s010,"{""scale"": 0.1}",none,2.877,scale_s010_scale0p1,True,none,none,,,none,,,8.4.62,100,40,905,115,129,null,"{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 0.0, ""translate"": 0.0, ""scale"": 0.1, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",41.24,0.4048553770955791,0.35784884411983625,0.43342596312554427,0.3791376473686492,0.1466285738819142,102,89,89,0.44819819819819817,0.1891891891891892,0.1891891891891892,41,0.1951219512195122,0.1951219512195122,0.30883716395840966,0.3835357119187555,0.15237605006281468,0.33044621351758224,0.10709427364363341,0.45974897096494366,0.3848248034409303,0.12739984299931556,119,120,120,0.4509043927648579,119,101,101,0.44507575757575757,0.5113636363636364,0.20454545454545456,0.20454545454545456,41,0.4146341463414634,0.4146341463414634,19,0.4634146341463415,0.6336673372670224,0.29042578274617786,87,32,4.89094,0.38492,0.12143,0.32596,0.11812,0.72352,8.66525,7.941730000000001,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_N3_scale_s010_with_w1_hook_off,N3,Stratified grouped-specimen split | yolo11n-seg | N3 | Scale s010 | with w1 | hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N3_scale_s010_with_w1_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N3_scale_s010_with_w1_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N3_scale_s010_with_w1_hook_off/weights/best.pt,False,42,True,True,False,False,False,baseline,,,scale,s010,"{""scale"": 0.1}",none,2.877,scale_s010_scale0p1,True,highpass_s50_a0p10,highpass_s50_a0p10,50,0.1,highpass_s50_a0p10,50,0.1,8.4.62,100,40,905,115,129,"{""policy"": ""highpass_s50_a0p10"", ""sigmas"": [50], ""alphas"": [0.1], ""passes"": [{""pass"": 1, ""sigma"": 50.0, ""alpha"": 0.1, ""summary"": {""train"": {""images"": 905, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 905, ""cpu_images"": 0, ""oom_splits"": 0}, ""valid"": {""images"": 115, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 115, ""cpu_images"": 0, ""oom_splits"": 0}, ""test"": {""images"": 129, ""failed"": 0, ""device"": ""cuda"", ""batch_size"": 4, ""gpu_images"": 129, ""cpu_images"": 0, ""oom_splits"": 0}}}]}","{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 0.0, ""translate"": 0.0, ""scale"": 0.1, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",35.01,0.4556513823688627,0.41403338682936874,0.4685304405388997,0.42641936033541405,0.1578751979686274,102,101,101,0.39414414414414417,0.16216216216216217,0.16216216216216217,41,0.2682926829268293,0.2926829268292683,0.3555585605111996,0.4150413197033447,0.1453192803337149,0.3416040378419188,0.09892029082423695,0.4430511555454411,0.3622911671711646,0.10519008837882422,119,141,141,0.49741602067183466,119,124,124,0.5359848484848485,0.4659090909090909,0.06818181818181818,0.06818181818181818,41,0.3902439024390244,0.3902439024390244,17,0.4146341463414634,0.5537164509296417,0.286240261775747,67,27,4.88789,0.41613,0.15251,0.37028,0.12766,0.97458,5.69391,4.719329999999999,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
stratified_grouped_specimen_yolo11n-seg_N4_scale_s020_aug_only_hook_off,N4,Stratified grouped-specimen split | yolo11n-seg | N4 | Scale s020 | aug only | hook off,yolo11n-seg.pt,yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N4_scale_s020_aug_only_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N4_scale_s020_aug_only_hook_off,/content/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_N4_scale_s020_aug_only_hook_off/weights/best.pt,False,42,False,False,False,False,False,baseline,,,scale,s020,"{""scale"": 0.2}",none,2.877,scale_s020_scale0p2,True,none,none,,,none,,,8.4.62,100,40,905,115,129,null,"{""auto_augment"": null, ""erasing"": 0.0, ""mosaic"": 0.0, ""mixup"": 0.0, ""cutmix"": 0.0, ""copy_paste"": 0.0, ""fliplr"": 0.0, ""flipud"": 0.0, ""hsv_h"": 0.0, ""hsv_s"": 0.0, ""hsv_v"": 0.0, ""degrees"": 0.0, ""translate"": 0.0, ""scale"": 0.2, ""shear"": 0.0, ""perspective"": 0.0, ""multi_scale"": false, ""bgr"": 0.0, ""close_mosaic"": 0}",46.63,0.4122379512467756,0.37126807080216734,0.4509092751087884,0.4056697819467254,0.1570864580947275,102,75,75,0.39864864864864863,0.25675675675675674,0.25675675675675674,41,0.24390243902439024,0.24390243902439024,0.32283359209834045,0.4314592608712209,0.1802388121394383,0.36577291839592646,0.12190401995089117,0.47261854016543137,0.39886028225101566,0.13100076713175707,119,108,108,0.45348837209302323,119,93,93,0.4943181818181818,0.5113636363636364,0.22727272727272727,0.22727272727272727,41,0.34146341463414637,0.34146341463414637,15,0.36585365853658536,0.555685555934906,0.3059071226057828,100,16,4.78873,0.3853,0.12664,0.35934,0.1304,0.81723,6.98213,6.164899999999999,stratified_grouped_specimen,42,905,115,129,331,40,45,0,0,0,584,321,326,431,173,810,74,41,42,53,21,102,88,41,50,64,26,119,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_manifest.csv,/content/shrimp_only_fourier_n1_scale_w1_interaction_colab_seed42/reports/split_manifests/stratified_grouped_specimen_seed42_summary.csv,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,2.877,Disease-stratified split where all images from one shrimp stay together.
