Repeat,Seed,Model,Backend,Loss,Loss Key,Epoch,Phase,LR,Train Loss,Train Accuracy,Val Loss,Val Accuracy,Val Precision,Val Recall,Val F1-Score,Val Cohen Kappa
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,1,warmup,1.00e-03,1.376857363169466,0.40049751243781095,1.02769369302794,0.5406976744186046,0.678939393939394,0.4755720470006184,0.4460881997219207,0.336847242557345
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,2,warmup,1.00e-03,0.9604553135473337,0.599502487562189,0.9935354576554409,0.5930232558139535,0.6666122178107973,0.5315862708719852,0.5423067568939989,0.412740220466296
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,3,warmup,1.00e-03,0.8201737119190728,0.6554726368159204,0.8628621739010478,0.6337209302325582,0.6117037411526796,0.6034632034632035,0.6056807421317028,0.49475451112043645
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,4,warmup,9.00e-04,0.7536465315083366,0.6878109452736318,0.8329751269761906,0.6453488372093024,0.7538543328017011,0.5666280148423005,0.5531446540880502,0.49006075334143373
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,5,warmup,9.00e-04,0.7168126942506478,0.7052238805970149,0.858679311220036,0.6511627906976745,0.7101648637403786,0.5869511440940012,0.6017413901274868,0.5
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,6,finetune,"2.00e-05,1.00e-04",0.7044157712020684,0.7052238805970149,0.7967027619827626,0.6627906976744186,0.6430982519590115,0.5844078540507112,0.5625517796879098,0.5210753720595296
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,7,finetune,"2.00e-05,1.00e-04",0.5924693642564081,0.7587064676616916,0.8032563758450885,0.6976744186046512,0.6906573033155312,0.6511440940012369,0.6599633031899985,0.576775658922065
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,8,finetune,"2.00e-05,1.00e-04",0.49623061798105195,0.7935323383084577,0.6866269180941027,0.7093023255813954,0.6901864035087718,0.6592532467532467,0.6652952131597197,0.5938031362176459
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,9,finetune,"1.80e-05,9.00e-05",0.4056075833626647,0.8370646766169154,0.6922498026559519,0.7093023255813954,0.7257716478625941,0.7071119356833643,0.6956274574825905,0.6084323635204663
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,10,finetune,"1.80e-05,9.00e-05",0.5056736424417045,0.7873134328358209,0.6925482694492784,0.75,0.7381795835743205,0.7107915893630179,0.7184708372630262,0.652149374470887
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,11,finetune,"1.80e-05,9.00e-05",0.34645949393066006,0.8768656716417911,0.6274048727612163,0.7790697674418605,0.7692183438366282,0.7531230674087818,0.7561580093377718,0.6962542987266475
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,12,finetune,"1.62e-05,8.10e-05",0.32794609562081484,0.8843283582089553,0.6784593754036482,0.7616279069767442,0.7447902468574892,0.7340986394557822,0.73587419947394,0.6710974301571755
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,13,finetune,"1.62e-05,8.10e-05",0.23764828588832076,0.914179104477612,0.5808299350184064,0.7848837209302325,0.7664212531859591,0.7795299938157081,0.7710604234356986,0.7077784920562036
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,14,finetune,"1.62e-05,8.10e-05",0.24168248259606054,0.9054726368159204,0.6397589833237404,0.8197674418604651,0.8209701384358918,0.7954158936301794,0.8029400424137266,0.7503160852259424
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,15,finetune,"1.46e-05,7.29e-05",0.19282782570787924,0.9303482587064676,0.545814220295396,0.813953488372093,0.8017643709716247,0.8048855905998764,0.8017449822722534,0.7457031971909074
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,16,finetune,"1.46e-05,7.29e-05",0.17552766114918153,0.9378109452736318,0.5836323069971662,0.7906976744186046,0.7806609547123623,0.7927875695732838,0.7785068453684738,0.7167169914905298
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,17,finetune,"1.46e-05,7.29e-05",0.1394586011544982,0.9527363184079602,0.5547893463179122,0.8081395348837209,0.8105066605066604,0.7762755102040816,0.7877910977029745,0.7331201805529435
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,18,finetune,"1.31e-05,6.56e-05",0.10733969793168467,0.9701492537313433,0.5100313217140907,0.8081395348837209,0.7952274659863946,0.8059755720470005,0.7962987452506086,0.7400741860145624
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,19,finetune,"1.31e-05,6.56e-05",0.0963234589319324,0.9800995024875622,0.517888181431349,0.8197674418604651,0.8088007985623566,0.8012987012987014,0.8022261834961785,0.7523110512379803
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,20,finetune,"1.31e-05,6.56e-05",0.08831439550910423,0.9701492537313433,0.5017747837443685,0.8313953488372093,0.8154858648542159,0.826808905380334,0.8171169981810714,0.7713499885399954
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,21,finetune,"1.18e-05,5.90e-05",0.06493823111650363,0.9838308457711443,0.48832382850868755,0.8546511627906976,0.8482961202790158,0.8319109461966605,0.8384162808226747,0.7993841560138099
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,22,finetune,"1.18e-05,5.90e-05",0.05510092965461573,0.9850746268656716,0.47824380286904267,0.8430232558139535,0.8267676767676768,0.8385513296227582,0.8305597435583989,0.7866103018885264
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,23,finetune,"1.18e-05,5.90e-05",0.055468604802640514,0.9875621890547264,0.5073378862336625,0.8488372093023255,0.8552551020408163,0.820926097711812,0.8326584745303958,0.7902242236607562
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,24,finetune,"1.06e-05,5.31e-05",0.05322852636228746,0.9900497512437811,0.4530964174935984,0.8546511627906976,0.8416100917210796,0.8530998763141621,0.8452091713596138,0.8024441789947625
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,25,finetune,"1.06e-05,5.31e-05",0.035939283187116554,0.9937810945273632,0.4674874613451403,0.8604651162790697,0.8525042942649808,0.8444109461966605,0.8474219265552503,0.8081427774679308
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,26,finetune,"1.06e-05,5.31e-05",0.029853740651438487,0.9975124378109452,0.472538945286773,0.8488372093023255,0.8370685915401999,0.8394867037724181,0.8376121281846072,0.7932501155802126
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,27,finetune,"9.57e-06,4.78e-05",0.024408247597534117,0.9987562189054726,0.4650027682614881,0.8604651162790697,0.8505838687022198,0.8427179962894249,0.8460705497691037,0.8081071030122722
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,28,finetune,"9.57e-06,4.78e-05",0.02035463152138229,0.996268656716418,0.476214048474334,0.8313953488372093,0.8172725350860757,0.827922077922078,0.8205163273304865,0.7708352476339244
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,29,finetune,"9.57e-06,4.78e-05",0.023181009733011546,0.9975124378109452,0.46338914854581964,0.8895348837209303,0.8863243109627982,0.877922077922078,0.8810469667739663,0.848113032162112
1,42,convnext_tiny,timm,Baseline CE,baseline_ce,30,finetune,"8.61e-06,4.30e-05",0.01959077002531594,0.996268656716418,0.47396917675816735,0.872093023255814,0.8681460340734534,0.8640615337043909,0.864184457341977,0.824976873265495
