split_policy,model,seed,training_seed,params_million,train_images,valid_images,test_images,train_coinfection_images,valid_coinfection_images,test_coinfection_images,train_bg_mask_images,valid_bg_mask_images,test_bg_mask_images,train_wssv_mask_images,valid_wssv_mask_images,test_wssv_mask_images,split_manifest_csv,split_fingerprint,epochs_ran,best_epoch_by_mask_map50,train_time_min,full_test_mask_map50,full_test_mask_map50_95,labeled_test_mask_map50,labeled_test_mask_map50_95,healthy_test_mask_fp_rate,healthy_test_fp_masks_per_image,labeled_test_disease_mask_miss_rate,labeled_test_mask_count_mae,healthy_aware_labeled_val_mask_map50,healthy_aware_labeled_test_mask_map50,best_pt,run_path
merged_convention_grouped_plus_unmatched_stratified_random,yolo11n-seg.pt,42,42,2.877,1147,144,161,173,21,26,445,56,66,554,68,80,/kaggle/working/shrimp_yolo11n_new_dataset_mixed_split_baseline/reports/split_manifests/merged_mixed_split_seed42_manifest.csv,acd89cbdbf72795b5a0d3719550cb0df32e2312fbe56754e1b3a2b2c38552ec8,100,46,35.03,0.5472467500091122,0.22849564427921068,0.5636756665266707,0.23313935238571667,0.2682926829268293,0.3170731707317073,0.09166666666666666,0.42083333333333334,0.5217857761776155,0.502054731567321,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_merged_convention_grouped_plus_unmatched_stratified_random_seed42_merged_mixed_split_yolo11n-seg_clean_light_yolo_aug/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_merged_convention_grouped_plus_unmatched_stratified_random_seed42_merged_mixed_split_yolo11n-seg_clean_light_yolo_aug
