split_policy,runs,full_test_mask_map50_mean,full_test_mask_map50_std,full_test_mask_map50_min,full_test_mask_map50_max,full_test_mask_map50_range,labeled_test_mask_map50_mean,labeled_test_mask_map50_std,labeled_test_mask_map50_min,labeled_test_mask_map50_max,labeled_test_mask_map50_range,labeled_test_mask_map50_95_mean,labeled_test_mask_map50_95_std,labeled_test_mask_map50_95_min,labeled_test_mask_map50_95_max,labeled_test_mask_map50_95_range,healthy_test_mask_fp_rate_mean,healthy_test_mask_fp_rate_std,healthy_test_mask_fp_rate_min,healthy_test_mask_fp_rate_max,healthy_test_mask_fp_rate_range,healthy_test_fp_masks_per_image_mean,healthy_test_fp_masks_per_image_std,healthy_test_fp_masks_per_image_min,healthy_test_fp_masks_per_image_max,healthy_test_fp_masks_per_image_range,labeled_test_disease_mask_miss_rate_mean,labeled_test_disease_mask_miss_rate_std,labeled_test_disease_mask_miss_rate_min,labeled_test_disease_mask_miss_rate_max,labeled_test_disease_mask_miss_rate_range,labeled_test_mask_count_mae_mean,labeled_test_mask_count_mae_std,labeled_test_mask_count_mae_min,labeled_test_mask_count_mae_max,labeled_test_mask_count_mae_range,healthy_aware_labeled_test_mask_map50_mean,healthy_aware_labeled_test_mask_map50_std,healthy_aware_labeled_test_mask_map50_min,healthy_aware_labeled_test_mask_map50_max,healthy_aware_labeled_test_mask_map50_range,train_test_group_overlap_mean,train_test_group_overlap_std,train_test_group_overlap_min,train_test_group_overlap_max,train_test_group_overlap_range,valid_test_group_overlap_mean,valid_test_group_overlap_std,valid_test_group_overlap_min,valid_test_group_overlap_max,valid_test_group_overlap_range
stratified_grouped_specimen,3,0.45108439845628556,0.02665772002678772,0.4319421852964497,0.48153170664315664,0.049589521346706966,0.4729180710746889,0.03490328862490832,0.4448563744826052,0.5120017724041486,0.06714539792154339,0.1438307167335934,0.020824606052173886,0.13003712775164075,0.16778526296610805,0.03774813521446729,0.23577235772357721,0.10998170128836329,0.12195121951219512,0.34146341463414637,0.21951219512195125,0.2601626016260163,0.13433098895819762,0.12195121951219512,0.3902439024390244,0.2682926829268293,0.08342572062084257,0.012649638256368105,0.07317073170731707,0.0975609756097561,0.024390243902439032,0.42778393693027844,0.09365001504034856,0.32196969696969696,0.5,0.17803030303030304,0.4154377803626908,0.03858821506854497,0.38811557853243484,0.4595812254714065,0.07146564693897167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
