epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.5115,3.21794,8.43897,1.55501,0.0003,0.01397,5e-05,1e-05,3.00214,10.4241,1.55383,0.000547247,0.000547247,0.000547247
2,16.8511,3.04797,6.82252,1.43159,0.00604,0.21712,0.00554,0.00138,2.9814,8.63753,1.6366,0.001092,0.001092,0.001092
3,21.163,3.06182,5.69628,1.45235,0.02258,0.12971,0.00902,0.00197,3.02591,7.25576,1.56058,0.00162574,0.00162574,0.00162574
4,25.4428,3.138,4.96426,1.4211,0.00599,0.23565,0.0037,0.00079,2.99231,5.71244,1.555,0.00161749,0.00161749,0.00161749
5,29.7115,3.03769,4.59532,1.39108,0.04951,0.07259,0.01255,0.00296,2.93806,6.30253,1.42948,0.00160099,0.00160099,0.00160099
6,33.9951,3.07443,4.18966,1.3992,0.01222,0.50885,0.02044,0.00487,2.81718,4.86089,1.47173,0.00158448,0.00158448,0.00158448
7,38.2406,2.95534,3.93625,1.41505,0.01147,0.45657,0.01488,0.00377,2.89181,4.60918,1.45996,0.00156798,0.00156798,0.00156798
8,42.4767,2.94738,3.81817,1.36638,0.0109,0.41887,0.01684,0.00397,2.8251,4.68364,1.42575,0.00155148,0.00155148,0.00155148
9,46.7412,2.89286,3.59146,1.3575,0.02373,0.33782,0.01826,0.00407,2.81061,4.11102,1.42909,0.00153497,0.00153497,0.00153497
10,50.9984,2.87102,3.5708,1.35565,0.01249,0.50303,0.02039,0.00495,2.83023,3.88129,1.40019,0.00151847,0.00151847,0.00151847
11,55.2772,2.95508,3.47471,1.35539,0.01131,0.42847,0.01719,0.0043,2.74975,3.81137,1.47768,0.00150197,0.00150197,0.00150197
12,59.5345,2.87917,3.42923,1.35369,0.04979,0.07234,0.02035,0.00507,2.72672,3.80109,1.37424,0.00148546,0.00148546,0.00148546
13,63.7909,2.90141,3.31395,1.35142,0.01349,0.55187,0.02987,0.00743,2.67486,3.50352,1.42134,0.00146896,0.00146896,0.00146896
14,68.0711,2.88158,3.32606,1.35263,0.09189,0.1048,0.02312,0.00542,2.66524,3.70739,1.40901,0.00145246,0.00145246,0.00145246
15,72.3335,2.80346,3.21087,1.34962,0.08077,0.09543,0.03246,0.00796,2.69976,3.36673,1.41261,0.00143595,0.00143595,0.00143595
16,76.5897,2.79659,3.2142,1.3554,0.13179,0.07711,0.03614,0.01009,2.70425,3.49728,1.39454,0.00141945,0.00141945,0.00141945
17,80.9007,2.84935,3.17752,1.31461,0.01701,0.51601,0.03172,0.00877,2.63494,3.52387,1.40768,0.00140295,0.00140295,0.00140295
18,85.1766,2.80843,3.14351,1.34223,0.02327,0.46828,0.02689,0.00711,2.62615,3.46028,1.39216,0.00138644,0.00138644,0.00138644
19,89.4494,2.85224,3.10397,1.32324,0.03316,0.25057,0.02872,0.00774,2.64959,3.38513,1.39539,0.00136994,0.00136994,0.00136994
20,93.7585,2.81131,3.12725,1.35077,0.05579,0.16169,0.03501,0.00911,2.62884,3.38877,1.45135,0.00135344,0.00135344,0.00135344
21,98.0433,2.83684,3.12234,1.32258,0.05085,0.2847,0.0358,0.00877,2.6209,3.33551,1.39942,0.00133693,0.00133693,0.00133693
22,102.543,2.73592,3.04148,1.32615,0.10976,0.09072,0.0462,0.01299,2.67459,3.2719,1.36686,0.00132043,0.00132043,0.00132043
23,106.845,2.76758,3.0188,1.32377,0.14747,0.09826,0.04689,0.01333,2.62333,3.27837,1.38698,0.00130393,0.00130393,0.00130393
24,111.141,2.787,3.0274,1.33542,0.10768,0.10818,0.05255,0.0149,2.64579,3.17074,1.37659,0.00128742,0.00128742,0.00128742
