family,model,baseline_model_name,seed,baseline_variant_key,baseline_macro_f1,baseline_accuracy,baseline_cohen_kappa,baseline_params_m,baseline_training_time_s,baseline_val_f1_score,baseline_inference_time_s,baseline_fps,baseline_latency_ms,baseline_source,best_variant_key,best_macro_f1,best_accuracy,best_cohen_kappa,best_source,delta_macro_f1,delta_accuracy,delta_cohen_kappa,note
timm,mobilevit_s,mobilevit_s,42,baseline_ce_previous_seed42_run,0.6918,0.7391,,4.94,150.7,0.8078,2.47,46.5,21.51,user_provided_previous_seed42_timm_baseline_table_screenshot,asl_ldam_simam_dcfr_top1,0.6831787531861949,0.7109826589595376,0.5984774636772965,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_mobilevit_s_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,-0.00862124681380505,-0.028117341040462374,,baseline filled from previous seed42 TIMM baseline table supplied by user; improved metrics from retained curated best-method table
timm,ghostnetv2_100,ghostnetv2_100,42,baseline_ce_previous_seed42_run,0.6101,0.6174,,4.88,92.3,0.724,3.3,34.8,28.71,user_provided_previous_seed42_timm_baseline_table_screenshot,asl_ldam_simam_dcfr_top1,0.5956615286069754,0.6647398843930635,0.5291191515322164,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_ghostnetv2_100_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,-0.014438471393024566,0.04733988439306358,,baseline filled from previous seed42 TIMM baseline table supplied by user; improved metrics from retained curated best-method table
timm,convnext_tiny,convnext_tiny_in22k,42,baseline_ce_previous_seed42_run,0.8416,0.8522,,27.82,152.0,0.853,2.34,49.2,20.34,user_provided_previous_seed42_timm_baseline_table_screenshot,asl_ldam_simam_dcfr_top1,0.813877784947085,0.8265895953757225,0.7641016317440117,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_convnext_tiny_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,-0.027722215052915056,-0.02561040462427744,,baseline filled from previous seed42 TIMM baseline table supplied by user; improved metrics from retained curated best-method table
timm,efficientnet_b0,efficientnet_b0,42,baseline_ce_previous_seed42_run,0.7701,0.7913,,4.01,235.3,0.832,2.47,46.5,21.52,user_provided_previous_seed42_timm_baseline_table_screenshot,asl_ldam_simam_dcfr_top1,0.7319575108083075,0.7514450867052023,0.6581499011993934,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_efficientnet_b0_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,-0.0381424891916925,-0.039854913294797734,,baseline filled from previous seed42 TIMM baseline table supplied by user; improved metrics from retained curated best-method table
timm,shufflenet_v2_x1_0,shufflenet_v2_x1_0,42,baseline_ce_previous_seed42_run,0.7185,0.7478,,1.26,226.0,0.7617,2.51,45.7,21.86,user_provided_previous_seed42_timm_baseline_table_screenshot,asl_ldam_simam_dcfr_top1,0.6767030922876704,0.7167630057803468,0.6067452217480052,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_shufflenet_v2_x1_0_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,-0.04179690771232958,-0.031036994219653224,,baseline filled from previous seed42 TIMM baseline table supplied by user; improved metrics from retained curated best-method table
timm,mobilenetv3_large_100,mobilenet_v3_large,42,baseline_ce_previous_seed42_run,0.801,0.8261,,4.21,234.1,0.7927,2.52,45.6,21.93,user_provided_previous_seed42_timm_baseline_table_screenshot,asl_ldam_simam_dcfr_top1,0.7131705331705331,0.7283236994219653,0.6270696693115626,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_mobilenetv3_large_100_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,-0.0878294668294669,-0.09777630057803466,,baseline filled from previous seed42 TIMM baseline table supplied by user; improved metrics from retained curated best-method table
timm,fastvit_t8,fastvit_t8,42,baseline_ce_previous_seed42_run,0.7103,0.7391,,3.26,110.1,0.7829,2.56,44.8,22.3,user_provided_previous_seed42_timm_baseline_table_screenshot,asl_ldam_simam_dcfr_top1,0.5728516205768659,0.6127167630057804,0.4630813414860107,/home/drnguyenvinh/notebooks/final_loss_cbam_top5_noise_v5_stage1split_TIMM_fastvit_t8_seed42_outputs/E_noise_metrics/timm_noise_metrics_all.csv,-0.13744837942313415,-0.1263832369942196,,baseline filled from previous seed42 TIMM baseline table supplied by user; improved metrics from retained curated best-method table
