experiment,name,run_name,run_path,best_pt,train_time_min,full_test_box_map50,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,best_val_mask_map50,best_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train
simam_backbone_ca_head,YOLO11n-seg + SimAM backbone skips + CoordAtt head,yolov11n_simam_simam_backbone_ca_head,/kaggle/working/runs/segment/yolov11n_simam_simam_backbone_ca_head,/kaggle/working/runs/segment/yolov11n_simam_simam_backbone_ca_head/weights/best.pt,54.41,0.4452595296688023,0.3848163839573242,0.12134706892105347,0.4860495147009389,0.41846551467639204,0.13275558777553642,119,150,0.45348837209302323,119,134,0.48295454545454547,0.11363636363636363,0.11363636363636363,41,0.2926829268292683,0.2926829268292683,16,0.3902439024390244,0.3480040401752834,76,52,0.46764,0.15452,2.22167,4.6347,2.4130299999999996
