,precision,recall,f1-score,support
Healthy,0.9295774647887324,0.9166666666666666,0.9230769230769231,72.0
BG,0.8636363636363636,0.8444444444444444,0.8539325842696629,45.0
WSSV,0.9230769230769231,0.8571428571428571,0.8888888888888888,70.0
WSSV_BG,0.725,0.8787878787878788,0.7945205479452054,33.0
accuracy,0.8772727272727273,0.8772727272727273,0.8772727272727273,0.8772727272727273
macro avg,0.8603226878755048,0.8742604617604618,0.8651047360451701,220.0
weighted avg,0.8833345383809533,0.8772727272727273,0.8787722957185786,220.0
