noise_id,noise_name,severity,AP_BG_mAP50_95_baseline,AP_BG_mAP50_95_recsra,AP_WSSV_mAP50_95_baseline,AP_WSSV_mAP50_95_recsra,mAP50_baseline,mAP50_recsra,mAP50_95_baseline,mAP50_95_recsra,mAP75_baseline,mAP75_recsra,precision_baseline,precision_recsra,recall_baseline,recall_recsra,delta_mAP50,delta_mAP50_95,delta_mAP75,delta_precision,delta_recall,delta_AP_BG_mAP50_95,delta_AP_WSSV_mAP50_95
N08,low_resolution_resampling,1,4.63018762202112,5.15276950749451,3.6463100215154496,3.75890085077245,14.14097249235331,15.50495034220516,4.13824882176828,4.45583517913348,1.3285592160322,1.1519654331603502,23.34539176017683,24.301654247481867,23.80275209148183,25.373627503292028,1.3639778498518496,0.3175863573652002,-0.17659378287184987,0.9562624873050374,1.5708754118101993,0.5225818854733895,0.11259082925700048
N08,low_resolution_resampling,2,4.78541843181398,5.24346254946213,3.6693611830288795,3.5845652463346105,14.5491323383976,15.313967100439879,4.22738980742143,4.4140138978983705,1.28106198931552,1.0807203361062299,22.65047203040856,25.0140920895632,24.22741224098178,25.54471536755743,0.7648347620422796,0.18662409047694034,-0.20034165320929,2.363620059154639,1.3173031265756503,0.45804411764815006,-0.08479593669426938
N08,low_resolution_resampling,3,4.87437449447859,5.050282037499651,3.7608666064794396,3.43474074720721,14.699897196295789,15.00603693052571,4.31762055047901,4.24251139235343,1.20828943430537,1.15334600471616,25.55487983858914,24.955014458528822,22.45460909237766,26.19406601690808,0.306139734229921,-0.07510915812558028,-0.054943429589210044,-0.5998653800603188,3.739456924530421,0.1759075430210602,-0.3261258592722298
N08,low_resolution_resampling,4,4.71586429918329,4.91603559349017,3.73189129117468,3.3244952597469997,14.471502633327022,14.11029680633536,4.223877795178979,4.12026542661859,1.28544216041158,1.1539707692160899,23.40006488992297,22.96281372185028,23.65588297559301,25.15309793862376,-0.3612058269916618,-0.10361236856039,-0.1314713911954901,-0.4372511680726887,1.497214963030749,0.20017129430687994,-0.40739603142768005
N08,low_resolution_resampling,5,3.6625519740094004,4.400979232271459,3.0949057199645003,2.50775312413255,11.22149465882577,12.18819454003642,3.3787288469869505,3.454366178202,0.90558213314336,0.5498556446145499,20.182318316472088,21.637918868803947,22.210966762961938,22.68566337544852,0.9666998812106503,0.07563733121504976,-0.35572648852881,1.4556005523318594,0.47469661248658035,0.7384272582620595,-0.5871525958319499
N09,uneven_cast_shadow,1,4.38352444895002,5.3487859767236,3.84912989434862,3.8573375851253697,14.556727663709479,15.80245849644821,4.11632717164932,4.60306178092448,1.33875555458927,1.1824400515627,23.72781599462068,24.00765321599127,23.82747294168327,26.57540348833225,1.2457308327387313,0.48673460927516,-0.15631550302657,0.27983722137059075,2.74793054664898,0.9652615277735803,0.008207690776750043
N09,uneven_cast_shadow,2,4.446984250926881,5.25407421514508,3.68486536460901,3.6149791473397896,13.91371390053717,15.26146858224583,4.06592480776794,4.43452668124244,1.1395595622616699,1.33777358640567,21.62805402081788,23.89607194781218,22.32109856013565,25.66220059623753,1.3477546817086599,0.3686018734745,0.19821402414400002,2.268017926994301,3.341102036101878,0.8070899642181995,-0.06988621726922023
N09,uneven_cast_shadow,3,4.18413559802578,5.0325420258156,3.69442042128032,3.68566774077701,14.03520953482291,14.60819466194706,3.93927800965305,4.3591048832962995,1.11240693094631,1.29109492952602,22.52147366756962,22.41417067525218,24.53846848531328,25.05617262496267,0.572985127124151,0.41982687364324967,0.17868799857971002,-0.10730299231744012,0.5177041396493887,0.8484064277898197,-0.008752680503310017
N09,uneven_cast_shadow,4,4.304840177825319,4.37407314789244,3.68622510782947,3.5395449393647,13.816474457199709,13.464674090577239,3.9955326428273903,3.9568090436285703,1.1222229445801302,1.17814652168665,20.932963199653027,21.35002362584167,25.77136395455279,23.23392777595566,-0.3518003666224706,-0.03872359919881996,0.05592357710651995,0.4170604261886396,-2.53743617859713,0.06923297006712001,-0.14668016846477033
N09,uneven_cast_shadow,5,3.4920450216497203,3.7640605691866598,2.84466730600189,2.37416552017614,11.28241591242881,10.50274813069564,3.1683561638258,3.0691130446814,0.9945554585500199,0.90277180485665,18.97317951821968,19.18704756094968,23.39669376985622,19.26366132924745,-0.7796677817331704,-0.09924311914440015,-0.09178365369336988,0.21386804273000048,-4.133032440608769,0.27201554753693985,-0.47050178582574986
N10,lens_smudge_fingerprint,1,4.46038461494997,5.50253127382458,3.77657114997319,3.91971588383149,13.900671299984872,16.09323684750998,4.11847788246158,4.711123578828031,1.28731359922458,1.17149771740356,21.15749143842854,24.73496261322023,23.94911910554579,24.63151247546272,2.1925655475251107,0.5926456963664506,-0.11581588182102004,3.5774711747916883,0.6823933699169282,1.0421466588746098,0.14314473385829973
N10,lens_smudge_fingerprint,2,4.08975089845136,4.80021807901802,3.2326697500042703,3.15905531099788,12.37434755712725,13.76758429309057,3.66121032422781,3.97963669500795,1.2308515612547901,1.0325462902240001,19.68772280822007,23.433332882112527,23.35337109178044,22.712342312794632,1.3932367359633213,0.31842637078014,-0.19830527103079001,3.745610073892458,-0.6410287789858082,0.7104671805666596,-0.07361443900639059
N10,lens_smudge_fingerprint,3,3.88401004731357,3.99356169671678,3.1077317942625498,3.5346035031658403,12.06938014040476,13.03351632334819,3.49587092078806,3.7640825999413097,1.18597855088283,1.06496851208242,20.72286581662038,24.25327325787045,21.24867217215502,22.46293096274249,0.9641361829434301,0.2682116791532497,-0.12101003880040997,3.5304074412500692,1.214258790587469,0.10955164940320977,0.4268717089032904
N10,lens_smudge_fingerprint,4,2.5739846413446803,3.22519342749106,2.5208230633843702,2.80504793719965,9.61052440975458,10.59377211635161,2.54740385236453,3.0151206823453602,0.58762256091094,0.58135325321128,19.09085941744021,21.272812025182468,20.05521805747964,20.405715656375282,0.9832477065970304,0.46771682998082986,-0.006269307699660002,2.18195260774226,0.350497598895641,0.6512087861463796,0.2842248738152798
N10,lens_smudge_fingerprint,5,3.4328508422655597,3.94980203947292,2.76703096899433,2.97074496343132,11.1624028539956,11.72142639385815,3.09994090562994,3.4602735014521198,0.90726084092989,0.90047557923365,19.408703659216588,19.60152555591671,20.05858671145175,21.41168292694866,0.5590235398625507,0.3603325958221798,-0.006785261696239976,0.19282189670012106,1.35309621549691,0.5169511972073604,0.20371399443698984
