epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.8173,3.54628,5.61693,2.14307,0.00741,0.07136,0.00335,0.00074,3.48147,52.9803,2.2449,0.000547247,0.000547247,0.000547247
2,23.238,3.32498,3.41285,1.96789,0.00533,0.19253,0.00124,0.00021,3.61408,9.5204,2.64242,0.001092,0.001092,0.001092
3,34.5692,3.28763,3.20451,1.90211,0.01956,0.05228,0.00504,0.00091,3.55608,10.5928,2.38079,0.00162574,0.00162574,0.00162574
4,45.9929,3.36344,3.23617,1.90913,0.00952,0.12156,0.00484,0.00107,3.27981,6.61875,2.01908,0.00161749,0.00161749,0.00161749
5,57.3737,3.26751,3.1926,1.83509,0.02845,0.06543,0.01028,0.00268,3.32216,24.0227,2.03284,0.00160099,0.00160099,0.00160099
6,68.7663,3.23119,3.10892,1.85691,0.00535,0.22392,0.00125,0.00031,3.14604,20.0722,1.98374,0.00158448,0.00158448,0.00158448
7,80.1283,3.17132,3.06657,1.78782,0.03398,0.13441,0.01212,0.0029,3.23126,5.3528,1.82977,0.00156798,0.00156798,0.00156798
8,91.486,3.18085,3.12971,1.8249,0.0551,0.09241,0.01803,0.00436,3.03769,3.46342,1.83192,0.00155148,0.00155148,0.00155148
9,102.842,3.07642,2.97909,1.70232,0.06473,0.10744,0.02387,0.00544,2.99132,3.58794,1.72094,0.00153497,0.00153497,0.00153497
10,114.196,3.02914,2.97735,1.73717,0.07562,0.14776,0.03169,0.00833,2.90368,3.31695,1.68654,0.00151847,0.00151847,0.00151847
11,125.52,3.04383,2.91557,1.70897,0.08508,0.10501,0.02438,0.00659,2.94967,2.98681,1.82563,0.00150197,0.00150197,0.00150197
12,136.801,3.0331,2.93257,1.69246,0.09805,0.08781,0.03915,0.0097,2.87133,2.86339,1.7206,0.00148546,0.00148546,0.00148546
13,148.148,2.96474,2.82611,1.67298,0.06416,0.18754,0.03382,0.0088,2.87119,3.28048,1.7143,0.00146896,0.00146896,0.00146896
14,159.436,2.99617,2.91891,1.67802,0.113,0.11967,0.02999,0.00887,2.9057,3.0151,1.80818,0.00145246,0.00145246,0.00145246
15,170.727,2.97486,2.8254,1.66564,0.07352,0.11548,0.03147,0.00811,2.88725,2.81182,1.72641,0.00143595,0.00143595,0.00143595
16,182.04,2.95347,2.79981,1.68767,0.06915,0.10965,0.03779,0.0102,2.85761,2.98849,1.71334,0.00141945,0.00141945,0.00141945
17,193.376,2.96212,2.83305,1.62868,0.09966,0.10767,0.03722,0.01031,2.79952,2.77022,1.76221,0.00140295,0.00140295,0.00140295
18,204.721,2.94369,2.79612,1.65424,0.09089,0.17752,0.04016,0.01001,2.87048,3.13077,1.71732,0.00138644,0.00138644,0.00138644
19,216.268,2.91464,2.76413,1.62406,0.06076,0.21087,0.03273,0.00826,2.86849,2.86767,1.68058,0.00136994,0.00136994,0.00136994
20,227.553,2.88195,2.78095,1.62937,0.0816,0.10484,0.03699,0.01097,2.81894,2.75154,1.75728,0.00135344,0.00135344,0.00135344
21,238.922,2.90335,2.7556,1.60007,0.1258,0.09889,0.04421,0.01177,2.8025,2.76693,1.69618,0.00133693,0.00133693,0.00133693
22,250.276,2.85939,2.69349,1.59157,0.0921,0.17344,0.04854,0.01294,2.76036,2.84684,1.64172,0.00132043,0.00132043,0.00132043
23,261.623,2.82515,2.65251,1.58851,0.09664,0.17743,0.05371,0.01391,2.75416,2.6444,1.71849,0.00130393,0.00130393,0.00130393
24,273.006,2.82588,2.66332,1.62368,0.09261,0.14985,0.04146,0.01059,2.83612,2.71896,1.73001,0.00128742,0.00128742,0.00128742
25,284.326,2.85723,2.64033,1.57874,0.08663,0.16357,0.04878,0.01237,2.74792,2.77726,1.64513,0.00127092,0.00127092,0.00127092
26,295.655,2.89711,2.69342,1.58626,0.09336,0.11717,0.042,0.01202,2.72955,2.67627,1.69019,0.00125442,0.00125442,0.00125442
27,306.951,2.86826,2.63687,1.60999,0.09149,0.12201,0.03683,0.01,2.837,2.7943,1.68534,0.00123791,0.00123791,0.00123791
28,318.249,2.78617,2.62312,1.55551,0.10901,0.15618,0.05685,0.01572,2.74397,2.73635,1.63933,0.00122141,0.00122141,0.00122141
29,329.595,2.84837,2.60691,1.56749,0.10727,0.13657,0.0479,0.01309,2.78108,2.65329,1.68582,0.00120491,0.00120491,0.00120491
30,340.921,2.76751,2.55104,1.5506,0.09292,0.17828,0.05525,0.01546,2.74471,2.72183,1.66874,0.0011884,0.0011884,0.0011884
31,352.187,2.70232,2.5331,1.53279,0.11518,0.1711,0.05861,0.01532,2.71351,2.84566,1.71082,0.0011719,0.0011719,0.0011719
32,363.455,2.8135,2.56706,1.55096,0.10032,0.17851,0.06291,0.01681,2.71963,2.66854,1.67298,0.0011554,0.0011554,0.0011554
33,374.824,2.70855,2.55203,1.54371,0.10752,0.16067,0.06007,0.01511,2.7654,2.63733,1.64694,0.00113889,0.00113889,0.00113889
34,386.134,2.73045,2.53374,1.53705,0.1162,0.17477,0.05707,0.0172,2.71015,2.60016,1.66374,0.00112239,0.00112239,0.00112239
35,397.465,2.73808,2.54195,1.52271,0.10944,0.16032,0.05389,0.01625,2.73011,2.6081,1.68601,0.00110589,0.00110589,0.00110589
36,408.776,2.68686,2.55183,1.57398,0.12235,0.17038,0.06563,0.01859,2.69903,2.66862,1.65986,0.00108938,0.00108938,0.00108938
37,420.153,2.69689,2.50669,1.52365,0.11734,0.15702,0.05552,0.01472,2.70967,2.6411,1.65078,0.00107288,0.00107288,0.00107288
38,431.464,2.72782,2.53253,1.55506,0.11416,0.15593,0.05492,0.01588,2.69848,2.62918,1.5947,0.00105638,0.00105638,0.00105638
39,442.798,2.68634,2.52911,1.53303,0.1084,0.14208,0.06457,0.01811,2.73424,2.66699,1.63421,0.00103987,0.00103987,0.00103987
40,454.113,2.6855,2.50427,1.54155,0.10725,0.1758,0.05955,0.01725,2.75209,2.61132,1.69477,0.00102337,0.00102337,0.00102337
41,465.403,2.63495,2.47267,1.51697,0.13247,0.1569,0.06101,0.01777,2.74123,2.63249,1.6787,0.00100687,0.00100687,0.00100687
42,476.696,2.70844,2.46186,1.49943,0.13654,0.16603,0.08033,0.02364,2.69786,2.57787,1.66633,0.000990365,0.000990365,0.000990365
43,488.213,2.6952,2.46788,1.52829,0.1313,0.18138,0.06792,0.01933,2.70652,2.55534,1.63712,0.000973861,0.000973861,0.000973861
44,499.488,2.68367,2.44756,1.54677,0.11686,0.16198,0.06728,0.0201,2.69368,2.5952,1.62797,0.000957358,0.000957358,0.000957358
45,510.796,2.67291,2.4276,1.49889,0.12206,0.1821,0.07446,0.02272,2.63387,2.54717,1.63687,0.000940855,0.000940855,0.000940855
46,522.095,2.63251,2.41304,1.47834,0.13736,0.17885,0.08098,0.02183,2.68747,2.5218,1.65424,0.000924352,0.000924352,0.000924352
47,533.377,2.66238,2.39176,1.48812,0.12101,0.16715,0.07314,0.02211,2.65349,2.57544,1.60718,0.000907848,0.000907848,0.000907848
48,544.707,2.62154,2.38097,1.49636,0.11329,0.18313,0.07481,0.01989,2.63933,2.53544,1.64894,0.000891345,0.000891345,0.000891345
49,556.018,2.64863,2.56664,1.48931,0.11568,0.18486,0.06868,0.02013,2.68004,2.58368,1.64204,0.000874842,0.000874842,0.000874842
50,567.328,2.6362,2.42163,1.46295,0.1089,0.18448,0.06954,0.02173,2.66651,2.59664,1.66576,0.000858338,0.000858338,0.000858338
51,578.628,2.6029,2.39858,1.48882,0.13871,0.19916,0.08015,0.02301,2.66881,2.54042,1.67087,0.000841835,0.000841835,0.000841835
52,589.888,2.58934,2.36098,1.51779,0.12235,0.1848,0.07727,0.02087,2.68808,2.59924,1.64454,0.000825332,0.000825332,0.000825332
53,601.191,2.61523,2.32165,1.46752,0.13072,0.18039,0.08081,0.0228,2.6789,2.49725,1.64216,0.000808828,0.000808828,0.000808828
54,612.515,2.60065,2.31839,1.46688,0.12729,0.20808,0.07488,0.02149,2.64869,2.57189,1.60858,0.000792325,0.000792325,0.000792325
55,623.82,2.57199,2.29531,1.47484,0.13056,0.17143,0.07817,0.02433,2.61939,2.54913,1.63818,0.000775822,0.000775822,0.000775822
56,635.161,2.50828,2.29712,1.50017,0.13575,0.16749,0.07324,0.02357,2.62257,2.60511,1.63587,0.000759318,0.000759318,0.000759318
57,646.467,2.58519,2.32362,1.5029,0.15589,0.2062,0.08622,0.02361,2.67614,2.48902,1.64498,0.000742815,0.000742815,0.000742815
58,657.772,2.52865,2.27867,1.43646,0.13384,0.20607,0.08562,0.02673,2.61871,2.5047,1.62184,0.000726312,0.000726312,0.000726312
59,669.132,2.52546,2.28606,1.46901,0.12154,0.18687,0.07086,0.02189,2.67806,2.53581,1.70882,0.000709809,0.000709809,0.000709809
60,680.409,2.511,2.30665,1.48176,0.13978,0.16941,0.07233,0.02131,2.62949,2.59911,1.6354,0.000693305,0.000693305,0.000693305
61,691.706,2.57368,2.29425,1.45037,0.15676,0.19371,0.08888,0.02626,2.64399,2.53567,1.62275,0.000676802,0.000676802,0.000676802
62,702.973,2.5127,2.28104,1.45301,0.13475,0.18155,0.0834,0.02495,2.64757,2.51035,1.61022,0.000660299,0.000660299,0.000660299
63,714.245,2.5018,2.2558,1.44725,0.16058,0.18242,0.08836,0.02873,2.65578,2.50412,1.62714,0.000643795,0.000643795,0.000643795
64,725.595,2.51422,2.24071,1.44659,0.15831,0.18774,0.09192,0.02678,2.64429,2.50244,1.65517,0.000627292,0.000627292,0.000627292
65,736.892,2.47512,2.22287,1.43558,0.15123,0.2006,0.08772,0.02617,2.61959,2.5136,1.60518,0.000610789,0.000610789,0.000610789
66,748.194,2.50963,2.19466,1.43838,0.1435,0.1947,0.09498,0.02917,2.61142,2.52066,1.63042,0.000594286,0.000594286,0.000594286
67,759.519,2.46912,2.22065,1.40938,0.15498,0.17629,0.09494,0.02807,2.63076,2.509,1.6092,0.000577782,0.000577782,0.000577782
68,771.056,2.48433,2.18756,1.41214,0.136,0.20255,0.08105,0.02429,2.65293,2.48371,1.60789,0.000561279,0.000561279,0.000561279
69,782.365,2.49023,2.18616,1.40836,0.14163,0.21572,0.09207,0.02739,2.65906,2.52766,1.65527,0.000544776,0.000544776,0.000544776
70,793.661,2.47709,2.18776,1.42572,0.15006,0.19599,0.09586,0.02891,2.63999,2.48194,1.62975,0.000528272,0.000528272,0.000528272
71,804.924,2.43345,2.14207,1.42449,0.15049,0.20101,0.09194,0.02771,2.65228,2.48518,1.64912,0.000511769,0.000511769,0.000511769
72,816.21,2.48403,2.11785,1.39789,0.14673,0.19113,0.09048,0.02687,2.67857,2.56493,1.66745,0.000495266,0.000495266,0.000495266
