experiment,name,model_type,model,run_name,run_path,best_pt,train_time_min,full_val_box_precision,full_val_box_recall,full_val_box_map50,full_val_box_map50_95,full_val_mask_precision,full_val_mask_recall,full_val_mask_map50,full_val_mask_map50_95,full_test_box_precision,full_test_box_recall,full_test_box_map50,full_test_box_map50_95,full_test_mask_precision,full_test_mask_recall,full_test_mask_map50,full_test_mask_map50_95,labeled_val_box_map50,labeled_val_mask_map50,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_boxes,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_boxes,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_mask_count_exact,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,labeled_test_disease_box_miss_images,labeled_test_disease_mask_miss_images,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_test_avg_fp_confidence,test_confused_total,test_missed_box_total,test_false_positive_total,count_penalty,disease_miss_penalty,healthy_fp_penalty,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,first_train_seg_loss,best_val_mask_map50,best_val_mask_map50_95,last_val_mask_map50,last_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train
baseline,Baseline YOLO11n-seg,baseline,yolo11n-seg.pt,simam_augmentation_run_baseline,/content/runs/segment/simam_augmentation_run_baseline,/content/runs/segment/simam_augmentation_run_baseline/weights/best.pt,63.46,0.8475291549476156,0.4883540372670807,0.6102280199968904,0.2811646847644824,0.7512798926949457,0.4538043478260869,0.5270390771939812,0.18701463200702262,0.6918115293962531,0.5515212399540758,0.564113703052603,0.23493239353513423,0.673936262826971,0.4458955223880597,0.4814876557017343,0.1708883969955635,0.6173187032518541,0.531303066273233,0.5984898065410874,0.506154525310772,0.17936347561730584,119,118,118,0.35012919896640826,119,102,102,0.331439393939394,0.5681818181818182,0.10227272727272728,0.10227272727272728,9,9,41,0.36585365853658536,0.36585365853658536,16,0.3902439024390244,0.3847470283508301,0,49,31,0.0165719696969697,0.01534090909090909,0.036585365853658534,0.4376562806692347,89,61,4.92859,0.55071,0.18956,0.5221,0.18316,2.47931,3.61225,1.13294
simam_ca,YOLO11n-seg + SimAM + CA,attention,/content/ultralytics/ultralytics/cfg/models/11/yolo11n-seg-simam-ca-head.yaml,simam_augmentation_run_simam_ca,/content/runs/segment/simam_augmentation_run_simam_ca,/content/runs/segment/simam_augmentation_run_simam_ca/weights/best.pt,71.63,0.7343632988734828,0.49759355207578926,0.5628994622466543,0.25784661118378616,0.6935449603576038,0.4828490357577442,0.5231931898580728,0.19938044533528804,0.6534969930047443,0.5236913723277267,0.5793132750849848,0.22590060360374592,0.636315053484226,0.4971297359357061,0.5198326711995382,0.1865930601230166,0.5825145041903224,0.5417327404290103,0.6114312765265715,0.5507262623789929,0.1963588039232582,119,109,109,0.3333333333333333,119,93,93,0.3068181818181818,0.5909090909090909,0.13636363636363635,0.13636363636363635,12,12,41,0.34146341463414637,0.34146341463414637,16,0.3902439024390244,0.39911516942083836,2,50,30,0.015340909090909093,0.02045454545454545,0.03414634146341464,0.4807844663701236,100,67,5.23171,0.54849,0.19324,0.51067,0.1859,2.56955,3.17588,0.6063299999999998
