epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
28,903.178,1.84842,2.76237,1.51214,0.0123,0.88243,0.63435,0.43994,0.49578,0.20324,0.60197,0.42366,0.44868,0.16403,2.33252,4.779,2.30902,0.01561,0,0.00122141,0.00122141,0.00122141
29,935.52,1.87494,2.76079,1.5135,0.01255,0.84241,0.5793,0.41809,0.4399,0.17091,0.63602,0.38548,0.40879,0.15242,2.38825,4.8806,2.22667,0.0158,0,0.00120491,0.00120491,0.00120491
30,967.627,1.84574,2.76418,1.47121,0.01259,0.81446,0.64875,0.46467,0.49165,0.19197,0.57372,0.4212,0.42872,0.15445,2.38308,4.6223,2.34521,0.01576,0,0.0011884,0.0011884,0.0011884
31,999.616,1.83615,2.68057,1.4124,0.01229,0.80284,0.53251,0.36452,0.42515,0.17742,0.50194,0.37619,0.38398,0.1163,2.1206,4.62886,2.0375,0.01352,0,0.0011719,0.0011719,0.0011719
32,1031.62,1.78395,2.70959,1.40669,0.0118,0.80691,0.58926,0.45742,0.46691,0.18046,0.61539,0.42508,0.41005,0.14696,2.42429,5.07212,2.33545,0.01624,0,0.0011554,0.0011554,0.0011554
33,1063.05,1.83426,2.75745,1.41724,0.01215,0.87135,0.38938,0.44631,0.39533,0.1421,0.41533,0.46778,0.39677,0.12418,2.5791,4.72676,2.42053,0.01773,0,0.00113889,0.00113889,0.00113889
34,1095.02,1.77364,2.61276,1.27123,0.01183,0.77773,0.61982,0.43595,0.49063,0.18938,0.56102,0.39829,0.42635,0.13524,2.2744,4.26061,2.03452,0.01522,0,0.00112239,0.00112239,0.00112239
35,1126.74,1.8283,2.60423,1.3799,0.01212,0.77757,0.61612,0.45186,0.49299,0.1939,0.57844,0.4212,0.44587,0.15921,2.13715,4.40357,2.1813,0.01427,0,0.00110589,0.00110589,0.00110589
36,1158.78,1.78481,2.58105,1.32002,0.01179,0.72407,0.49124,0.40839,0.39764,0.14387,0.50051,0.41731,0.38983,0.13295,2.4542,4.15813,2.71638,0.01682,0,0.00108938,0.00108938,0.00108938
37,1190.67,1.74188,2.5011,1.19208,0.01147,0.67577,0.51777,0.45813,0.46827,0.19518,0.56768,0.41227,0.45476,0.14791,2.34877,4.53649,2.04029,0.01566,0,0.00107288,0.00107288,0.00107288
38,1222.87,1.79545,2.54609,1.18508,0.01204,0.68984,0.73496,0.41227,0.51512,0.21281,0.71103,0.39441,0.44089,0.16508,2.53885,5.46751,1.9036,0.01696,0,0.00105638,0.00105638,0.00105638
39,1255.04,1.70311,2.48127,1.1608,0.01102,0.6751,0.5841,0.45772,0.51508,0.21647,0.50831,0.39921,0.40518,0.1448,2.41847,5.55141,1.97422,0.01643,0,0.00103987,0.00103987,0.00103987
40,1287.07,1.7296,2.4718,1.17691,0.01144,0.66251,0.55502,0.4705,0.50376,0.19007,0.60359,0.35559,0.41674,0.14869,2.44511,5.3026,2.16226,0.0164,0,0.00102337,0.00102337,0.00102337
41,1319.18,1.66149,2.48406,1.11509,0.0108,0.66774,0.66695,0.43207,0.50742,0.20271,0.77081,0.38401,0.44256,0.16102,2.55267,6.38459,2.00928,0.01701,0,0.00100687,0.00100687,0.00100687
42,1351.34,1.69561,2.44925,1.13997,0.01118,0.64218,0.74855,0.4296,0.49389,0.19676,0.70162,0.40603,0.44463,0.1553,2.46191,5.25853,1.86388,0.01664,0,0.000990365,0.000990365,0.000990365
43,1383.07,1.74525,2.40074,1.11264,0.01146,0.63029,0.69434,0.45575,0.5269,0.21086,0.65389,0.42003,0.43197,0.17207,2.47111,5.6348,1.99122,0.0167,0,0.000973861,0.000973861,0.000973861
44,1414.48,1.66842,2.38014,1.08165,0.01077,0.61276,0.53211,0.45963,0.46698,0.20721,0.48734,0.38432,0.40759,0.15535,2.26655,5.98549,1.95248,0.01486,0,0.000957358,0.000957358,0.000957358
45,1446.63,1.62929,2.3154,1.09282,0.01064,0.58928,0.5238,0.54775,0.48984,0.207,0.53773,0.38548,0.39712,0.1676,2.59716,5.65633,2.48343,0.01714,0,0.000940855,0.000940855,0.000940855
46,1478.77,1.61209,2.32117,1.04181,0.01064,0.60666,0.63392,0.46467,0.50659,0.21505,0.60738,0.43699,0.43535,0.17611,2.51467,5.38229,2.05087,0.01689,0,0.000924352,0.000924352,0.000924352
47,1510.5,1.63025,2.31633,1.07057,0.01062,0.59533,0.56944,0.51077,0.50489,0.22975,0.57822,0.45769,0.47563,0.18236,2.50343,4.92088,1.74411,0.01689,0,0.000907848,0.000907848,0.000907848
48,1542.51,1.60542,2.26478,1.00472,0.01021,0.57759,0.71165,0.43401,0.52596,0.23163,0.56331,0.45963,0.47623,0.18894,2.44573,4.5616,1.84384,0.01674,0,0.000891345,0.000891345,0.000891345
49,1574.54,1.59555,2.26046,0.93212,0.01041,0.55395,0.52617,0.50039,0.46176,0.19592,0.49678,0.46467,0.40923,0.1515,2.41601,5.95379,2.2669,0.01635,0,0.000874842,0.000874842,0.000874842
50,1606.87,1.5207,2.20699,0.90929,0.00969,0.52532,0.65737,0.51708,0.55831,0.23492,0.67162,0.42003,0.4537,0.17766,2.52959,5.68332,1.73607,0.01722,0,0.000858338,0.000858338,0.000858338
51,1638.73,1.58766,2.26602,0.93648,0.0101,0.54805,0.72889,0.4177,0.49543,0.21048,0.69386,0.36957,0.40569,0.1447,2.58331,4.37951,2.38677,0.01719,0,0.000841835,0.000841835,0.000841835
52,1670.77,1.54141,2.1776,0.92816,0.00988,0.50934,0.64753,0.52601,0.52165,0.23593,0.68452,0.4507,0.46813,0.18541,2.38021,5.60677,2.23928,0.01595,0,0.000825332,0.000825332,0.000825332
53,1703.07,1.51166,2.1595,0.91003,0.00958,0.51429,0.63878,0.481,0.50511,0.2188,0.61195,0.46196,0.46725,0.1702,2.59611,5.84861,1.83176,0.01748,0,0.000808828,0.000808828,0.000808828
54,1734.49,1.52467,2.12905,0.84591,0.00958,0.467,0.56625,0.47445,0.46717,0.19144,0.53771,0.44075,0.40927,0.14307,2.65493,5.41008,2.2541,0.0176,0,0.000792325,0.000792325,0.000792325
55,1766.23,1.51933,2.13265,0.87288,0.00972,0.50019,0.66276,0.3587,0.42945,0.1867,0.63564,0.3654,0.39403,0.14848,2.51069,5.59584,2.21899,0.01662,0,0.000775822,0.000775822,0.000775822
56,1798.26,1.46259,2.07994,0.84629,0.0095,0.48909,0.65672,0.49241,0.51366,0.23294,0.64646,0.48349,0.48673,0.18815,2.50437,5.46433,1.89123,0.01693,0,0.000759318,0.000759318,0.000759318
57,1830.09,1.42362,1.98779,0.80887,0.00909,0.4541,0.52816,0.4685,0.46779,0.18653,0.57768,0.40023,0.40025,0.1547,2.68433,6.80105,2.33073,0.01808,0,0.000742815,0.000742815,0.000742815
58,1862.23,1.42944,2.00643,0.80836,0.00921,0.41649,0.62475,0.45575,0.47078,0.17979,0.51217,0.36234,0.3658,0.14444,2.63411,6.65015,2.40322,0.01784,0,0.000726312,0.000726312,0.000726312
59,1894.03,1.39568,1.98719,0.76284,0.00886,0.42001,0.8045,0.42818,0.50548,0.21145,0.79627,0.39441,0.46395,0.16456,2.50029,5.27479,1.75589,0.01699,0,0.000709809,0.000709809,0.000709809
60,1925.98,1.44228,2.05111,0.78856,0.00911,0.45774,0.64649,0.45278,0.49979,0.2311,0.64078,0.46972,0.47746,0.17127,2.38312,5.54919,2.05239,0.01576,0,0.000693305,0.000693305,0.000693305
