experiment,name,strategy,training_overrides,run_name,run_path,best_pt,eval_pt,eval_predict_conf,train_time_min,full_test_box_map50,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,best_val_mask_map50,best_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train
gradient_accumulation,YOLO11n-seg + SimAM+CA + effective batch 32 via nbs,D3_GradientAccumulation,"{""batch"": 4, ""epochs"": 100, ""nbs"": 32, ""patience"": 25}",yolov11n_simam_gradient_accumulation,/kaggle/working/runs/segment/yolov11n_simam_gradient_accumulation,/kaggle/working/runs/segment/yolov11n_simam_gradient_accumulation/weights/best.pt,/kaggle/working/runs/segment/yolov11n_simam_gradient_accumulation/weights/best.pt,0.25,61.67,0.4507157183483616,0.3433567187983303,0.10517638638813669,0.47231214116471054,0.36037795486851354,0.11085004767287898,119,103,0.437984496124031,119,97,0.5738636363636364,0.25,0.25,41,0.14634146341463414,0.14634146341463414,6,0.14634146341463414,0.2795506267088683,70,45,0.47285,0.16308,2.30863,2.97611,0.6674799999999999
