condition,noise_id,noise_name,severity,model,mAP50,mAP50_95,mAP75,precision,recall,AP_BG_mAP50_95,AP_WSSV_mAP50_95,speed,model_path,data_yaml,cuda_visible_devices
corruption,N05,autofocus_defocus_blur,2,baseline,0.14656360288895076,0.04279562287835871,0.012959001748622415,0.22464185035715334,0.24676793240683176,0.048043758501346,0.03754748725537142,"{'preprocess': 0.991799954938763, 'inference': 6.795695000004638, 'loss': 0.0025851261254813238, 'postprocess': 0.5596203062531139}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N05_S2/data.yaml,0
corruption,N05,autofocus_defocus_blur,2,recsra,0.14855132850056674,0.04275313266339407,0.011674216742658507,0.24471833541327692,0.25609090689919317,0.05087204379165006,0.03463422153513808,"{'preprocess': 0.966579873895646, 'inference': 8.434622873841084, 'loss': 0.0026529369033350785, 'postprocess': 0.5808166666398179}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N05_S2/data.yaml,0
corruption,N05,autofocus_defocus_blur,3,baseline,0.1275246392152899,0.03734410051754501,0.009079235263994625,0.21369416761670773,0.23411134662548155,0.04051861483478665,0.03416958620030336,"{'preprocess': 0.989322405387013, 'inference': 6.78517002697763, 'loss': 0.002632873827121682, 'postprocess': 0.6006439999993319}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N05_S3/data.yaml,0
corruption,N05,autofocus_defocus_blur,3,recsra,0.12730085083595583,0.03580474140493574,0.007978660742668797,0.21848921991078013,0.25103880574828763,0.04514991779447962,0.026459565015391845,"{'preprocess': 1.0210025225492532, 'inference': 8.434013801798667, 'loss': 0.0025548289314584662, 'postprocess': 0.5817734505268032}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N05_S3/data.yaml,0
corruption,N05,autofocus_defocus_blur,4,baseline,0.10608802079091434,0.029713842806117986,0.00624703966845914,0.2077156225434017,0.21817741248574268,0.03233252956521028,0.02709515604702568,"{'preprocess': 1.009540756812229, 'inference': 6.782017504519899, 'loss': 0.002629270327176798, 'postprocess': 0.5418192613433348}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N05_S4/data.yaml,0
corruption,N05,autofocus_defocus_blur,4,recsra,0.10505793015140885,0.02888981052923877,0.004849344691424021,0.21362416878541574,0.21869385797014895,0.03657899789780588,0.021200623160671665,"{'preprocess': 0.982583171183226, 'inference': 8.439997090094908, 'loss': 0.0026246306096016944, 'postprocess': 0.6466896216839847}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N05_S4/data.yaml,0
corruption,N05,autofocus_defocus_blur,5,baseline,0.06852989714476745,0.01967818297187942,0.0038536040982221622,0.1497790263289187,0.17308844552495634,0.021220429406500624,0.01813593653725821,"{'preprocess': 0.9627738738083018, 'inference': 6.791457954940606, 'loss': 0.002525504519858792, 'postprocess': 0.5190133242649608}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N05_S5/data.yaml,0
corruption,N05,autofocus_defocus_blur,5,recsra,0.08215588060512467,0.02193568185429591,0.0031235466993801975,0.18583877542933253,0.19191729936813368,0.028678609308495105,0.015192754400096719,"{'preprocess': 0.9924557386946141, 'inference': 8.438569396406951, 'loss': 0.0026948558500792773, 'postprocess': 0.6338620901465425}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N05_S5/data.yaml,0
corruption,N06,auto_white_balance_color_cast,1,baseline,0.14165818477973746,0.04083963246936888,0.011039156576370758,0.20592679748540937,0.2575692306186087,0.04388275831224399,0.03779650662649377,"{'preprocess': 0.9664165405279942, 'inference': 6.776711639611529, 'loss': 0.002648216240731517, 'postprocess': 0.5520319639447382}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S1/data.yaml,0
corruption,N06,auto_white_balance_color_cast,1,recsra,0.16114388606912738,0.047171382806483184,0.011693781269153545,0.25534149605287193,0.23611104312197417,0.05568567020253053,0.03865709541043583,"{'preprocess': 0.959984963948365, 'inference': 8.427308504529341, 'loss': 0.002678765774469063, 'postprocess': 0.5495486396260251}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S1/data.yaml,0
corruption,N06,auto_white_balance_color_cast,2,baseline,0.1424502313991039,0.04270360426496178,0.013466723677262829,0.22314902893583283,0.27065904318071676,0.04761912389168808,0.037788084638235485,"{'preprocess': 0.9818019189461248, 'inference': 6.778446918885107, 'loss': 0.002626027028102046, 'postprocess': 0.5505058107774932}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S2/data.yaml,0
corruption,N06,auto_white_balance_color_cast,2,recsra,0.1547290808480698,0.04624718851570585,0.010408513904164283,0.238588837206066,0.25530274474865505,0.05441516405673412,0.03807921297467759,"{'preprocess': 0.984191954934808, 'inference': 8.451389495479948, 'loss': 0.002636144091485295, 'postprocess': 0.5650606125863642}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S2/data.yaml,0
corruption,N06,auto_white_balance_color_cast,3,baseline,0.1293539219215288,0.037522892111965564,0.008860990457820937,0.19729199737860237,0.26606243360860776,0.03855787002525164,0.036487914198679486,"{'preprocess': 0.986245594626903, 'inference': 6.788958486533768, 'loss': 0.002597531518502463, 'postprocess': 0.5936984504211347}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S3/data.yaml,0
corruption,N06,auto_white_balance_color_cast,3,recsra,0.15329302707153658,0.04335862250873317,0.008394725028371528,0.2550186149471159,0.24524307204292126,0.0494768645172949,0.03724038050017144,"{'preprocess': 0.947071441423923, 'inference': 8.408554288311082, 'loss': 0.002652423464898167, 'postprocess': 0.5464802883547203}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S3/data.yaml,0
corruption,N06,auto_white_balance_color_cast,4,baseline,0.12435945169215354,0.03600601600841785,0.011675482975683875,0.1982980412124467,0.25511672646991157,0.03489225271703377,0.03711977929980192,"{'preprocess': 1.0244144864905669, 'inference': 6.771458666646124, 'loss': 0.002556468488209092, 'postprocess': 0.6125578918743502}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S4/data.yaml,0
corruption,N06,auto_white_balance_color_cast,4,recsra,0.13923843796349544,0.039811208215159107,0.013108223835793818,0.22632036715159098,0.2385023570474004,0.04127728424334297,0.03834513218697526,"{'preprocess': 0.9970348829147616, 'inference': 8.425460486504816, 'loss': 0.0026706576701709876, 'postprocess': 0.5593651982086191}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S4/data.yaml,0
corruption,N06,auto_white_balance_color_cast,5,baseline,0.09760340233814219,0.029199258524880027,0.008315859706789561,0.1535218242441747,0.2047155633661476,0.03392682965789463,0.024471687391865414,"{'preprocess': 1.0019978287370603, 'inference': 6.789342504489141, 'loss': 0.00261525226895108, 'postprocess': 0.5755354235146583}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S5/data.yaml,0
corruption,N06,auto_white_balance_color_cast,5,recsra,0.11943053977775453,0.03394868547338538,0.007876640045573324,0.1965795567961139,0.22716503247977052,0.03698499691669242,0.03091237403007836,"{'preprocess': 1.0296150630647143, 'inference': 8.410278747776847, 'loss': 0.0026891441332220377, 'postprocess': 0.5581937116772138}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N06_S5/data.yaml,0
corruption,N07,jpeg_recompression,1,baseline,0.14503912610715652,0.04112501169013987,0.009125665723578206,0.21918886141521376,0.24515985333927287,0.04436766624840916,0.03788235713187059,"{'preprocess': 1.0231210900684828, 'inference': 6.791415054042748, 'loss': 0.002524594656442951, 'postprocess': 0.541606837810701}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S1/data.yaml,0
corruption,N07,jpeg_recompression,1,recsra,0.1572183526107463,0.04601870377654186,0.011252866770793554,0.23218178316809565,0.25012849946886884,0.05399832998618411,0.03803907756689962,"{'preprocess': 0.9731757928166844, 'inference': 8.43654429731409, 'loss': 0.0028657117221522277, 'postprocess': 0.5599586486225546}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S1/data.yaml,0
corruption,N07,jpeg_recompression,2,baseline,0.1470972977624737,0.04180035816457155,0.00835350545277824,0.23259342616323042,0.24355177427171398,0.04649116254895381,0.03710955378018928,"{'preprocess': 1.0025942252665314, 'inference': 6.768345747741888, 'loss': 0.0027079099258575756, 'postprocess': 0.568967252277346}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S2/data.yaml,0
corruption,N07,jpeg_recompression,2,recsra,0.1620218158393843,0.0472131969727488,0.009783247302701789,0.24062880949186963,0.26942300067064484,0.055761667567907666,0.038664726377589914,"{'preprocess': 0.9363431351982752, 'inference': 8.414106243255265, 'loss': 0.002611675709714119, 'postprocess': 0.5660606486246154}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S2/data.yaml,0
corruption,N07,jpeg_recompression,3,baseline,0.12073201162909625,0.03541141008688781,0.006939864127752535,0.20304894209046925,0.21658891428963045,0.039580850837996714,0.031241969335778903,"{'preprocess': 0.9946704324213463, 'inference': 6.782852081086857, 'loss': 0.002670216303043957, 'postprocess': 0.5404351170803131}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S3/data.yaml,0
corruption,N07,jpeg_recompression,3,recsra,0.14406988340771382,0.04456552573593687,0.012982567282026746,0.20436560389128083,0.2507257160479927,0.054707248252704,0.03442380321916973,"{'preprocess': 0.99429951357403, 'inference': 8.44088416217166, 'loss': 0.0025977567454426643, 'postprocess': 0.533999036027429}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S3/data.yaml,0
corruption,N07,jpeg_recompression,4,baseline,0.13308394599688467,0.036018668589465744,0.0070897190214850225,0.19322194589907193,0.23852193791884707,0.0395161200739968,0.03252121710493469,"{'preprocess': 1.0007756847354923, 'inference': 6.773442144115072, 'loss': 0.0026048108191241985, 'postprocess': 0.5503730449941809}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S4/data.yaml,0
corruption,N07,jpeg_recompression,4,recsra,0.13555728199969233,0.041110046305223094,0.011413656856594982,0.22759467980013703,0.21281714892721298,0.051759642561657694,0.030460450048788484,"{'preprocess': 0.9816825135498515, 'inference': 8.419366252260138, 'loss': 0.0025773152374968704, 'postprocess': 0.5552615225292151}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S4/data.yaml,0
corruption,N07,jpeg_recompression,5,baseline,0.08900498109170957,0.025636141135195557,0.007022917890612481,0.17683315138640926,0.18346297501970327,0.030300669981511756,0.02097161228887934,"{'preprocess': 1.008155243251675, 'inference': 6.808542477449157, 'loss': 0.0026674324790538113, 'postprocess': 0.5448031621559855}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S5/data.yaml,0
corruption,N07,jpeg_recompression,5,recsra,0.09472847845023294,0.027684824662048357,0.006106233924158638,0.16299782003021546,0.19923291936107618,0.03712498030581757,0.01824466901827915,"{'preprocess': 0.9700345945921972, 'inference': 8.419347999987876, 'loss': 0.002772729703383038, 'postprocess': 0.5949559819848284}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N07_S5/data.yaml,0
corruption,N08,low_resolution_resampling,1,baseline,0.14140972492353315,0.04138248821768288,0.013285592160322006,0.2334539176017683,0.23802752091481832,0.04630187622021125,0.03646310021515452,"{'preprocess': 0.9957539098871387, 'inference': 6.770089306301416, 'loss': 0.0025731441309216206, 'postprocess': 0.5502935675706196}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S1/data.yaml,0
corruption,N08,low_resolution_resampling,1,recsra,0.15504950342205165,0.04455835179133488,0.011519654331603565,0.2430165424748187,0.25373627503292034,0.05152769507494518,0.03758900850772458,"{'preprocess': 0.9963197837744184, 'inference': 8.416487531502678, 'loss': 0.0025806936907617644, 'postprocess': 0.5636644324637542}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S1/data.yaml,0
corruption,N08,low_resolution_resampling,2,baseline,0.14549132338397608,0.04227389807421437,0.012810619893155233,0.22650472030408564,0.24227412240981783,0.04785418431813989,0.03669361183028885,"{'preprocess': 0.9378877567779693, 'inference': 6.795793216239159, 'loss': 0.0025352702233159014, 'postprocess': 0.5620158107958232}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S2/data.yaml,0
corruption,N08,low_resolution_resampling,2,recsra,0.15313967100439885,0.04414013897898374,0.010807203361062346,0.250140920895632,0.25544715367557436,0.052434625494621315,0.035845652463346166,"{'preprocess': 0.9636666577166211, 'inference': 8.44512779282947, 'loss': 0.0026267747966198227, 'postprocess': 0.5615209279435599}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S2/data.yaml,0
corruption,N08,low_resolution_resampling,3,baseline,0.14699897196295791,0.04317620550479019,0.012082894343053778,0.2555487983858914,0.2245460909237766,0.04874374494478591,0.03760866606479447,"{'preprocess': 0.9782997026910002, 'inference': 6.800291126154178, 'loss': 0.002560495501326456, 'postprocess': 0.5629309730015397}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S3/data.yaml,0
corruption,N08,low_resolution_resampling,3,recsra,0.15006036930525715,0.042425113923534374,0.011533460047161603,0.24955014458528824,0.2619406601690808,0.05050282037499657,0.03434740747207217,"{'preprocess': 0.9570566126385857, 'inference': 8.439713135090756, 'loss': 0.0026242161913762325, 'postprocess': 0.5611257297664657}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S3/data.yaml,0
corruption,N08,low_resolution_resampling,4,baseline,0.14471502633327027,0.04223877795178989,0.012854421604115806,0.23400064889922975,0.2365588297559301,0.04715864299183291,0.03731891291174688,"{'preprocess': 0.9389411351311299, 'inference': 6.773352009027754, 'loss': 0.0026411801684901605, 'postprocess': 0.5462039820043642}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S4/data.yaml,0
corruption,N08,low_resolution_resampling,4,recsra,0.1411029680633536,0.04120265426618591,0.01153970769216095,0.22962813721850284,0.2515309793862376,0.04916035593490177,0.033244952597470054,"{'preprocess': 1.0132585315626752, 'inference': 8.432866675681359, 'loss': 0.002627288300605902, 'postprocess': 0.5775218558663435}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S4/data.yaml,0
corruption,N08,low_resolution_resampling,5,baseline,0.1122149465882577,0.033787288469869545,0.009055821331433686,0.2018231831647209,0.22210966762961948,0.036625519740094044,0.03094905719964506,"{'preprocess': 0.9968150090227592, 'inference': 6.802181468473308, 'loss': 0.0025543243749337773, 'postprocess': 0.5528883963904205}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S5/data.yaml,0
corruption,N08,low_resolution_resampling,5,recsra,0.1218819454003642,0.03454366178202008,0.00549855644614557,0.21637918868803951,0.22685663375448525,0.0440097923227146,0.025077531241325564,"{'preprocess': 1.0163785765545472, 'inference': 8.446572495453077, 'loss': 0.0026407837926731067, 'postprocess': 0.5829022973573972}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N08_S5/data.yaml,0
corruption,N09,uneven_cast_shadow,1,baseline,0.1455672766370948,0.04116327171649324,0.013387555545892767,0.23727815994620688,0.2382747294168327,0.0438352444895002,0.038491298943486296,"{'preprocess': 0.9556467567473101, 'inference': 6.810780774775685, 'loss': 0.0025582162174737073, 'postprocess': 0.5451831531064346}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S1/data.yaml,0
corruption,N09,uneven_cast_shadow,1,recsra,0.1580245849644821,0.04603061780924489,0.011824400515627055,0.2400765321599127,0.2657540348833225,0.05348785976723606,0.03857337585125373,"{'preprocess': 0.9651239910339313, 'inference': 8.411565234259674, 'loss': 0.002662288229534956, 'postprocess': 0.5609873423472399}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S1/data.yaml,0
corruption,N09,uneven_cast_shadow,2,baseline,0.13913713900537178,0.040659248077679476,0.011395595622616786,0.21628054020817888,0.22321098560135655,0.044469842509268845,0.03684865364609011,"{'preprocess': 0.9454266757185562, 'inference': 6.799027189158592, 'loss': 0.0025651982116517147, 'postprocess': 0.5415472702913354}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S2/data.yaml,0
corruption,N09,uneven_cast_shadow,2,recsra,0.1526146858224583,0.0443452668124244,0.013377735864056713,0.2389607194781218,0.25662200596237533,0.052540742151450846,0.03614979147339797,"{'preprocess': 0.9695350360768341, 'inference': 8.39497589190983, 'loss': 0.0025797207116910782, 'postprocess': 0.5499590360577221}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S2/data.yaml,0
corruption,N09,uneven_cast_shadow,3,baseline,0.14035209534822912,0.03939278009653058,0.011124069309463101,0.22521473667569625,0.24538468485313286,0.04184135598025788,0.03694420421280327,"{'preprocess': 1.0449645405560248, 'inference': 6.789309657629142, 'loss': 0.0026670720487615924, 'postprocess': 0.5529662071936187}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S3/data.yaml,0
corruption,N09,uneven_cast_shadow,3,recsra,0.14608194661947066,0.04359104883296308,0.012910949295260245,0.22414170675252182,0.2505617262496267,0.05032542025815606,0.0368566774077701,"{'preprocess': 0.9771548739081481, 'inference': 8.437818900879924, 'loss': 0.0027354144139780643, 'postprocess': 0.5654288288333027}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S3/data.yaml,0
corruption,N09,uneven_cast_shadow,4,baseline,0.13816474457199712,0.039955326428273985,0.011222229445801306,0.20932963199653037,0.25771363954552795,0.043048401778253205,0.036862251078294765,"{'preprocess': 0.9853938558211798, 'inference': 6.781261729769425, 'loss': 0.002615198231855961, 'postprocess': 0.5535479279445157}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S4/data.yaml,0
corruption,N09,uneven_cast_shadow,4,recsra,0.13464674090577244,0.039568090436285716,0.011781465216866571,0.2135002362584167,0.23233927775955668,0.043740731478924405,0.03539544939364705,"{'preprocess': 1.015786585535475, 'inference': 8.424259675709298, 'loss': 0.002687351355291924, 'postprocess': 0.5601070360097691}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S4/data.yaml,0
corruption,N09,uneven_cast_shadow,5,baseline,0.11282415912428817,0.031683561638258084,0.009945554585500211,0.1897317951821968,0.23396693769856228,0.03492045021649724,0.02844667306001892,"{'preprocess': 0.9948330000272337, 'inference': 6.781306603623487, 'loss': 0.0026721441204531687, 'postprocess': 0.5906612793157225}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S5/data.yaml,0
