experiment,name,run_name,run_path,best_pt,train_time_min,full_test_box_map50,full_test_mask_map50,full_test_mask_map50_95,labeled_test_box_map50,labeled_test_mask_map50,labeled_test_mask_map50_95,test_gt_instances,test_pred_masks,test_mask_count_mae,labeled_test_gt_instances,labeled_test_pred_masks,labeled_test_mask_count_mae,labeled_test_disease_box_miss_rate,labeled_test_disease_mask_miss_rate,healthy_test_images,healthy_test_mask_fp_rate,healthy_test_box_fp_rate,healthy_test_fp_masks_total,healthy_test_fp_masks_per_image,healthy_aware_labeled_test_mask_map50,epochs_ran,best_epoch_by_mask_map50,best_val_mask_map50,best_val_mask_map50_95,last_train_seg_loss,last_val_seg_loss,seg_loss_gap_val_minus_train
ca_dual,YOLO11n-seg + CoordAtt backbone skips + SimAM head,yolov11n_simam_ca_dual,/kaggle/working/runs/segment/yolov11n_simam_ca_dual,/kaggle/working/runs/segment/yolov11n_simam_ca_dual/weights/best.pt,66.29,0.4558651826760017,0.364704194789537,0.11896687604064951,0.4732438527465104,0.3824271973363798,0.12412413247577588,119,90,0.36304909560723514,119,78,0.39583333333333337,0.2159090909090909,0.2159090909090909,41,0.2926829268292683,0.2926829268292683,12,0.2926829268292683,0.30098087435042264,100,72,0.47305,0.1759,1.95763,4.50063,2.543
