epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.4674,3.30923,5.85144,1.88984,0.00394,0.18053,0.00208,0.00041,3.23985,6.01205,1.79259,0.000551937,0.000551937,0.000551937
2,19.9269,3.12783,4.91891,1.82261,0.03711,0.10324,0.01387,0.0028,3.18698,4.55247,2,0.0011046,0.0011046,0.0011046
3,28.2811,3.15374,4.15095,1.84591,0.04218,0.04949,0.01259,0.00287,3.25098,4.28619,1.92552,0.00164528,0.00164528,0.00164528
4,36.5872,3.06218,3.8211,1.84722,0.04683,0.07905,0.01714,0.00414,3.08517,3.64243,1.85425,0.00162661,0.00162661,0.00162661
5,44.8514,3.07634,3.6066,1.75864,0.05224,0.10973,0.01836,0.00515,2.99089,3.92358,1.77165,0.00159566,0.00159566,0.00159566
6,53.003,2.95051,3.3701,1.74308,0.08086,0.09359,0.02834,0.00804,2.94015,3.15816,1.75626,0.00155645,0.00155645,0.00155645
7,61.1755,2.94465,3.26177,1.69796,0.05984,0.16026,0.02781,0.00717,2.92813,3.19739,1.69348,0.00150941,0.00150941,0.00150941
8,69.3583,2.89979,3.12488,1.70433,0.11265,0.0682,0.0303,0.00986,2.9811,3.07636,1.75542,0.00145505,0.00145505,0.00145505
9,77.5157,2.9098,3.09523,1.6874,0.1088,0.05668,0.03525,0.01069,2.97983,3.0432,1.7411,0.00139398,0.00139398,0.00139398
10,85.6472,2.84443,3.05422,1.6431,0.0761,0.0866,0.03647,0.01119,2.86193,2.97305,1.6588,0.00132685,0.00132685,0.00132685
11,93.8919,2.89045,2.98952,1.66651,0.07903,0.08577,0.04026,0.01144,2.8743,3.06744,1.69061,0.00125442,0.00125442,0.00125442
12,102.053,2.79806,2.93001,1.64379,0.0858,0.05435,0.03589,0.00994,2.88007,2.94097,1.66886,0.00117746,0.00117746,0.00117746
13,110.209,2.81579,2.92255,1.63733,0.11406,0.09945,0.04502,0.01319,2.82404,2.85185,1.66506,0.00109683,0.00109683,0.00109683
14,118.332,2.77511,2.86363,1.59076,0.11311,0.14838,0.05001,0.01364,2.84277,2.80928,1.61446,0.0010134,0.0010134,0.0010134
15,126.505,2.73016,2.80433,1.60871,0.10622,0.08556,0.04095,0.01248,2.82015,2.8161,1.65573,0.000928088,0.000928088,0.000928088
16,134.599,2.68179,2.78982,1.60282,0.10556,0.11799,0.05588,0.01849,2.78694,2.68003,1.6456,0.000841835,0.000841835,0.000841835
17,142.783,2.71619,2.79495,1.58496,0.09966,0.11192,0.04604,0.01432,2.71978,2.69077,1.61663,0.000755582,0.000755582,0.000755582
18,151.052,2.70443,2.77271,1.57424,0.10815,0.11843,0.0456,0.01343,2.74462,2.71467,1.65258,0.000670274,0.000670274,0.000670274
19,159.237,2.63962,2.80455,1.59666,0.13907,0.10159,0.06208,0.01856,2.7343,2.69003,1.63307,0.000586845,0.000586845,0.000586845
20,167.465,2.64291,2.70912,1.55489,0.1364,0.14017,0.06341,0.01884,2.72641,2.62242,1.63763,0.00050621,0.00050621,0.00050621
21,176.892,2.62302,2.66978,1.57003,0.12845,0.1397,0.06592,0.01971,2.67244,2.6029,1.59055,0.000429253,0.000429253,0.000429253
22,185.341,2.58195,2.62486,1.54794,0.1519,0.14478,0.07633,0.02392,2.67887,2.56546,1.60756,0.000356815,0.000356815,0.000356815
23,193.604,2.57366,2.60237,1.54115,0.14213,0.1498,0.06876,0.02144,2.68377,2.56489,1.62003,0.000289692,0.000289692,0.000289692
24,201.849,2.53337,2.56249,1.53845,0.13762,0.14346,0.07621,0.02174,2.683,2.55194,1.61606,0.000228618,0.000228618,0.000228618
25,210.126,2.54363,2.54366,1.52544,0.13591,0.15131,0.07419,0.02371,2.65957,2.54598,1.6,0.000174262,0.000174262,0.000174262
26,218.321,2.53655,2.53186,1.51984,0.1354,0.1479,0.07687,0.02303,2.65244,2.52737,1.58959,0.000127221,0.000127221,0.000127221
27,226.599,2.5133,2.54294,1.51623,0.14015,0.14639,0.07666,0.02401,2.64835,2.53942,1.59741,8.80093e-05,8.80093e-05,8.80093e-05
28,234.845,2.50094,2.50021,1.51697,0.14729,0.16499,0.0795,0.02369,2.6572,2.53441,1.58965,5.70564e-05,5.70564e-05,5.70564e-05
29,243.037,2.50876,2.49847,1.49475,0.15325,0.16374,0.07985,0.0231,2.65534,2.51765,1.58426,3.47018e-05,3.47018e-05,3.47018e-05
30,251.315,2.50345,2.51385,1.50308,0.14918,0.15196,0.07837,0.02391,2.64103,2.51459,1.59058,2.11903e-05,2.11903e-05,2.11903e-05
